Batch Number,B2600090,,,,
Category,Pet Food,,,,
Specie,Dog,,,,
Family,Healthcare,,,,
Brand,PETFLAKES,,,,
Product Code,DDF040002,,,,
Product name,PETFLAKES Performance High Protein - Adult Dog,,,,
NIR-Code,M20260214-00109,,,,
Serial Number:,5B25203,,,,
Scan Config Name:,IAS5100,,,,
Scan Config Type:,2,,,,
Start wavelength in nm:,900,,,,
End wavelength in nm:,1700,,,,
Pattern Pixel Width:,13,,,,
Exposure Time:,0,,,,
Measurement points:,105,,,,
Number of Measurement points:,801,,,,
Num Repeats:,90,90,,,
PGA Gain:,64,64,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original
900,0.29673204,1464044.188,739302.4473,6251,2279
901,0.29652282,1487170.443,751342.4549,6045,2150
902,0.29630565,1510089.678,763303.2066,5916,1823
903,0.29608078,1532777.64,775172.5296,6280,1803
904,0.29584841,1555210.075,786938.2507,7172,1994
905,0.29560869,1577362.731,798588.1971,8803,2201
906,0.29536177,1599211.352,810110.1957,11147,2622
907,0.29510775,1620731.688,821492.0737,14907,3273
908,0.29484671,1641899.483,832721.6579,20548,4415
909,0.2945787,1662690.485,843786.7754,29572,6329
910,0.29430374,1683080.44,854675.2533,46149,9958
911,0.29402184,1703045.095,865374.9186,75359,16589
912,0.29373324,1722566.849,875876.4311,122998,28415
913,0.29343919,1741653.39,886181.2205,191565,45798
914,0.29314109,1760318.413,896293.2747,271201,66437
915,0.29284033,1778575.615,906216.5819,346500,86071
916,0.2925382,1796438.692,915955.1302,412705,102820
917,0.29223597,1813921.339,925512.9077,475357,117852
918,0.29193485,1831037.254,934893.9026,539300,131824
919,0.29163603,1847800.131,944102.1031,606901,145989
920,0.29134064,1864223.668,953141.4971,677270,159873
921,0.2910498,1880321.56,962016.0729,750902,173735
922,0.29076459,1896107.502,970729.8186,827738,187429
923,0.29048606,1911595.193,979286.7223,906867,201053
924,0.29021525,1926797.785,987690.5204,986618,214605
925,0.28995302,1941722.11,995942.0088,1068761,229076
926,0.28970015,1956370.904,1004040.08,1151676,244745
927,0.28945737,1970746.834,1011983.593,1236276,261272
928,0.28922542,1984852.568,1019771.409,1321692,277602
929,0.28900504,1998690.773,1027402.388,1409278,293501
930,0.28879692,2012264.118,1034875.389,1498900,309082
931,0.28860179,2025575.268,1042189.273,1591183,324312
932,0.28842032,2038626.892,1049342.901,1684757,338413
933,0.28825321,2051421.657,1056335.131,1777092,351324
934,0.28810115,2063962.23,1063164.825,1866694,363151
935,0.2879648,2076251.28,1069830.841,1952455,375627
936,0.28784483,2088291.129,1076331.903,2033517,389575
937,0.28774153,2100075.906,1082663.42,2106038,403495
938,0.28765482,2111591.389,1088817.431,2168931,416551
939,0.28758462,2122822.978,1094785.823,2221838,428943
940,0.28753086,2133756.075,1100560.482,2265203,442541
941,0.28749349,2144376.079,1106133.294,2298707,459547
942,0.28747248,2154668.393,1111496.146,2323689,484994
943,0.28746781,2164618.416,1116640.923,2340066,524776
944,0.28747948,2174211.549,1121559.512,2347514,581649
945,0.2875075,2183433.194,1126243.8,2348916,651640
946,0.2875519,2192268.751,1130685.672,2361565,726811
947,0.28761276,2200703.621,1134877.016,2406099,802126
948,0.2876901,2208723.802,1138810.094,2482273,878944
949,0.28778339,2216329.528,1142486.157,2575623,957499
950,0.28789144,2223535.553,1145915.626,2654387,1028647
951,0.28801309,2230357.286,1149109.333,2714961,1094861
952,0.2881472,2236810.133,1152078.108,2768957,1162413
953,0.28829265,2242909.505,1154832.786,2811687,1224099
954,0.28844833,2248670.808,1157384.197,2837073,1270545
955,0.28861317,2254109.451,1159743.175,2846728,1299283
956,0.2887861,2259240.841,1161920.55,2843382,1312349
957,0.28896604,2264080.389,1163927.156,2826924,1311214
958,0.28915196,2268643.5,1165773.824,2797768,1298518
959,0.28934279,2272945.584,1167471.387,2760085,1277895
960,0.28953752,2277002.371,1169030.828,2716390,1253209
961,0.28973517,2280833.456,1170464.939,2664892,1226039
962,0.28993481,2284460.982,1171787.705,2602233,1193101
963,0.29013552,2287907.137,1173013.132,2526064,1149637
964,0.29033637,2291194.11,1174155.226,2455588,1101677
965,0.29053642,2294344.089,1175227.993,2418636,1058972
966,0.29073474,2297379.261,1176245.439,2373440,1003232
967,0.29093039,2300321.816,1177221.571,2312708,945080
968,0.2911224,2303193.941,1178170.395,2251355,906933
969,0.29130984,2306017.824,1179105.916,2194029,890682
970,0.29149174,2308815.654,1180042.14,2143203,891140
971,0.29166714,2311609.619,1180993.075,2098785,902492
972,0.29183517,2314417.307,1181970.108,2057349,918407
973,0.29199538,2317237.032,1182973.663,2020892,940295
974,0.29214743,2320062.058,1184001.29,1993901,966097
975,0.29229096,2322885.651,1185050.54,1979202,991248
976,0.29242565,2325701.077,1186118.962,1977430,1013642
977,0.29255115,2328501.6,1187204.108,1988795,1032925
978,0.29266714,2331280.486,1188303.529,2013011,1051223
979,0.29277329,2334031.001,1189414.774,2045884,1070363
980,0.29286927,2336746.409,1190535.394,2083919,1089735
981,0.29295476,2339419.976,1191662.94,2128266,1110411
982,0.29302943,2342044.967,1192794.962,2176355,1131158
983,0.29309299,2344614.548,1193928.903,2221767,1150222
984,0.29314571,2347119.179,1195059.242,2260844,1166373
985,0.29318849,2349546.352,1196177.211,2298193,1181294
986,0.29322228,2351883.407,1197273.874,2330192,1193099
987,0.29324801,2354117.685,1198340.297,2352381,1200503
988,0.29326659,2356236.524,1199367.546,2366707,1205321
989,0.29327896,2358227.266,1200346.686,2365717,1204156
990,0.29328603,2360077.251,1201268.781,2343428,1193402
991,0.29328871,2361773.819,1202124.898,2311653,1181008
992,0.29328792,2363304.309,1202906.102,2274358,1168019
993,0.29328456,2364656.063,1203603.457,2204827,1136906
994,0.29327952,2365816.423,1204208.032,2082391,1073150
995,0.29327341,2366777.007,1204713.922,1916714,982116
996,0.29326588,2367542.403,1205124.416,1702710,865195
997,0.29325641,2368119.649,1205444.536,1427751,720463
998,0.29324448,2368515.784,1205679.307,1109291,557339
999,0.29322956,2368737.846,1205833.752,724176,362623
1000,0.29321115,2368792.873,1205912.894,318591,158888
1001,0.29318871,2368687.903,1205921.756,81610,40292
1002,0.29316173,2368429.974,1205865.364,25195,12120
1003,0.29312967,2368026.125,1205748.739,18040,8423
1004,0.29309202,2367483.394,1205576.906,15771,7387
1005,0.29304825,2366808.819,1205354.888,,
1006,0.2929979,2366009.471,1205087.504,,
1007,0.292941,2365092.614,1204778.333,,
1008,0.29287778,2364065.587,1204430.49,,
1009,0.29280844,2362935.727,1204047.091,,
1010,0.29273318,2361710.373,1203631.25,,
1011,0.29265223,2360396.862,1203186.083,,
1012,0.29256579,2359002.533,1202714.703,,
1013,0.29247407,2357534.723,1202220.227,,
1014,0.29237728,2356000.771,1201705.768,,
1015,0.29227564,2354408.015,1201174.442,,
1016,0.29216937,2352763.792,1200629.363,,
1017,0.29205866,2351074.444,1200073.15,,
1018,0.2919437,2349338.221,1199504.388,,
1019,0.29182465,2347549.443,1198919.703,,
1020,0.29170166,2345702.405,1198315.71,,
1021,0.29157489,2343791.4,1197689.021,,
1022,0.29144449,2341810.723,1197036.252,,
1023,0.29131061,2339754.667,1196354.014,,
1024,0.29117341,2337617.528,1195638.923,,
1025,0.29103303,2335393.599,1194887.592,,
1026,0.29088963,2333077.173,1194096.635,,
1027,0.29074334,2330662.547,1193262.664,,
1028,0.29059434,2328144.975,1192382.734,,
1029,0.29044292,2325526.606,1191457.044,,
1030,0.29028945,2322812.594,1190487.165,,
1031,0.2901343,2320008.102,1189474.672,,
1032,0.28997784,2317118.297,1188421.143,,
1033,0.28982043,2314148.343,1187328.155,,
1034,0.28966245,2311103.404,1186197.283,,
1035,0.28950428,2307988.647,1185030.104,,
1036,0.28934631,2304809.235,1183828.195,,
1037,0.2891889,2301570.335,1182593.133,,
1038,0.28903245,2298277.11,1181326.493,,
1039,0.28887728,2294934.709,1180030.017,,
1040,0.28872345,2291548.208,1178706.156,,
1041,0.28857093,2288122.664,1177357.555,,
1042,0.28841971,2284663.131,1175986.856,,
1043,0.28826976,2281174.668,1174596.703,,
1044,0.28812108,2277662.329,1173189.739,,
1045,0.28797365,2274131.172,1171768.608,,
1046,0.28782746,2270586.252,1170335.953,,
1047,0.28768249,2267032.626,1168894.418,,
1048,0.28753873,2263475.351,1167446.645,,
1049,0.28739617,2259919.441,1165995.261,,
1050,0.28725469,2256365.553,1164540.955,,
1051,0.28711394,2252806.099,1163080.757,,
1052,0.28697354,2249232.578,1161611.291,,
1053,0.28683311,2245636.489,1160129.181,,
1054,0.28669225,2242009.33,1158631.05,,
1055,0.28655059,2238342.6,1157113.523,,
1056,0.28640773,2234627.797,1155573.224,,
1057,0.28626326,2230856.42,1154006.777,,
1058,0.28611679,2227019.967,1152410.805,,
1059,0.28596791,2223109.937,1150781.932,,
1060,0.28581622,2219118.484,1149117.045,,
1061,0.28566171,2215045.539,1147416.125,,
1062,0.28550456,2210896.125,1145681.185,,
1063,0.28534497,2206675.351,1143914.27,,
1064,0.28518314,2202388.329,1142117.426,,
1065,0.28501928,2198040.167,1140292.702,,
1066,0.2848536,2193635.978,1138442.142,,
1067,0.2846863,2189180.87,1136567.793,,
1068,0.2845176,2184679.955,1134671.702,,
1069,0.28434771,2180138.342,1132755.915,,
1070,0.28417686,2175561.144,1130822.477,,
1071,0.28400542,2170953.873,1128873.238,,
1072,0.28383415,2166323.01,1126909.57,,
1073,0.28366386,2161675.176,1124932.776,,
1074,0.28349541,2157016.994,1122944.159,,
1075,0.28332961,2152355.086,1120945.022,,
1076,0.28316732,2147696.074,1118936.667,,
1077,0.28300939,2143046.581,1116920.399,,
1078,0.28285668,2138413.229,1114897.519,,
1079,0.28271007,2133802.64,1112869.331,,
1080,0.28257044,2129221.436,1110837.137,,
1081,0.28243858,2124675.934,1108802.301,,
1082,0.28231465,2120170.11,1106766.641,,
1083,0.28219849,2115706.866,1104732.185,,
1084,0.28208995,2111289.098,1102700.964,,
1085,0.28198888,2106919.701,1100675.008,,
1086,0.28189512,2102601.57,1098656.346,,
1087,0.28180851,2098337.602,1096647.007,,
1088,0.28172889,2094130.693,1094649.022,,
1089,0.2816561,2089983.737,1092664.421,,
1090,0.28158999,2085899.63,1090695.233,,
1091,0.2815304,2081881.132,1088743.388,,
1092,0.28147743,2077927.985,1086808.597,,
1093,0.28143143,2074036.99,1084888.407,,
1094,0.28139277,2070204.824,1082980.276,,
1095,0.28136181,2066428.163,1081081.661,,
1096,0.28133892,2062703.686,1079190.019,,
1097,0.28132448,2059028.069,1077302.806,,
1098,0.28131884,2055397.99,1075417.48,,
1099,0.28132238,2051810.125,1073531.499,,
1100,0.28133547,2048261.152,1071642.318,,
1101,0.2813585,2044747.796,1069747.423,,
1102,0.28139176,2041269.75,1067846.024,,
1103,0.28143547,2037831.432,1065940.075,,
1104,0.28148979,2034437.674,1064031.772,,
1105,0.28155493,2031093.31,1062123.313,,
1106,0.28163108,2027803.174,1060216.893,,
1107,0.28171841,2024572.1,1058314.71,,
1108,0.28181713,2021404.922,1056418.961,,
1109,0.28192742,2018306.473,1054531.842,,
1110,0.28204945,2015281.587,1052655.549,,
1111,0.28218343,2012335.1,1050792.27,,
1112,0.28233019,2009472.083,1048942.744,,
1113,0.28249191,2006698.092,1047104.752,,
1114,0.28267092,2004018.74,1045275.715,,
1115,0.28286958,2001439.643,1043453.055,,
1116,0.28309027,1998966.413,1041634.193,,
1117,0.28333536,1996604.665,1039816.55,,
1118,0.28360723,1994360.014,1037997.548,,
1119,0.28390829,1992238.072,1036174.607,,
1120,0.28424094,1990244.454,1034345.149,,
