FileTitle:,IAS_Spectrum,,,,
Head:,Reference,Sample,,,
Sample ID,B2600041_02,,,,
System Temp hundredths:,2887,2899,,,
Detector Temp hundredths:,0,0,,,
Humidity hundredths:,4678,4663,,,
Lamp PD:,93,94,,,
Tec Temp:,0,,,,
Product SN:,8B6YK9LO,,,,
Serial Number:,5B25203,,,,
Scan Config Name:,IAS5100,,,,
Scan Config Type:,2,,,,
Start wavelength in nm:,900,,,,
End wavelength in nm:,1700,,,,
Pattern Pixel Width:,13,,,,
Exposure Time:,0,,,,
Measurement points:,105,,,,
Number of Measurement points:,801,,,,
Num Repeats:,90,90,,,
PGA Gain:,64,64,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original
900,0.3733919,1462509.775,619023.1243,6313,1977
901,0.37301303,1485420.175,629268.9361,6149,2055
902,0.3726295,1508134.629,639455.9216,6022,1759
903,0.37224102,1530630.588,649575.0941,6448,1716
904,0.37184729,1552885.507,659617.4668,7584,1869
905,0.37144798,1574876.838,669574.0531,9354,2407
906,0.37104277,1596582.034,679435.8663,12338,2797
907,0.37063132,1617978.548,689193.9195,16676,3707
908,0.37021329,1639043.833,698839.2263,23439,5002
909,0.36978833,1659755.342,708362.7997,34615,7306
910,0.36935606,1680090.528,717755.6532,55206,11924
911,0.36891611,1700026.844,727008.8,91843,20895
912,0.36846839,1719547.822,736115.3368,148319,35630
913,0.36801395,1738660.099,745076.2798,219565,54821
914,0.36755405,1757375.803,753894.527,293315,75400
915,0.36708991,1775707.064,762572.9765,360150,94142
916,0.36662269,1793666.01,771114.5262,421309,110630
917,0.36615352,1811264.768,779522.0741,481797,125978
918,0.36568348,1828515.466,787798.5182,545014,140979
919,0.36521361,1845430.234,795946.7564,612522,155871
920,0.36474495,1862021.2,803969.6868,682743,170512
921,0.36427847,1878300.491,811870.2072,756619,185224
922,0.36381514,1894280.236,819651.2158,833273,199637
923,0.36335591,1909972.563,827315.6105,912178,213810
924,0.36290169,1925389.03,834866.0629,991755,228070
925,0.36245323,1940534.527,842302.6002,1073694,243318
926,0.36201121,1955409.63,849623.5377,1156642,259917
927,0.36157627,1970014.84,856827.1617,1241345,277608
928,0.36114903,1984350.659,863911.7588,1326661,295477
929,0.36073011,1998417.59,870875.6152,1414337,312740
930,0.36032011,2012216.134,877717.0175,1503909,329819
931,0.35991961,2025746.793,884434.2519,1596379,346462
932,0.35952919,2039010.07,891025.605,1689850,361712
933,0.35914941,2052006.466,897489.3631,1782372,375197
934,0.35878085,2064736.484,903823.8127,1871717,387624
935,0.35842405,2077200.625,910027.24,1957490,400451
936,0.35807956,2089399.118,916097.819,2038423,415058
937,0.35774783,2101325.685,922031.0388,2111057,430046
938,0.35742923,2112967.414,927819.6526,2174260,443549
939,0.35712413,2124311.094,933456.29,2227183,455489
940,0.35683288,2135343.516,938933.581,2270554,468154
941,0.35655583,2146051.468,944244.1553,2303836,484613
942,0.35629333,2156421.741,949380.6429,2328599,511323
943,0.35604573,2166441.124,954335.6735,2344779,555829
944,0.35581339,2176096.406,959101.8769,2351960,620045
945,0.35559666,2185374.378,963671.8831,2353692,695861
946,0.3553959,2194261.828,968038.3218,2366548,769904
947,0.35521147,2202745.547,972193.8229,2411100,837402
948,0.35504373,2210812.899,976131.3419,2487016,904428
949,0.35489226,2218464.94,979851.6006,2580209,976093
950,0.35475591,2225716.697,983363.2417,2659457,1043026
951,0.35463353,2232583.822,986675.2647,2720082,1106271
952,0.354524,2239081.971,989796.6693,2773857,1170583
953,0.35442625,2245226.795,992736.4549,2816690,1227839
954,0.3543392,2251033.95,995503.6212,2842131,1267841
955,0.35426184,2256519.089,998107.1676,2851388,1289870
956,0.35419315,2261697.867,1000556.094,2848047,1296511
957,0.35413214,2266585.936,1002859.399,2831270,1290282
958,0.35407785,2271198.951,1005026.084,2801973,1273650
959,0.35402931,2275552.566,1007065.146,2764191,1249916
960,0.35398557,2279662.723,1008985.738,2720122,1222763
961,0.35394558,2283548.833,1010798.811,2668019,1193373
962,0.35390822,2287232.59,1012516.51,2605703,1158884
963,0.35387237,2290735.73,1014150.998,2529489,1114527
964,0.35383693,2294079.989,1015714.44,2458931,1066791
965,0.35380081,2297287.102,1017219,2421743,1024271
966,0.35376292,2300378.806,1018676.842,2376438,970093
967,0.35372219,2303376.835,1020100.13,2315731,914051
968,0.35367754,2306302.925,1021501.028,2254513,877771
969,0.35362791,2309178.812,1022891.701,2197522,862735
970,0.35357224,2312026.232,1024284.313,2146893,862827
971,0.35350947,2314866.92,1025691.027,2102774,871021
972,0.35343878,2317718.116,1027121.531,2061283,880899
973,0.35336019,2320578.216,1028575.132,2025251,894279
974,0.35327395,2323440.684,1030048.418,1998192,910157
975,0.35318031,2326298.981,1031537.978,1983442,925131
976,0.35307951,2329146.572,1033040.401,1981471,938495
977,0.35297181,2331976.918,1034552.274,1992746,950292
978,0.35285744,2334783.482,1036070.186,2016996,962454
979,0.35273663,2337559.727,1037590.727,2049608,975942
980,0.35260964,2340299.115,1039110.484,2087376,989652
981,0.35247669,2342995.11,1040626.045,2131670,1004512
982,0.35233801,2345641.173,1042134,2179548,1020077
983,0.35219383,2348230.664,1043630.897,2225117,1034081
984,0.35204428,2350754.075,1045112.19,2264399,1045025
985,0.35188944,2353198.761,1046572.138,2301882,1054955
986,0.35172935,2355551.917,1048004.934,2333720,1062017
987,0.35156406,2357800.734,1049404.774,2356159,1064425
988,0.35139361,2359932.407,1050765.853,2370392,1064208
989,0.35121804,2361934.13,1052082.366,2369446,1057703
990,0.35103737,2363793.096,1053348.51,2347035,1042937
991,0.35085164,2365496.499,1054558.478,2314911,1025713
992,0.35066086,2367031.531,1055706.466,2276983,1007734
993,0.35046505,2368385.388,1056786.669,2206893,974220
994,0.3502642,2369545.265,1057793.283,2083423,913124
995,0.35005843,2370502.799,1058722.249,1915162,829855
996,0.34984812,2371263.099,1059574.793,1699692,726853
997,0.34963373,2371833.816,1060353.142,1426570,603005
998,0.34941569,2372222.604,1061059.523,1110786,464899
999,0.34919446,2372437.116,1061696.163,725963,301572
1000,0.34897049,2372485.005,1062265.287,320068,132335
1001,0.34874421,2372373.924,1062769.123,82073,34141
1002,0.34851609,2372111.524,1063209.897,25230,10602
1003,0.34828658,2371705.461,1063589.836,17979,7700
1004,0.34805611,2371163.385,1063911.166,15750,6671
1005,0.34782516,2370492.951,1064176.115,,
1006,0.34759406,2369701.664,1064387.13,,
1007,0.34736244,2368796.148,1064548.004,,
1008,0.34712967,2367782.693,1064663.034,,
1009,0.34689512,2366667.591,1064736.514,,
1010,0.34665816,2365457.133,1064772.741,,
1011,0.34641817,2364157.609,1064776.012,,
1012,0.34617452,2362775.312,1064750.622,,
1013,0.3459266,2361316.531,1064700.868,,
1014,0.34567378,2359787.557,1064631.046,,
1015,0.34541545,2358194.683,1064545.452,,
1016,0.34515098,2356544.198,1064448.382,,
1017,0.34487989,2354841.589,1064343.488,,
1018,0.3446026,2353085.807,1064229.192,,
1019,0.34431998,2351272.629,1064101.375,,
1020,0.34403293,2349397.81,1063955.9,,
1021,0.34374232,2347457.107,1063788.633,,
1022,0.34344902,2345446.276,1063595.437,,
1023,0.34315392,2343361.072,1063372.176,,
1024,0.34285788,2341197.251,1063114.715,,
1025,0.34256177,2338950.569,1062818.917,,
1026,0.34226646,2336616.783,1062480.648,,
1027,0.34197283,2334191.648,1062095.77,,
1028,0.34168164,2331671.632,1061660.726,,
1029,0.3413929,2329058.304,1061176.092,,
1030,0.34110633,2326355.454,1060644.247,,
1031,0.34082163,2323566.883,1060067.577,,
1032,0.34053849,2320696.39,1059448.468,,
1033,0.34025663,2317747.777,1058789.306,,
1034,0.33997575,2314724.843,1058092.477,,
1035,0.33969556,2311631.389,1057360.367,,
1036,0.33941576,2308471.214,1056595.363,,
1037,0.33913608,2305248.119,1055799.85,,
1038,0.33885622,2301965.905,1054976.215,,
1039,0.33857594,2298628.667,1054126.865,,
1040,0.3382952,2295241.78,1053254.301,,
1041,0.33801403,2291810.963,1052361.049,,
1042,0.33773245,2288341.935,1051449.634,,
1043,0.33745048,2284840.415,1050522.583,,
1044,0.33716816,2281312.122,1049582.42,,
1045,0.33688552,2277762.775,1048631.673,,
1046,0.33660259,2274198.092,1047672.866,,
1047,0.33631942,2270623.794,1046708.525,,
1048,0.33603605,2267045.598,1045741.177,,
1049,0.33575251,2263469.182,1044773.328,,
1050,0.33546882,2259895.582,1043805.432,,
1051,0.33518492,2256317.065,1042834.06,,
1052,0.33490074,2252724.928,1041855.357,,
1053,0.33461619,2249110.465,1040865.462,,
1054,0.3343312,2245464.972,1039860.519,,
1055,0.33404567,2241779.743,1038836.67,,
1056,0.33375952,2238046.074,1037790.057,,
1057,0.33347264,2234255.259,1036716.821,,
1058,0.33318495,2230398.594,1035613.105,,
1059,0.33289631,2226467.374,1034475.051,,
1060,0.33260665,2222453.596,1033299.096,,
1061,0.33231601,2218357.577,1032085.179,,
1062,0.33202454,2214185.084,1030835.53,,
1063,0.33173241,2209941.976,1029552.42,,
1064,0.33143977,2205634.114,1028238.119,,
1065,0.3311468,2201267.358,1026894.898,,
1066,0.33085366,2196847.569,1025525.026,,
1067,0.33056054,2192380.605,1024130.774,,
1068,0.3302676,2187872.328,1022714.412,,
1069,0.32997504,2183328.598,1021278.212,,
1070,0.32968303,2178755.274,1019824.442,,
1071,0.32939176,2174158.124,1018355.383,,
1072,0.32910134,2169542.69,1016873.337,,
1073,0.32881188,2164914.483,1015380.607,,
1074,0.32852351,2160279.013,1013879.499,,
1075,0.32823633,2155641.791,1012372.317,,
1076,0.32795049,2151008.327,1010861.367,,
1077,0.32766611,2146384.13,1009348.952,,
1078,0.32738332,2141774.712,1007837.379,,
1079,0.32710227,2137185.582,1006328.951,,
1080,0.32682308,2132622.25,1004825.973,,
