FileTitle:,IAS_Spectrum,,,,
Head:,Reference,Sample,,,
Sample ID,B2500295,,,,
System Temp hundredths:,2470,2483,,,
Detector Temp hundredths:,0,0,,,
Humidity hundredths:,5104,5085,,,
Lamp PD:,94,94,,,
Tec Temp:,0,,,,
Product SN:,8B6YK9LO,,,,
Serial Number:,5B25203,,,,
Scan Config Name:,IAS5100,,,,
Scan Config Type:,2,,,,
Start wavelength in nm:,900,,,,
End wavelength in nm:,1700,,,,
Pattern Pixel Width:,13,,,,
Exposure Time:,0,,,,
Measurement points:,105,,,,
Number of Measurement points:,801,,,,
Num Repeats:,90,90,,,
PGA Gain:,64,64,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original
900,0.3010728,1465068.252,732461.9365,6216,2375
901,0.30078581,1488210.315,744523.6587,5937,2217
902,0.30049449,1511151.109,756507.7818,5681,1991
903,0.30019871,1533865.491,768402.1463,6101,1853
904,0.29989828,1556328.319,780194.5923,7182,2055
905,0.29959305,1578514.451,791872.9605,8799,2407
906,0.29928281,1600398.744,803425.091,11489,2972
907,0.29896737,1621956.056,814838.8244,15160,3704
908,0.29864651,1643161.243,826102.0009,20921,5062
909,0.29832,1663989.164,837202.4609,30434,7243
910,0.29798759,1684414.676,848128.0449,47393,11484
911,0.29764903,1704412.637,858866.5933,77887,19402
912,0.2973043,1723964.824,869408.9318,127122,33054
913,0.2969543,1743079.323,879757.2357,196465,52618
914,0.29660013,1761770.469,889916.377,275624,75432
915,0.29624282,1780052.6,899891.2272,349426,96904
916,0.29588338,1797940.049,909686.6583,414786,115167
917,0.29552279,1815447.154,919307.5421,477008,131806
918,0.29516198,1832588.251,928758.7502,540926,147593
919,0.29480187,1849377.674,938045.1546,608508,163497
920,0.29444334,1865829.76,947171.6269,678915,179206
921,0.29408725,1881958.845,956143.039,752557,194593
922,0.29373447,1897779.265,964964.2627,829378,210228
923,0.2933858,1913305.355,973640.1697,908651,225819
924,0.29304209,1928550.852,982175.2965,988448,241083
925,0.29270428,1943522.488,990570.2616,1070651,257275
926,0.29237343,1958222.463,998823.1469,1153905,274550
927,0.29205054,1972652.899,1006931.992,1238299,292756
928,0.29173659,1986815.918,1014894.836,1323704,311392
929,0.29143255,2000713.643,1022709.718,1411523,329524
930,0.29113937,2014348.195,1030374.677,1501102,346883
931,0.29085796,2027721.698,1037887.754,1593574,363777
932,0.29058924,2040836.273,1045246.986,1687193,379617
933,0.2903341,2053694.044,1052450.414,1779735,394058
934,0.29009342,2066297.131,1059496.076,1869292,407366
935,0.28986807,2078647.659,1066382.013,1955091,420306
936,0.28965888,2090747.408,1073106.164,2036147,434358
937,0.28946594,2102590.069,1079664.108,2108948,449595
938,0.28928865,2114161.079,1086049.019,2171996,464366
939,0.28912635,2125445.506,1092253.96,2224818,478891
940,0.28897844,2136428.417,1098271.997,2268420,494785
941,0.28884432,2147094.879,1104096.193,2301656,514371
942,0.28872344,2157429.958,1109719.614,2326542,542463
943,0.28861525,2167418.723,1115135.323,2343048,584467
944,0.28851921,2177046.241,1120336.384,2350588,643369
945,0.28843483,2186297.578,1125315.864,2352159,715889
946,0.28836162,2195157.801,1130066.825,2365231,795973
947,0.28829911,2203611.979,1134582.333,2410052,878701
948,0.28824685,2211645.806,1138855.779,2486464,963111
949,0.28820436,2219259.98,1142888.389,2579956,1048466
950,0.28817116,2226470.496,1146689.373,2659037,1123831
951,0.28814675,2233294.041,1150268.302,2719744,1191997
952,0.28813069,2239747.298,1153634.747,2773342,1260076
953,0.28812252,2245846.954,1156798.279,2815634,1322336
954,0.28812181,2251609.694,1159768.468,2840716,1369013
955,0.28812814,2257052.202,1162554.886,2850344,1398472
956,0.28814109,2262191.164,1165167.102,2846551,1411465
957,0.28816026,2267043.266,1167614.689,2829650,1409835
958,0.28818526,2271625.192,1169907.217,2800167,1395799
959,0.28821569,2275953.627,1172054.256,2762411,1373267
960,0.28825115,2280045.449,1174065.572,2718133,1346129
961,0.2882908,2283919.828,1175953.256,2666173,1315732
962,0.28833352,2287597.447,1177730.93,2603579,1279425
963,0.28837823,2291099.017,1179412.248,2527360,1232533
964,0.28842381,2294445.246,1181010.86,2456702,1181501
965,0.28846917,2297656.846,1182540.418,2419777,1136684
966,0.28851324,2300754.527,1184014.573,2374519,1078741
967,0.28855491,2303758.997,1185446.977,2314009,1018630
968,0.28859311,2306690.968,1186851.28,2253114,978859
969,0.28862676,2309571.15,1188241.135,2196109,961080
970,0.28865479,2312420.252,1189630.192,2145742,958822
971,0.28867611,2315258.985,1191032.103,2101743,965996
972,0.28868987,2318103.864,1192457.816,2060292,977172
973,0.28869602,2320953.833,1193906.947,2024327,995012
974,0.28869477,2323803.233,1195376.144,1997289,1017319
975,0.28868629,2326646.405,1196862.058,1982549,1038783
976,0.28867077,2329477.689,1198361.336,1980414,1057380
977,0.28864839,2332291.426,1199870.628,1991559,1073564
978,0.28861935,2335081.957,1201386.583,2015601,1089983
979,0.28858382,2337843.623,1202905.85,2048265,1107442
980,0.28854199,2340570.764,1204425.078,2085997,1125635
981,0.28849403,2343257.722,1205940.916,2130346,1144896
982,0.28844012,2345898.837,1207450.012,2178355,1164638
983,0.28838044,2348488.322,1208948.945,2223894,1182204
984,0.28831522,2351016.896,1210432.359,2263403,1196824
985,0.28824474,2353471.443,1211892.774,2301454,1210238
986,0.28816925,2355838.653,1213322.604,2333819,1220078
987,0.28808905,2358105.217,1214714.26,2356425,1225176
988,0.28800439,2360257.823,1216060.157,2371033,1227250
989,0.28791553,2362283.163,1217352.707,2369933,1222669
990,0.28782273,2364167.925,1218584.322,2347292,1208254
991,0.28772626,2365898.799,1219747.416,2315303,1191054
992,0.28762635,2367462.476,1220834.401,2277377,1172756
993,0.28752324,2368845.645,1221837.691,2207743,1136782
994,0.28741719,2370034.998,1222749.699,2084818,1069814
995,0.28730834,2371021.632,1223565.377,1918438,976512
996,0.28719653,2371810.008,1224287.368,1704077,858686
997,0.28708157,2372407.109,1224919.771,1428764,713592
998,0.28696327,2372819.919,1225466.683,1110412,550541
999,0.28684143,2373055.421,1225932.203,724491,357185
1000,0.28671585,2373120.599,1226320.428,318422,156259
1001,0.28658633,2373022.438,1226635.456,81545,39726
1002,0.28645269,2372767.92,1226881.384,25207,12240
1003,0.28631471,2372364.03,1227062.312,18118,8673
1004,0.28617222,2371817.751,1227182.336,15872,7583
1005,0.28602501,2371136.068,1227245.554,,
1006,0.28587292,2370326.022,1227256.009,,
1007,0.28571597,2369395.018,1227217.397,,
1008,0.28555425,2368350.59,1227133.292,,
1009,0.28538787,2367200.275,1227007.263,,
1010,0.28521691,2365951.609,1226842.881,,
1011,0.28504147,2364612.131,1226643.717,,
1012,0.28486166,2363189.374,1226413.341,,
1013,0.28467756,2361690.877,1226155.324,,
1014,0.28448929,2360124.176,1225873.238,,
1015,0.28429694,2358496.808,1225570.651,,
1016,0.28410062,2356816.308,1225251.136,,
1017,0.28390044,2355089.229,1224917.736,,
1018,0.28369656,2353314.128,1224569.217,,
1019,0.28348916,2351485.682,1224202.265,,
1020,0.2832784,2349598.539,1223813.554,,
1021,0.28306447,2347647.349,1223399.758,,
1022,0.28284753,2345626.761,1222957.55,,
1023,0.28262774,2343531.426,1222483.604,,
1024,0.28240527,2341355.992,1221974.594,,
1025,0.2821803,2339095.11,1221427.192,,
1026,0.28195297,2336743.428,1220838.073,,
1027,0.28172344,2334295.597,1220203.91,,
1028,0.28149189,2331747.125,1219521.781,,
1029,0.2812586,2329099.686,1218791.665,,
1030,0.28102391,2326357.636,1218014.8,,
1031,0.28078817,2323525.342,1217192.434,,
1032,0.28055171,2320607.174,1216325.813,,
1033,0.28031487,2317607.499,1215416.182,,
1034,0.28007802,2314530.686,1214464.787,,
1035,0.27984149,2311381.103,1213472.875,,
1036,0.27960564,2308163.118,1212441.691,,
1037,0.27937082,2304881.099,1211372.481,,
1038,0.27913741,2301539.414,1210266.492,,
1039,0.27890569,2298142.692,1209125.286,,
1040,0.27867568,2294696.68,1207951.793,,
1041,0.27844735,2291207.43,1206749.312,,
1042,0.27822063,2287680.991,1205521.141,,
1043,0.27799549,2284123.416,1204270.578,,
1044,0.27777188,2280540.753,1203000.924,,
1045,0.27754975,2276939.054,1201715.475,,
1046,0.27732908,2273324.37,1200417.532,,
1047,0.27710982,2269702.75,1199110.392,,
1048,0.27689194,2266080.247,1197797.354,,
1049,0.2766754,2262462.866,1196481.697,,
1050,0.27646004,2258851.863,1195164.563,,
1051,0.27624543,2255239.513,1193843.055,,
1052,0.27603111,2251617.093,1192513.827,,
1053,0.27581661,2247975.883,1191173.533,,
1054,0.27560146,2244307.16,1189818.829,,
1055,0.27538517,2240602.202,1188446.368,,
1056,0.27516727,2236852.289,1187052.806,,
1057,0.27494726,2233048.698,1185634.796,,
1058,0.27472465,2229182.707,1184188.993,,
1059,0.27449893,2225245.595,1182712.052,,
1060,0.27426965,2221229.31,1181200.834,,
1061,0.27403701,2217133.76,1179654.656,,
1062,0.27380163,2212964.058,1178074.443,,
1063,0.27356414,2208725.411,1176461.146,,
1064,0.27332519,2204423.024,1174815.719,,
1065,0.27308543,2200062.102,1173139.112,,
1066,0.2728455,2195647.851,1171432.28,,
1067,0.27260607,2191185.475,1169696.172,,
1068,0.27236781,2186680.181,1167931.743,,
1069,0.27213138,2182137.174,1166139.945,,
1070,0.27189746,2177561.659,1164321.73,,
1071,0.27166655,2172959.051,1162478.663,,
1072,0.27143871,2168335.264,1160613.769,,
1073,0.27121394,2163696.286,1158730.291,,
1074,0.27099222,2159048.105,1156831.473,,
1075,0.27077357,2154396.709,1154920.557,,
1076,0.27055797,2149748.087,1153000.785,,
1077,0.27034544,2145108.225,1151075.401,,
1078,0.27013597,2140483.113,1149147.647,,
1079,0.26992959,2135878.738,1147220.766,,
1080,0.2697263,2131301.088,1145298.002,,
1081,0.26952618,2126755.973,1143382.344,,
1082,0.26932975,2122247.834,1141474.867,,
1083,0.26913774,2117780.485,1139575.763,,
1084,0.2689509,2113357.738,1137685.218,,
1085,0.26876999,2108983.402,1135803.419,,
1086,0.26859576,2104661.287,1133930.554,,
1087,0.26842896,2100395.205,1132066.808,,
1088,0.26827037,2096188.965,1130212.37,,
1089,0.26812077,2092046.378,1128367.424,,
1090,0.26798092,2087971.255,1126532.16,,
1091,0.26785159,2083967.229,1124706.744,,
1092,0.26773287,2080034.053,1122890.931,,
1093,0.26762425,2076167.687,1121084.072,,
1094,0.26752515,2072363.934,1119285.499,,
1095,0.26743501,2068618.598,1117494.548,,
1096,0.26735326,2064927.482,1115710.551,,
1097,0.26727933,2061286.389,1113932.843,,
1098,0.26721262,2057691.123,1112160.757,,
1099,0.26715255,2054137.486,1110393.626,,
1100,0.26709853,2050621.283,1108630.785,,
1101,0.26704996,2047138.368,1106871.575,,
1102,0.26700679,2043688.009,1105115.854,,
1103,0.26696975,2040274.88,1103364.3,,
1104,0.2669397,2036904.141,1101617.661,,
1105,0.26691747,2033580.946,1099876.689,,
1106,0.2669039,2030310.455,1098142.133,,
1107,0.26689984,2027097.823,1096414.742,,
1108,0.26690615,2023948.207,1094695.268,,
1109,0.2669237,2020866.766,1092984.459,,
1110,0.26695333,2017858.656,1091283.065,,
1111,0.26699591,2014929.034,1089591.835,,
1112,0.26705249,2012083.176,1087911.171,,
1113,0.26712443,2009326.59,1086240.772,,
1114,0.26721314,2006664.819,1084580.253,,
1115,0.26732005,2004103.4,1082929.228,,
1116,0.26744657,2001647.875,1081287.31,,
1117,0.26759414,1999303.783,1079654.112,,
1118,0.26776419,1997076.663,1078029.25,,
1119,0.26795815,1994972.055,1076412.336,,
1120,0.26817745,1992995.5,1074802.985,,
1121,0.26842354,1991152.525,1073200.803,,
1122,0.26869791,1989446.97,1071604.322,,
1123,0.26900221,1987879.175,1070009.848,,
1124,0.2693381,1986449.047,1068413.412,,
1125,0.26970725,1985156.493,1066811.044,,
1126,0.27011132,1984001.421,1065198.774,,
1127,0.270552,1982983.738,1063572.635,,
1128,0.27103096,1982103.351,1061928.655,,
1129,0.27154988,1981360.168,1060262.867,,
1130,0.27211045,1980754.094,1058571.3,,
1131,0.27271435,1980285.035,1056850.003,,
1132,0.27336267,1979952.609,1055096.372,,
1133,0.27405543,1979755.963,1053310.05,,
1134,0.2747926,1979694.199,1051490.893,,
1135,0.2755741,1979766.418,1049638.755,,
1136,0.27639987,1979971.722,1047753.494,,
1137,0.27726985,1980309.212,1045834.965,,
1138,0.27818397,1980777.991,1043883.024,,
1139,0.27914215,1981377.159,1041897.527,,
1140,0.28014431,1982105.818,1039878.329,,
1141,0.28119038,1982963.108,1037825.311,,
1142,0.2822802,1983949.209,1035739.054,,
1143,0.28341355,1985065.444,1033620.902,,
1144,0.28459018,1986313.193,1031472.24,,
1145,0.28580986,1987693.837,1029294.453,,
1146,0.28707232,1989208.756,1027088.925,,
1147,0.28837729,1990859.331,1024857.04,,
1148,0.28972449,1992646.944,1022600.183,,
1149,0.29111364,1994572.974,1020319.739,,
1150,0.29254444,1996638.802,1018017.092,,
1151,0.29401634,1998845.455,1015693.974,,
1152,0.29552647,2001190.288,1013355.711,,
1153,0.29707052,2003668.483,1011009.763,,
1154,0.29864415,2006275.193,1008663.613,,
1155,0.30024299,2009005.571,1006324.748,,
1156,0.30186263,2011854.77,1004000.653,,
1157,0.30349865,2014817.943,1001698.814,,
1158,0.30514659,2017890.244,999426.7147,,
1159,0.30680196,2021066.825,997191.842,,
1160,0.30846025,2024342.84,995001.6808,,
1161,0.31011728,2027713.794,992863.1203,,
1162,0.31177014,2031176.586,990780.6981,,
1163,0.31341629,2034728.457,988758.3724,,
1164,0.31505312,2038366.648,986800.1013,,
1165,0.31667806,2042088.401,984909.8431,,
1166,0.31828852,2045890.956,983091.5559,,
1167,0.31988189,2049771.555,981349.1979,,
1168,0.32145558,2053727.439,979686.7272,,
1169,0.32300699,2057755.85,978108.1021,,
1170,0.32453355,2061853.996,976617.1729,,
1171,0.32603453,2066017.656,975213.0374,,
1172,0.3275117,2070240.649,973888.271,,
1173,0.32896704,2074516.651,972634.9766,,
1174,0.33040259,2078839.337,971445.2569,,
1175,0.33182041,2083202.384,970311.2146,,
1176,0.33322259,2087599.467,969224.9526,,
1177,0.33461125,2092024.263,968178.5735,,
1178,0.33598854,2096470.447,967164.1802,,
1179,0.33735664,2100931.695,966173.8753,,
1180,0.3387173,2105403.036,965201.4113,,
1181,0.34006903,2109888.924,964252.0362,,
1182,0.34140896,2114397.826,963335.8909,,
1183,0.34273419,2118938.223,962463.134,,
1184,0.34404178,2123518.596,961643.9244,,
1185,0.34532875,2128147.427,960888.4208,,
1186,0.34659212,2132833.196,960206.7819,,
1187,0.34782888,2137584.386,959609.1665,,
1188,0.34903599,2142409.477,959105.7334,,
1189,0.35021042,2147316.902,958706.6204,,
1190,0.35134909,2152311.932,958420.5706,,
1191,0.35244894,2157394.737,958254.0808,,
1192,0.35350692,2162565.026,958213.4445,,
1193,0.35451999,2167822.51,958304.9549,,
1194,0.35548515,2173166.898,958534.9054,,
1195,0.35639942,2178597.899,958909.5894,,
1196,0.35725985,2184115.223,959435.3002,,
1197,0.35806354,2189718.581,960118.3311,,
1198,0.35880762,2195407.68,960964.9755,,
1199,0.359489,2201181.728,961981.9059,,
1200,0.36010307,2207037.012,963177.9899,,
1201,0.36064474,2212968.771,964562.8831,,
1202,0.361109,2218972.245,966146.2424,,
1203,0.36149093,2225042.673,967937.7247,,
1204,0.36178569,2231175.292,969946.9867,,
1205,0.36198858,2237365.341,972183.6853,,
1206,0.36209497,2243608.06,974657.4771,,
1207,0.36210039,2249898.687,977378.0192,,
1208,0.36200055,2256232.553,980354.8622,,
1209,0.36179285,2262607.232,983595.0192,,
1210,0.36147639,2269022.586,987102.9092,,
1211,0.36105045,2275478.581,990882.8336,,
1212,0.36051442,2281975.182,994939.094,,
1213,0.35986781,2288512.355,999275.9919,,
1214,0.35911022,2295090.067,1003897.829,,
1215,0.35824137,2301708.283,1008808.906,,
1216,0.3572611,2308366.97,1014013.526,,
1217,0.35616936,2315066.075,1019515.963,,
1218,0.3549694,2321798.728,1025309.939,,
1219,0.35367248,2328540.892,1031362.624,,
1220,0.35229085,2335265.871,1037637.069,,
1221,0.35083649,2341946.971,1044096.33,,
1222,0.34932103,2348557.496,1050703.46,,
1223,0.34775582,2355070.752,1057421.515,,
1224,0.34615182,2361460.042,1064213.547,,
1225,0.34451968,2367698.673,1071042.612,,
1226,0.3428697,2373759.949,1077871.762,,
1227,0.34121172,2379619.505,1084665.436,,
1228,0.3395545,2385266.687,1091396.202,,
1229,0.33790632,2390695.843,1098039.599,,
1230,0.33627523,2395901.327,1104571.168,,
1231,0.33466906,2400877.493,1110966.451,,
1232,0.33309548,2405618.696,1117200.988,,
1233,0.33156199,2410119.29,1123250.321,,
1234,0.33007592,2414373.629,1129089.992,,
1235,0.32864449,2418376.068,1134695.542,,
1236,0.32727437,2422125.51,1140045.722,,
1237,0.32596691,2425680.533,1145161.39,,
1238,0.32471988,2429141.719,1150093.04,,
1239,0.32353129,2432610.521,1154891.783,,
1240,0.32239939,2436188.396,1159608.729,,
1241,0.32132267,2439976.797,1164294.989,,
1242,0.32029978,2444077.18,1169001.675,,
