FileTitle:,IAS_Spectrum,,,,
Head:,Reference,Sample,,,
Sample ID,B2600041_03,,,,
System Temp hundredths:,2934,2938,,,
Detector Temp hundredths:,0,0,,,
Humidity hundredths:,4600,4600,,,
Lamp PD:,92,93,,,
Tec Temp:,0,,,,
Product SN:,8B6YK9LO,,,,
Serial Number:,5B25203,,,,
Scan Config Name:,IAS5100,,,,
Scan Config Type:,2,,,,
Start wavelength in nm:,900,,,,
End wavelength in nm:,1700,,,,
Pattern Pixel Width:,13,,,,
Exposure Time:,0,,,,
Measurement points:,105,,,,
Number of Measurement points:,801,,,,
Num Repeats:,90,90,,,
PGA Gain:,64,64,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original
900,0.37586389,1462611.393,615552.4479,6319,2025
901,0.37546432,1485524.414,625771.0605,6192,1899
902,0.37505846,1508237.925,635933.0547,5905,1770
903,0.37464658,1530730.005,646029.0073,6407,1880
904,0.3742289,1552978.736,656049.4953,7670,2015
905,0.37380562,1574962.198,665985.0955,9580,2286
906,0.37337689,1596658.469,675826.385,12358,2843
907,0.3729428,1618045.631,685563.9406,16726,3699
908,0.37250344,1639101.764,695188.3393,23433,5000
909,0.37205885,1659804.947,704690.158,34599,7311
910,0.37160904,1680133.26,714059.9737,55450,11982
911,0.37115399,1700064.784,723288.3632,92300,20883
912,0.37069383,1719583.494,732368.1323,148751,35529
913,0.37022927,1738695.783,741300.5596,220104,54696
914,0.36976116,1757413.365,750088.9368,293714,75046
915,0.36929032,1775747.957,758736.5555,360413,93548
916,0.3688175,1793711.275,767246.7074,421466,109992
917,0.36834349,1811315.036,775622.6842,481877,125259
918,0.36786901,1828570.956,783867.7775,545166,140033
919,0.36739476,1845490.75,791985.279,612455,154854
920,0.36692146,1862086.136,799978.4803,682639,169433
921,0.36644978,1878368.829,807850.6731,756471,184056
922,0.36598039,1894350.546,815605.1492,833260,198135
923,0.36551394,1910043.002,823245.2001,912381,212340
924,0.36505109,1925457.38,830773.8576,991873,226359
925,0.36459266,1940598.611,838191.1187,1073796,241652
926,0.36413957,1955467.581,845495.0151,1156927,258050
927,0.3636927,1970065.109,852683.5457,1241262,275481
928,0.36325291,1984392.012,859754.7093,1326862,293306
929,0.36282104,1998449.109,866706.5045,1414443,310540
930,0.36239791,2012237.218,873536.9302,1503938,327441
931,0.36198432,2025757.156,880243.9852,1596370,343934
932,0.36158105,2039009.741,886825.6682,1690071,359046
933,0.36118887,2051995.793,893279.9781,1782494,372352
934,0.36080853,2064716.128,899604.9136,1871934,384603
935,0.36044078,2077171.565,905798.4736,1957504,397403
936,0.36008635,2089362.642,911858.5511,2038587,411701
