Batch Number,B2500235,,,,,,,
Category,Pet Food,,,,,,,
Specie,Dog,,,,,,,
Family,Healthcare,,,,,,,
Brand,PETFLAKES,,,,,,,
Product Code,DDF040021,,,,,,,
Product name,PETFLAKES Maintenance - Mini Adult Dog 4  Kg,,,,,,,
NIR-Code,M20260202-00081,,,,,,,
Serial Number:,5B25203,,,,,,,
Scan Config Name:,IAS5100,,,,,,,
Scan Config Type:,2,,,,,,,
Start wavelength in nm:,900,,,,,,,
End wavelength in nm:,1700,,,,,,,
Pattern Pixel Width:,13,,,,,,,
Exposure Time:,0,,,,,,,
Measurement points:,105,,,,,,,
Number of Measurement points:,801,,,,,,,
Num Repeats:,90,90,,,,,,
PGA Gain:,64,64,,,,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original,,,
900,0.31813582,1465748.911,704569.3752,6125,2424,,,
901,0.31776641,1488894.172,716304.0788,5855,2196,,,
902,0.3173931,1511835.827,727966.7298,5621,1944,,,
903,0.3170157,1534549.181,739545.87,6129,1856,,,
904,0.31663396,1557009.536,751030.0412,7072,2142,,,
905,0.31624767,1579192.199,762407.7854,8734,2579,,,
906,0.31585656,1601072.472,773667.6442,11363,3090,,,
907,0.31546036,1622625.661,784798.1596,15436,3931,,,
908,0.31505881,1643827.069,795787.8734,21159,5338,,,
909,0.3146516,1664652,806625.3274,30513,7507,,,
910,0.31423843,1685075.76,817299.0636,47810,11840,,,
911,0.31381897,1705073.652,827797.6237,78711,20271,,,
912,0.31339312,1724627.8,838112.3896,128327,34536,,,
913,0.3129617,1743746.25,848245.5388,197856,55139,,,
914,0.3125257,1762443.209,858201.8143,276761,78880,,,
915,0.31208608,1780732.881,867985.9588,350209,101188,,,
916,0.31164375,1798629.472,877602.7149,415157,120357,,,
917,0.3111996,1816147.189,887056.8256,477281,137490,,,
918,0.3107545,1833300.236,896353.0334,541281,154055,,,
919,0.31030929,1850102.82,905496.0812,608883,170437,,,
920,0.30986478,1866569.147,914490.7118,679316,186590,,,
921,0.30942178,1882713.421,923341.6678,753174,202672,,,
922,0.30898107,1898549.849,932053.6921,829963,218854,,,
923,0.30854342,1914092.636,940631.5273,909339,235053,,,
924,0.3081096,1929355.374,949079.5845,988947,250889,,,
925,0.30768051,1944344.481,957398.3987,1071121,268111,,,
926,0.30725716,1959061.731,965585.9957,1154372,286608,,,
927,0.3068405,1973508.819,973640.3589,1238810,306042,,,
928,0.30643148,1987687.442,981559.4718,1324373,325908,,,
929,0.30603099,2001599.295,989341.3179,1411871,345155,,,
930,0.30563995,2015246.074,996983.8807,1501577,364025,,,
931,0.30525921,2028629.475,1004485.144,1594172,382438,,,
932,0.30488965,2041751.193,1011843.09,1687569,399747,,,
933,0.30453209,2054612.923,1019055.704,1780213,415353,,,
934,0.30418737,2067216.363,1026120.969,1869574,429947,,,
935,0.3038563,2079563.207,1033036.867,1955507,444651,,,
936,0.30353967,2091654.84,1039801.28,2036568,460699,,,
937,0.30323775,2103485.236,1046409.603,2109258,477485,,,
938,0.30295031,2115040.815,1052854.708,2172367,493205,,,
939,0.3026771,2126307.659,1059129.349,2225247,508583,,,
940,0.30241789,2137271.846,1065226.281,2269045,525293,,,
941,0.30217246,2147919.457,1071138.261,2302283,545979,,,
942,0.30194059,2158236.573,1076858.042,2327230,576607,,,
943,0.30172209,2168209.274,1082378.38,2343582,623693,,,
944,0.30151676,2177823.64,1087692.031,2351060,688709,,,
945,0.30132443,2187065.752,1092791.751,2352876,766318,,,
946,0.30114494,2195921.689,1097670.293,2366045,847386,,,
947,0.30097813,2204377.532,1102320.414,2410853,926915,,,
948,0.30082384,2212419.939,1106735.197,2487207,1007695,,,
949,0.30068158,2220049.34,1110915.552,2580891,1091587,,,
950,0.30055048,2227280.212,1114870.372,2659839,1167664,,,
951,0.30042971,2234127.667,1118608.908,2720643,1237932,,,
952,0.30031845,2240606.813,1122140.412,2774387,1308271,,,
953,0.3002159,2246732.762,1125474.136,2816999,1371112,,,
954,0.30012129,2252520.623,1128619.332,2842175,1416813,,,
955,0.30003387,2257985.507,1131585.253,2851577,1443628,,,
956,0.2999529,2263142.523,1134381.148,2847649,1453752,,,
957,0.29987767,2268006.783,1137016.272,2830868,1449062,,,
958,0.29980746,2272593.395,1139499.875,2801253,1432078,,,
959,0.29974158,2276917.471,1141841.21,2763176,1407296,,,
960,0.29967934,2280994.473,1144049.713,2719150,1377927,,,
961,0.29962002,2284844.097,1146137.044,2667223,1345616,,,
962,0.2995629,2288488.826,1148116.323,2604377,1307558,,,
963,0.29950726,2291951.196,1150000.701,2528298,1258491,,,
964,0.29945238,2295253.739,1151803.326,2457781,1205565,,,
965,0.29939754,2298418.991,1153537.345,2420911,1159029,,,
966,0.29934206,2301469.485,1155215.909,2375783,1099197,,,
967,0.29928523,2304427.755,1156852.164,2315177,1036965,,,
968,0.29922638,2307316.336,1158459.261,2254362,995686,,,
969,0.2991648,2310157.761,1160050.346,2197354,976843,,,
970,0.29909983,2312974.565,1161638.57,2146908,974301,,,
971,0.2990308,2315789.282,1163237.08,2102895,981314,,,
972,0.29895712,2318619.769,1164856.453,2061236,991484,,,
973,0.29887857,2321464.285,1166496.489,2025247,1006915,,,
974,0.298795,2324315.957,1168154.166,1997888,1025440,,,
975,0.29870628,2327167.912,1169826.462,1982991,1043129,,,
976,0.29861226,2330013.277,1171510.353,1980891,1058690,,,
977,0.29851282,2332845.178,1173202.818,1992077,1072611,,,
978,0.29840781,2335656.743,1174900.835,2015985,1086849,,,
979,0.29829708,2338441.097,1176601.38,2048601,1102490,,,
980,0.29818051,2341191.369,1178301.432,2086543,1118795,,,
981,0.29805795,2343900.684,1179997.968,2131044,1136251,,,
982,0.29792925,2346562.17,1181687.966,2179344,1154259,,,
983,0.29779429,2349168.851,1183368.327,2225093,1170271,,,
984,0.29765317,2351710.966,1185033.892,2264660,1183134,,,
985,0.29750626,2354175.698,1186677.237,2302768,1194706,,,
986,0.29735393,2356550.074,1188290.824,2334882,1202761,,,
987,0.29719655,2358821.122,1189867.113,2357475,1205887,,,
988,0.29703447,2360975.868,1191398.568,2371778,1205892,,,
989,0.29686807,2363001.341,1192877.649,2370634,1199125,,,
990,0.29669767,2364884.566,1194296.818,2347965,1182589,,,
991,0.29652363,2366612.571,1195648.537,2315833,1163262,,,
992,0.29634628,2368172.384,1196925.266,2278337,1142610,,,
993,0.29616594,2369551.032,1198119.468,2208512,1104591,,,
994,0.29598294,2370735.543,1199223.605,2085730,1036488,,,
995,0.29579751,2371717.373,1200232.615,1919231,943473,,,
996,0.29560961,2372501.391,1201148.936,1704738,827621,,,
997,0.29541917,2373095.006,1201976.428,1429434,686217,,,
998,0.29522611,2373505.622,1202718.947,1110871,528109,,,
999,0.29503035,2373740.648,1203380.352,724942,342060,,,
1000,0.29483181,2373807.49,1203964.499,318636,149635,,,
1001,0.29463043,2373713.554,1204475.248,81589,38476,,,
1002,0.29442612,2373466.247,1204916.455,25042,11893,,,
1003,0.29421883,2373072.975,1205291.979,17920,8683,,,
1004,0.29400847,2372541.145,1205605.676,15736,7604,,,
1005,0.29379498,2371878.164,1205861.405,,,,,
1006,0.29357829,2371091.346,1206063.007,,,,,
1007,0.29335825,2370187.443,1206214.228,,,,,
1008,0.29313469,2369173,1206318.776,,,,,
1009,0.29290745,2368054.56,1206380.36,,,,,
1010,0.29267636,2366838.665,1206402.688,,,,,
1011,0.29244126,2365531.858,1206389.469,,,,,
1012,0.292202,2364140.684,1206344.412,,,,,
1013,0.29195841,2362671.685,1206271.226,,,,,
1014,0.29171033,2361131.403,1206173.618,,,,,
1015,0.29145762,2359526.384,1206055.299,,,,,
1016,0.29120011,2357863.168,1205919.976,,,,,
1017,0.29093771,2356147.478,1205770.802,,,,,
1018,0.29067071,2354378.356,1205606.416,,,,,
1019,0.29039959,2352551.604,1205423.266,,,,,
1020,0.29012484,2350663.002,1205217.783,,,,,
1021,0.28984694,2348708.328,1204986.4,,,,,
1022,0.28956637,2346683.362,1204725.549,,,,,
1023,0.28928361,2344583.883,1204431.662,,,,,
1024,0.28899913,2342405.67,1204101.172,,,,,
1025,0.28871341,2340144.504,1203730.511,,,,,
1026,0.28842691,2337796.163,1203316.112,,,,,
1027,0.28814011,2335356.427,1202854.405,,,,,
1028,0.28785343,2332821.736,1202342.287,,,,,
1029,0.28756699,2330193.269,1201779.953,,,,,
1030,0.28728076,2327474.266,1201169.043,,,,,
1031,0.28699472,2324667.98,1200511.2,,,,,
1032,0.28670885,2321777.661,1199808.068,,,,,
1033,0.28642314,2318806.56,1199061.291,,,,,
1034,0.28613756,2315757.927,1198272.513,,,,,
1035,0.28585211,2312635.014,1197443.379,,,,,
1036,0.28556677,2309441.07,1196575.531,,,,,
1037,0.28528152,2306179.347,1195670.615,,,,,
1038,0.28499637,2302853.096,1194730.274,,,,,
1039,0.28471131,2299466.115,1193756.374,,,,,
1040,0.28442647,2296024.57,1192751.746,,,,,
1041,0.28414199,2292535.262,1191719.475,,,,,
1042,0.28385801,2289004.995,1190662.651,,,,,
1043,0.28357469,2285440.572,1189584.362,,,,,
1044,0.28329217,2281848.796,1188487.695,,,,,
1045,0.28301063,2278236.469,1187375.738,,,,,
1046,0.28273022,2274610.394,1186251.58,,,,,
1047,0.2824511,2270977.374,1185118.309,,,,,
1048,0.28217345,2267344.213,1183979.011,,,,,
1049,0.28189745,2263717.665,1182836.757,,,,,
1050,0.28162307,2260099.362,1181692.46,,,,,
1051,0.28134993,2256481.25,1180542.963,,,,,
1052,0.28107761,2252854.2,1179384.661,,,,,
1053,0.28080567,2249209.084,1178213.944,,,,,
1054,0.28053367,2245536.774,1177027.205,,,,,
1055,0.28026116,2241828.14,1175820.836,,,,,
1056,0.2799877,2238074.055,1174591.231,,,,,
1057,0.27971281,2234265.388,1173334.781,,,,,
1058,0.27943604,2230393.013,1172047.878,,,,,
1059,0.27915691,2226447.8,1170726.915,,,,,
1060,0.27887499,2222421.316,1169368.535,,,,,
1061,0.27859033,2218313.368,1167972.361,,,,,
1062,0.27830333,2214129.16,1166539.965,,,,,
1063,0.27801439,2209873.988,1165072.954,,,,,
1064,0.27772392,2205553.148,1163572.934,,,,,
1065,0.27743232,2201171.938,1162041.512,,,,,
1066,0.27714003,2196735.653,1160480.293,,,,,
1067,0.27684745,2192249.591,1158890.885,,,,,
1068,0.27655502,2187719.048,1157274.893,,,,,
1069,0.27626316,2183149.32,1155633.924,,,,,
1070,0.27597231,2178545.705,1153969.586,,,,,
1071,0.27568285,2173913.792,1152283.822,,,,,
1072,0.27539499,2169259.871,1150579.388,,,,,
1073,0.27510892,2164590.334,1148859.161,,,,,
1074,0.27482484,2159911.576,1147126.015,,,,,
1075,0.27454295,2155229.989,1145382.826,,,,,
1076,0.27426346,2150551.967,1143632.469,,,,,
1077,0.27398658,2145883.903,1141877.819,,,,,
1078,0.27371253,2141232.19,1140121.753,,,,,
1079,0.27344153,2136603.222,1138367.145,,,,,
1080,0.27317379,2132003.392,1136616.871,,,,,
1081,0.27290959,2127438.836,1134873.605,,,,,
1082,0.27264936,2122913.733,1133138.487,,,,,
1083,0.27239364,2118431.361,1131411.951,,,,,
1084,0.27214297,2113994.994,1129694.427,,,,,
1085,0.2718979,2109607.904,1127986.345,,,,,
1086,0.27165899,2105273.365,1126288.136,,,,,
1087,0.27142678,2100994.649,1124600.229,,,,,
1088,0.27120184,2096775.03,1122923.055,,,,,
1089,0.27098473,2092617.781,1121257.044,,,,,
1090,0.27077601,2088526.174,1119602.626,,,,,
1091,0.27057625,2084503.334,1117960.195,,,,,
1092,0.27038562,2080549.085,1116329.357,,,,,
