Batch Number,B2500391,,,,,,,
Category,Pet Food,,,,,,,
Specie,Dog,,,,,,,
Family,Healthcare,,,,,,,
Brand,PETFLAKES,,,,,,,
Product Code,DDF040003,,,,,,,
Product name, PETFLAKES Performance - Puppy ,,,,,,,
NIR-Code,M20260202-00085,,,,,,,
Serial Number:,5B25203,,,,,,,
Scan Config Name:,IAS5100,,,,,,,
Scan Config Type:,2,,,,,,,
Start wavelength in nm:,900,,,,,,,
End wavelength in nm:,1700,,,,,,,
Pattern Pixel Width:,13,,,,,,,
Exposure Time:,0,,,,,,,
Measurement points:,105,,,,,,,
Number of Measurement points:,801,,,,,,,
Num Repeats:,90,90,,,,,,
PGA Gain:,64,64,,,,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original,,,
900,0.2239856,1464977.97,874672.5379,6205,2899,,,
901,0.22375952,1488105.573,888943.6239,5983,2681,,,
902,0.22353049,1511030.687,903114.4586,5855,2371,,,
903,0.22329825,1533728.5,917170.8339,6197,2468,,,
904,0.22306256,1556174.197,931098.5416,7162,2704,,,
905,0.22282317,1578342.963,944883.3736,8821,3058,,,
906,0.22257982,1600209.986,958511.1218,11542,3800,,,
907,0.22233225,1621750.451,971967.5781,15326,4993,,,
908,0.22208019,1642939.544,985238.5343,21066,6653,,,
909,0.22182338,1663752.451,998309.7824,30443,9530,,,
910,0.22156154,1684164.358,1011167.114,47626,15196,,,
911,0.22129437,1704150.452,1023796.321,78077,25671,,,
912,0.22102183,1723692.754,1036186.727,127492,43369,,,
913,0.22074477,1742799.283,1048341.075,196716,69151,,,
914,0.22046421,1761484.229,1060265.298,275809,98993,,,
915,0.22018114,1779761.785,1071965.331,349532,126809,,,
916,0.21989649,1797646.142,1083447.105,414769,151117,,,
917,0.21961119,1815151.491,1094716.555,477024,172856,,,
918,0.21932611,1832292.026,1105779.613,540920,194332,,,
919,0.21904211,1849081.938,1116642.213,608393,215731,,,
920,0.21876003,1865535.418,1127310.288,678892,237058,,,
921,0.21848066,1881666.658,1137789.771,752672,258737,,,
922,0.21820482,1897489.851,1148086.595,829444,280115,,,
923,0.21793326,1913019.187,1158206.694,908748,301531,,,
924,0.21766674,1928268.254,1168155.634,988503,322637,,,
925,0.21740601,1943243.552,1177934.714,1070663,344906,,,
926,0.21715178,1957947,1187542.465,1153701,368847,,,
927,0.21690475,1972380.437,1196977.371,1238402,393804,,,
928,0.21666558,1986545.703,1206237.919,1323896,419261,,,
929,0.21643496,2000444.639,1215322.594,1411391,443814,,,
930,0.21621354,2014079.083,1224229.881,1501097,467463,,,
931,0.21600196,2027450.877,1232958.266,1593645,490915,,,
932,0.21580086,2040561.86,1241506.233,1687170,513083,,,
933,0.21561086,2053413.872,1249872.269,1779718,533437,,,
934,0.21543258,2066008.753,1258054.858,1869316,552793,,,
935,0.21526663,2078348.342,1266052.486,1954969,572336,,,
936,0.2151136,2090434.161,1273863.506,2036005,593826,,,
937,0.21497355,2102260.119,1281483.144,2108781,616699,,,
938,0.21484605,2113812.368,1288903.433,2171779,638989,,,
939,0.21473065,2125076.711,1296116.264,2224768,659084,,,
940,0.21462691,2136038.949,1303113.527,2268119,679514,,,
941,0.21453443,2146684.886,1309887.115,2301309,703479,,,
942,0.2144528,2157000.325,1316428.916,2326178,737011,,,
943,0.21438164,2166971.067,1322730.821,2342687,786537,,,
944,0.21432059,2176582.916,1328784.723,2349854,853259,,,
945,0.2142693,2185821.673,1334582.51,2351551,931880,,,
946,0.21422743,2194673.143,1340116.074,2364650,1015034,,,
947,0.21419467,2203123.127,1345377.305,2409285,1099521,,,
948,0.21417071,2211158.016,1350358.458,2485641,1187344,,,
949,0.21415523,2218778.215,1355060.44,2578967,1278248,,,
950,0.21414788,2225998.426,1359492.988,2658166,1359322,,,
951,0.21414835,2232833.995,1363666.237,2718726,1431930,,,
952,0.21415631,2239300.265,1367590.319,2772282,1503467,,,
953,0.21417148,2245412.583,1371275.369,2814500,1567212,,,
954,0.21419354,2251186.292,1374731.522,2839885,1613323,,,
955,0.21422224,2256636.739,1377968.91,2849308,1640250,,,
956,0.21425727,2261779.268,1380997.669,2846017,1650426,,,
957,0.21429839,2266629.224,1383827.931,2829113,1646021,,,
958,0.21434533,2271201.952,1386469.832,2799938,1628882,,,
959,0.21439783,2275512.798,1388933.504,2762225,1603427,,,
960,0.2144556,2279577.439,1391229.41,2718183,1573057,,,
961,0.2145179,2283415.544,1393371.929,2666584,1539406,,,
962,0.21458367,2287049.41,1395378.027,2603878,1499024,,,
963,0.21465187,2290501.384,1397264.717,2527741,1447036,,,
964,0.21472145,2293793.811,1399049.008,2457206,1391582,,,
965,0.21479138,2296949.037,1400747.913,2420276,1345842,,,
966,0.21486061,2299989.406,1402378.442,2374979,1286859,,,
967,0.21492811,2302937.265,1403957.608,2314354,1223150,,,
968,0.21499285,2305814.958,1405502.421,2253063,1178408,,,
969,0.2150538,2308644.831,1407029.892,2195766,1154801,,,
970,0.21510992,2311449.23,1408557.034,2145084,1147705,,,
971,0.21516019,2314250.499,1410100.857,2100784,1150506,,,
972,0.21520379,2317066.363,1411674.857,2059165,1157824,,,
973,0.21524082,2319895.172,1413277.806,2023131,1171351,,,
974,0.2152716,2322730.204,1414904.615,1996025,1189203,,,
975,0.21529646,2325564.74,1416550.198,1981288,1207778,,,
976,0.21531573,2328392.057,1418209.466,1979434,1225718,,,
977,0.21532972,2331205.434,1419877.334,1990863,1243501,,,
978,0.21533876,2333998.15,1421548.713,2015305,1262643,,,
979,0.21534317,2336763.483,1423218.516,2048250,1284229,,,
980,0.21534327,2339494.712,1424881.656,2086198,1306806,,,
981,0.21533938,2342185.116,1426533.046,2130671,1331424,,,
982,0.21533181,2344827.974,1428167.599,2178837,1356763,,,
983,0.21532087,2347416.46,1429780.179,2224058,1379951,,,
984,0.21530676,2349940.935,1431364.326,2263243,1399799,,,
985,0.21528952,2352388.672,1432912.129,2300914,1418115,,,
986,0.21526921,2354746.783,1434415.602,2332954,1432651,,,
987,0.21524588,2357002.385,1435866.761,2355304,1441563,,,
988,0.21521957,2359142.591,1437257.618,2369796,1446750,,,
989,0.21519033,2361154.516,1438580.19,2368738,1443814,,,
990,0.21515821,2363025.274,1439826.491,2346221,1429034,,,
991,0.21512324,2364741.98,1440988.534,2314294,1410125,,,
992,0.21508546,2366291.748,1442058.335,2276928,1389736,,,
993,0.21504492,2367661.692,1443027.908,2207254,1347941,,,
994,0.21500164,2368838.93,1443889.269,2084512,1270039,,,
995,0.21495565,2369814.885,1444637.142,1918153,1161555,,,
996,0.21490686,2370594.046,1445274.464,1703815,1023584,,,
997,0.2148552,2371183.37,1445805.727,1428693,852329,,,
998,0.21480058,2371589.812,1446235.418,1110383,658560,,,
999,0.21474293,2371820.331,1446568.029,724515,427849,,,
1000,0.21468214,2371881.881,1446808.048,318541,187325,,,
1001,0.21461815,2371781.421,1446959.964,81651,47739,,,
1002,0.21455086,2371525.906,1447028.269,25147,14486,,,
1003,0.21448018,2371122.293,1447017.451,18200,10428,,,
1004,0.21440604,2370577.539,1446932,15798,8955,,,
1005,0.21432835,2369898.6,1446776.406,,,,,
1006,0.21424702,2369092.498,1446555.153,,,,,
1007,0.21416207,2368166.639,1446272.7,,,,,
1008,0.21407353,2367128.579,1445933.493,,,,,
1009,0.21398144,2365985.871,1445541.981,,,,,
1010,0.21388583,2364746.068,1445102.611,,,,,
1011,0.21378673,2363416.725,1444619.83,,,,,
1012,0.21368419,2362005.395,1444098.085,,,,,
1013,0.21357825,2360519.631,1443541.824,,,,,
1014,0.21346893,2358966.988,1442955.495,,,,,
1015,0.21335628,2357355.02,1442343.544,,,,,
1016,0.21324034,2355691.279,1441710.419,,,,,
1017,0.21312116,2353982.327,1441059.919,,,,,
1018,0.2129989,2352226.658,1440390.573,,,,,
1019,0.21287375,2350418.848,1439698.354,,,,,
1020,0.21274593,2348553.45,1438979.214,,,,,
1021,0.21261562,2346625.015,1438229.108,,,,,
1022,0.21248303,2344628.092,1437443.991,,,,,
1023,0.21234836,2342557.235,1436619.816,,,,,
1024,0.21221179,2340406.993,1435752.538,,,,,
1025,0.21207354,2338171.918,1434838.111,,,,,
1026,0.21193378,2335846.561,1433872.489,,,,,
1027,0.21179271,2333425.474,1432851.626,,,,,
1028,0.21165053,2330904.082,1431772.038,,,,,
1029,0.21150735,2328284.081,1430634.264,,,,,
1030,0.21136329,2325569.899,1429440.596,,,,,
1031,0.21121845,2322765.973,1428193.332,,,,,
1032,0.21107296,2319876.744,1426894.773,,,,,
1033,0.21092693,2316906.648,1425547.216,,,,,
1034,0.21078046,2313860.126,1424152.961,,,,,
1035,0.21063369,2310741.616,1422714.308,,,,,
1036,0.21048671,2307555.556,1421233.555,,,,,
1037,0.21033966,2304306.386,1419713.002,,,,,
1038,0.21019266,2300998.543,1418154.948,,,,,
1039,0.21004583,2297636.678,1416561.786,,,,,
1040,0.20989937,2294226.354,1414936.32,,,,,
1041,0.20975346,2290773.379,1413281.465,,,,,
1042,0.20960832,2287283.561,1411600.133,,,,,
1043,0.20946413,2283762.71,1409895.239,,,,,
1044,0.20932111,2280216.632,1408169.697,,,,,
1045,0.20917947,2276651.137,1406426.421,,,,,
1046,0.20903941,2273072.034,1404668.325,,,,,
1047,0.20890115,2269485.131,1402898.322,,,,,
1048,0.20876489,2265896.236,1401119.326,,,,,
1049,0.20863087,2262311.116,1399334.234,,,,,
1050,0.20849906,2258730.979,1397543.873,,,,,
1051,0.208369,2255148.422,1395745.172,,,,,
1052,0.20824017,2251555.082,1393934.626,,,,,
1053,0.20811206,2247942.601,1392108.728,,,,,
1054,0.20798415,2244302.617,1390263.973,,,,,
1055,0.2078559,2240626.769,1388396.855,,,,,
1056,0.20772678,2236906.697,1386503.87,,,,,
1057,0.20759626,2233134.04,1384581.511,,,,,
1058,0.2074638,2229300.438,1382626.272,,,,,
1059,0.20732883,2225397.53,1380634.648,,,,,
1060,0.20719086,2221417.563,1378603.38,,,,,
1061,0.20704985,2217359.98,1376532.122,,,,,
1062,0.2069061,2213228.939,1374422.438,,,,,
1063,0.20675991,2209028.678,1372275.923,,,,,
1064,0.20661158,2204763.436,1370094.175,,,,,
1065,0.20646141,2200437.451,1367878.791,,,,,
1066,0.20630972,2196054.962,1365631.365,,,,,
1067,0.20615682,2191620.208,1363353.495,,,,,
1068,0.20600302,2187137.427,1361046.778,,,,,
1069,0.20584864,2182610.857,1358712.809,,,,,
1070,0.205694,2178044.74,1356353.186,,,,,
1071,0.20553946,2173444.056,1353969.874,,,,,
1072,0.20538545,2168815.571,1351565.72,,,,,
1073,0.20523242,2164166.31,1349143.702,,,,,
1074,0.20508082,2159503.3,1346706.797,,,,,
1075,0.20493111,2154833.569,1344257.983,,,,,
1076,0.20478375,2150164.143,1341800.238,,,,,
1077,0.20463922,2145502.049,1339336.539,,,,,
1078,0.20449798,2140854.314,1336869.864,,,,,
1079,0.20436052,2136227.964,1334403.191,,,,,
1080,0.20422733,2131630.028,1331939.497,,,,,
1081,0.20409886,2127067.225,1329481.662,,,,,
1082,0.20397535,2122543.95,1327031.826,,,,,
1083,0.20385692,2118063.527,1324591.785,,,,,
1084,0.20374371,2113629.272,1322163.333,,,,,
1085,0.20363583,2109244.502,1319748.267,,,,,
1086,0.20353341,2104912.534,1317348.38,,,,,
1087,0.2034366,2100636.686,1314965.47,,,,,
1088,0.20334551,2096420.275,1312601.329,,,,,
1089,0.20326029,2092266.617,1310257.754,,,,,
1090,0.20318106,2088179.031,1307936.539,,,,,
1091,0.20310796,2084160.673,1305639.382,,,,,
1092,0.20304111,2080211.166,1303365.791,,,,,
