Batch Number,B2500343,,,,,,
Category,Pet Food,,,,,,
Specie,Dog,,,,,,
Family,Healthcare,,,,,,
Brand,PETFLAKES,,,,,,
Product Code,DDF100001,,,,,,
Product name,PETFLAKES Maintenance - Adult Dog 10 Kg,,,,,,
NIR-Code,M20260202-00091,,,,,,
FileTitle:,IAS_Spectrum,,,,,,
Head:,Reference,Sample,,,,,
927,0.2333895,1972238.367,1152311.518,1238102,326377,,
928,0.23313072,1986385.766,1161269.118,1323718,346558,,
929,0.2328825,2000266.642,1170052.613,1411352,366418,,
930,0.23264547,2013883.502,1178660.904,1500940,385743,,
931,0.23242022,2027238.852,1187092.888,1593297,404391,,
932,0.23220736,2040335.201,1195347.465,1687064,421836,,
933,0.23200748,2053175.056,1203423.533,1779579,437046,,
934,0.23182117,2065760.924,1211319.993,1869064,450592,,
935,0.23164902,2078095.311,1219035.743,1954752,463124,,
936,0.23149159,2090180.381,1226569.533,2035691,475937,,
937,0.231349,2102010.076,1233916.574,2108549,489183,,
938,0.23122089,2113569.96,1241068.463,2171505,502677,,
939,0.23110692,2124845.22,1248016.639,2224514,516498,,
940,0.23100678,2135821.044,1254752.539,2267887,532497,,
941,0.23092014,2146482.619,1261267.599,2301240,552720,,
942,0.23084671,2156815.132,1267553.258,2326165,582604,,
943,0.23078621,2166803.771,1273600.952,2342503,628385,,
944,0.23073838,2176433.722,1279402.118,2350008,694058,,
945,0.23070298,2185690.173,1284948.193,2351678,778014,,
946,0.23067978,2194558.311,1290230.615,2364893,874624,,
947,0.23066857,2203023.323,1295240.821,2409810,977407,,
948,0.23066914,2211071.01,1299970.648,2486347,1081259,,
949,0.23068099,2218701.781,1304421.487,2579849,1181896,,
950,0.23070329,2225930.951,1308604.471,2658902,1268493,,
951,0.23073524,2232774.503,1312531.172,2719582,1346101,,
952,0.23077605,2239248.422,1316213.161,2773143,1424542,,
953,0.23082495,2245368.692,1319662.011,2815300,1498129,,
954,0.23088118,2251151.298,1322889.293,2840327,1555941,,
955,0.23094401,2256612.223,1325906.58,2849753,1594437,,
956,0.2310127,2261767.453,1328725.443,2846136,1613156,,
957,0.23108653,2266632.971,1331357.454,2829329,1613710,,
958,0.23116478,2271224.762,1333814.185,2799954,1598382,,
959,0.23124676,2275558.81,1336107.209,2762048,1572476,,
960,0.23133173,2279651.35,1338248.306,2717838,1540632,,
961,0.23141874,2283521.615,1340251.773,2665791,1504994,,
962,0.23150666,2287190.816,1342133.563,2603147,1462197,,
963,0.23159439,2290680.199,1343909.659,2526661,1407531,,
964,0.2316808,2294011.011,1345596.045,2456336,1349177,,
965,0.23176478,2297204.496,1347208.702,2419441,1298761,,
966,0.23184522,2300281.901,1348763.615,2374225,1234820,,
967,0.23192101,2303264.472,1350276.765,2313629,1167411,,
968,0.23199105,2306173.455,1351764.137,2252672,1121714,,
969,0.23205422,2309030.096,1353241.712,2195943,1100074,,
970,0.23210941,2311855.64,1354725.474,2145395,1096253,,
971,0.23215554,2314671.335,1356231.406,2101395,1103569,,
972,0.23219169,2317494.171,1357772.349,2060001,1116237,,
973,0.23221786,2320323.322,1359347.984,2023747,1137147,,
974,0.23223425,2323153.291,1360954.541,1996772,1164423,,
975,0.23224107,2325978.582,1362588.253,1982086,1191130,,
976,0.23223853,2328793.7,1364245.352,1979916,1213972,,
977,0.23222685,2331593.148,1365922.07,1991002,1232790,,
978,0.23220622,2334371.43,1367614.639,2015055,1251252,,
979,0.23217685,2337123.051,1369319.291,2047707,1270651,,
980,0.23213895,2339842.515,1371032.259,2085516,1290746,,
981,0.23209273,2342524.326,1372749.774,2129717,1312414,,
982,0.23203838,2345162.987,1374468.068,2177853,1333881,,
983,0.2319761,2347752.866,1376183.284,2223652,1353175,,
984,0.23190619,2350284.59,1377889.11,2262959,1368820,,
985,0.231829,2352744.682,1379576.543,2301135,1383114,,
986,0.23174491,2355119.455,1381236.444,2333403,1393276,,
987,0.23165429,2357395.225,1382859.674,2355924,1397759,,
988,0.23155749,2359558.304,1384437.091,2370464,1398607,,
989,0.23145486,2361595.009,1385959.557,2369301,1392329,,
990,0.23134677,2363491.651,1387417.931,2346556,1375387,,
991,0.23123354,2365234.547,1388803.074,2314715,1356255,,
992,0.23111553,2366810.009,1390105.846,2276983,1336855,,
993,0.23099305,2368204.352,1391317.106,2207161,1297677,,
994,0.23086644,2369403.893,1392427.718,2084258,1222881,,
995,0.23073589,2370399.469,1393431.594,1918064,1118008,,
996,0.23060122,2371195.635,1394331.902,1703683,984093,,
997,0.23046219,2371799.534,1395133.561,1428474,818394,,
998,0.23031855,2372218.309,1395841.486,1110227,631890,,
999,0.23017005,2372459.106,1396460.596,724488,410089,,
1000,0.23001644,2372529.069,1396995.807,318472,179488,,
1001,0.22985747,2372435.341,1397452.037,81616,45651,,
1002,0.2296929,2372185.066,1397834.202,25212,13935,,
1003,0.22952249,2371785.389,1398147.221,18139,9881,,
1004,0.22934597,2371243.454,1398396.01,15902,8618,,
1005,0.22916311,2370566.404,1398585.486,,,,
1006,0.22897372,2369761.42,1398720.391,,,,
1007,0.22877798,2368835.89,1398804.411,,,,
1008,0.22857622,2367797.283,1398840.835,,,,
1009,0.22836874,2366653.069,1398832.95,,,,
1010,0.22815589,2365410.716,1398784.046,,,,
1011,0.22793797,2364077.693,1398697.411,,,,
1012,0.22771532,2362661.468,1398576.334,,,,
1013,0.22748827,2361169.511,1398424.102,,,,
1014,0.22725713,2359609.29,1398244.005,,,,
1015,0.22702225,2357988.274,1398039.331,,,,
1016,0.22678396,2356313.933,1397813.367,,,,
1017,0.22654259,2354592.767,1397568.867,,,,
1018,0.22629837,2352823.43,1397304.22,,,,
1019,0.22605148,2351000.76,1397015.699,,,,
1020,0.22580213,2349119.573,1396699.564,,,,
1021,0.22555048,2347174.683,1396352.072,,,,
1022,0.22529672,2345160.904,1395969.483,,,,
1023,0.22504103,2343073.051,1395548.056,,,,
1024,0.22478359,2340905.938,1395084.049,,,,
1025,0.22452457,2338654.38,1394573.721,,,,
1026,0.22426413,2336313.19,1394013.332,,,,
1027,0.22400246,2333877.184,1393399.139,,,,
1028,0.22373971,2331341.967,1392727.874,,,,
1029,0.22347606,2328708.806,1391999.646,,,,
1030,0.22321167,2325981.439,1391216.039,,,,
1031,0.22294671,2323163.61,1390378.641,,,,
1032,0.22268135,2320259.066,1389489.041,,,,
1033,0.22241577,2317271.554,1388548.827,,,,
1034,0.22215015,2314204.821,1387559.59,,,,
1035,0.22188466,2311062.611,1386522.917,,,,
1036,0.22161948,2307848.672,1385440.397,,,,
1037,0.2213548,2304566.751,1384313.62,,,,
1038,0.2210908,2301220.592,1383144.174,,,,
1039,0.22082765,2297814.487,1381934.024,,,,
1040,0.22056547,2294355.073,1380686.761,,,,
1041,0.22030434,2290849.62,1379406.414,,,,
1042,0.22004436,2287305.398,1378097.009,,,,
1043,0.21978564,2283729.677,1376762.576,,,,
1044,0.21952828,2280129.729,1375407.144,,,,
1045,0.21927239,2276512.823,1374034.74,,,,
1046,0.21901807,2272886.229,1372649.394,,,,
1047,0.21876546,2269257.218,1371255.132,,,,
1048,0.21851466,2265633.061,1369855.985,,,,
1049,0.2182658,2262020.975,1368455.954,,,,
1050,0.21801881,2258422.524,1367056.241,,,,
1051,0.21777325,2254828.587,1365652.759,,,,
1052,0.2175286,2251228.856,1364240.828,,,,
1053,0.21728439,2247613.022,1362815.774,,,,
1054,0.21704009,2243970.779,1361372.919,,,,
1055,0.2167952,2240291.819,1359907.586,,,,
1056,0.21654919,2236565.833,1358415.098,,,,
1057,0.21630153,2232782.513,1356890.78,,,,
1058,0.2160517,2228931.553,1355329.953,,,,
1059,0.21579914,2225002.644,1353727.941,,,,
1060,0.21554335,2220986.281,1352080.422,,,,
1061,0.21528433,2216882.469,1350387.279,,,,
1062,0.21502241,2212697.443,1348651.148,,,,
1063,0.21475792,2208437.544,1346874.713,,,,
1064,0.21449122,2204109.114,1345060.658,,,,
1065,0.21422265,2199718.494,1343211.665,,,,
1066,0.21395257,2195272.026,1341330.42,,,,
1067,0.21368133,2190776.052,1339419.606,,,,
1068,0.21340931,2186236.912,1337481.906,,,,
1069,0.21313686,2181660.949,1335520.005,,,,
1070,0.21286437,2177054.504,1333536.584,,,,
1071,0.21259232,2172423.86,1331533.948,,,,
1072,0.21232149,2167775.162,1329513.484,,,,
1073,0.21205269,2163114.534,1327476.449,,,,
1074,0.21178675,2158448.1,1325424.097,,,,
1075,0.2115245,2153781.983,1323357.682,,,,
1076,0.21126678,2149122.307,1321278.458,,,,
1077,0.21101444,2144475.197,1319187.682,,,,
1078,0.21076834,2139846.777,1317086.607,,,,
1079,0.21052935,2135243.169,1314976.487,,,,
1080,0.21029835,2130670.499,1312858.579,,,,
1081,0.21007611,2126134.623,1310734.254,,,,
1082,0.20986273,2121639.375,1308605.788,,,,
1083,0.20965796,2117187.651,1306475.874,,,,
1084,0.20946155,2112782.348,1304347.204,,,,
1085,0.20927325,2108426.358,1302222.471,,,,
1086,0.20909282,2104122.577,1300104.371,,,,
1087,0.20892,2099873.896,1297995.595,,,,
1088,0.20875453,2095683.212,1295898.837,,,,
1089,0.20859618,2091553.418,1293816.791,,,,
1090,0.20844467,2087487.407,1291752.151,,,,
1091,0.20829976,2083487.935,1289707.503,,,,
1092,0.20816136,2079554.699,1287683.083,,,,
1093,0.20802951,2075684.409,1285676.828,,,,
1094,0.20790427,2071873.651,1283686.584,,,,
1095,0.20778569,2068119.011,1281710.192,,,,
1096,0.20767383,2064417.075,1279745.497,,,,
1097,0.20756875,2060764.429,1277790.342,,,,
1098,0.20747049,2057157.659,1275842.57,,,,
1099,0.2073791,2053593.351,1273900.026,,,,
1100,0.20729464,2050068.091,1271960.551,,,,
1101,0.20721716,2046578.512,1270022.009,,,,
1102,0.20714693,2043124.21,1268083.459,,,,
1103,0.20708458,2039709.49,1266145.861,,,,
1104,0.20703075,2036339.074,1264210.346,,,,
1105,0.20698613,2033017.682,1262278.042,,,,
1106,0.20695136,2029750.036,1260350.08,,,,
1107,0.20692713,2026540.859,1258427.588,,,,
1108,0.20691411,2023394.872,1256511.696,,,,
1109,0.20691297,2020316.796,1254603.534,,,,
1110,0.20692439,2017311.353,1252704.23,,,,
1111,0.20694906,2014383.268,1250814.911,,,,
1112,0.20698793,2011537.604,1248936.121,,,,
1113,0.20704254,2008780.12,1247067.217,,,,
1114,0.20711449,2006116.66,1245207.412,,,,
1115,0.20720538,2003553.067,1243355.92,,,,
1116,0.20731684,2001095.185,1241511.952,,,,
1117,0.20745048,1998748.857,1239674.722,,,,
1118,0.20760793,1996519.927,1237843.442,,,,
1119,0.20779081,1994414.239,1236017.325,,,,
1120,0.20800075,1992437.636,1234195.585,,,,
1121,0.20823938,1990595.95,1232377.424,,,,
1122,0.20850846,1988893.165,1230560.557,,,,
1123,0.20881001,1987329.447,1228739.619,,,,
1124,0.20914605,1985904.487,1226908.864,,,,
1125,0.20951866,1984617.975,1225062.546,,,,
1126,0.20992988,1983469.604,1223194.916,,,,
1127,0.21038179,1982459.065,1221300.231,,,,
1128,0.21087645,1981586.048,1219372.742,,,,
1129,0.21141596,1980850.246,1217406.703,,,,
1130,0.21200238,1980251.348,1215396.368,,,,
1131,0.21263783,1979789.045,1213336.023,,,,
1132,0.21332348,1979462.809,1211222.311,,,,
1133,0.21405908,1979271.76,1209055.815,,,,
1134,0.21484418,1979214.979,1206837.488,,,,
1135,0.21567835,1979291.55,1204568.285,,,,
1136,0.21656115,1979500.558,1202249.159,,,,
1137,0.21749213,1979841.086,1199881.065,,,,
1138,0.21847085,1980312.217,1197464.957,,,,
1139,0.21949685,1980913.035,1195001.79,,,,
1140,0.22056967,1981642.623,1192492.517,,,,
1141,0.22168884,1982500.101,1189938.118,,,,
1142,0.22285385,1983485.58,1187340.265,,,,
1143,0.22406414,1984600.255,1184701.391,,,,
1144,0.22531915,1985845.381,1182023.967,,,,
1145,0.22661828,1987222.208,1179310.463,,,,
1146,0.22796094,1988731.99,1176563.351,,,,
1147,0.22934653,1990375.978,1173785.102,,,,
1148,0.23077441,1992155.426,1170978.186,,,,
1149,0.23224396,1994071.585,1168145.076,,,,
1150,0.23375452,1996125.708,1165288.242,,,,
1151,0.23530521,1998318.761,1162410.594,,,,
1152,0.23689275,2000648.733,1159519.604,,,,
1153,0.23851246,2003111.85,1156625.439,,,,
1154,0.2401596,2005704.319,1153738.306,,,,
1155,0.24182937,2008422.341,1150868.409,,,,
1156,0.24351697,2011262.123,1148025.953,,,,
1157,0.24521752,2014219.867,1145221.144,,,,
1158,0.24692612,2017291.779,1142464.185,,,,
1159,0.24863786,2020474.061,1139765.283,,,,
1160,0.25034774,2023762.92,1137134.642,,,,
1161,0.25205125,2027154.447,1134581.22,,,,
1162,0.25374559,2030644.301,1132109.062,,,,
1163,0.25542843,2034228.033,1129721,,,,
1164,0.25709744,2037901.192,1127419.866,,,,
1165,0.25875028,2041659.33,1125208.492,,,,
1166,0.26038461,2045497.996,1123089.712,,,,
1167,0.26199811,2049412.742,1121066.358,,,,
1168,0.26358846,2053399.117,1119141.261,,,,
1169,0.26515335,2057452.673,1117317.255,,,,
1170,0.2666905,2061568.951,1115597.074,,,,
1171,0.26819928,2065743.15,1113979.084,,,,
1172,0.26968134,2069969.997,1112455.664,,,,
1173,0.27113849,2074244.183,1111018.758,,,,
1174,0.2725726,2078560.402,1109660.309,,,,
1175,0.27398555,2082913.345,1108372.26,,,,
1176,0.27537928,2087297.704,1107146.555,,,,
1177,0.27675573,2091708.171,1105975.138,,,,
1178,0.27811687,2096139.439,1104849.951,,,,
1179,0.2794647,2100586.201,1103762.939,,,,
1180,0.28080084,2105044.443,1102707.747,,,,
1181,0.28212412,2109519.189,1101689.881,,,,
1182,0.28343213,2114019.307,1100719.896,,,,
1183,0.28472245,2118553.677,1099808.365,,,,
1184,0.28599263,2123131.182,1098965.861,,,,
1185,0.28724017,2127760.702,1098202.958,,,,
1186,0.28846259,2132451.12,1097530.229,,,,
1187,0.28965737,2137211.316,1096958.247,,,,
1188,0.29082196,2142050.173,1096497.585,,,,
1189,0.29195382,2146976.513,1096158.799,,,,
1190,0.29305003,2151995.207,1095951.336,,,,
1191,0.29410711,2157104.769,1095882.85,,,,
1192,0.29512154,2162303.134,1095960.836,,,,
1193,0.29608985,2167588.236,1096192.788,,,,
1194,0.29700856,2172958.013,1096586.198,,,,
1195,0.29787426,2178410.398,1097148.561,,,,
1196,0.29868358,2183943.327,1097887.371,,,,
1197,0.29943316,2189554.737,1098810.12,,,,
1198,0.30011972,2195242.562,1099924.304,,,,
1199,0.30073994,2201004.677,1101237.575,,,,
1200,0.30129015,2206838.6,1102758.513,,,,
1201,0.30176657,2212741.724,1104496.028,,,,
1202,0.30216548,2218711.44,1106459.031,,,,
1203,0.30248328,2224745.14,1108656.435,,,,
1204,0.30271643,2230840.214,1111097.15,,,,
1205,0.30286148,2236994.055,1113790.089,,,,
1206,0.30291509,2243204.053,1116744.162,,,,
1207,0.30287402,2249467.601,1119968.281,,,,
1208,0.30273518,2255782.119,1123471.273,,,,
1209,0.30249651,2262145.742,1127259.946,,,,
1210,0.30215698,2268557.333,1131339.042,,,,
1211,0.30171574,2275015.785,1135713.21,,,,
1212,0.30117198,2281519.996,1140387.1,,,,
1213,0.30052505,2288068.86,1145365.362,,,,
1214,0.29977435,2294661.273,1150652.644,,,,
1215,0.29891941,2301296.13,1156253.596,,,,
1216,0.29795987,2307972.328,1162172.867,,,,
1217,0.29689545,2314688.744,1168415.077,,,,
1218,0.29572922,2321437.663,1174972.77,,,,
1219,0.29447235,2328194.777,1181808.108,,,,
1220,0.29313697,2334933.205,1188878.546,,,,
1221,0.29173497,2341626.066,1196141.539,,,,
1222,0.2902779,2348246.481,1203554.543,,,,
1223,0.288777,2354767.569,1211075.011,,,,
1224,0.28724317,2361162.451,1218660.4,,,,
1225,0.28568697,2367404.247,1226268.164,,,,
1226,0.28411864,2373466.076,1233855.759,,,,
1227,0.28254774,2379323.484,1241382.865,,,,
1228,0.28098161,2384966.29,1248822.269,,,,
1229,0.27942664,2390389.521,1256151.533,,,,
1230,0.27788909,2395588.209,1263348.229,,,,
1231,0.27637505,2400557.387,1270389.927,,,,
1232,0.27489048,2405292.088,1277254.198,,,,
1233,0.27344123,2409787.345,1283918.611,,,,
1234,0.272033,2414038.191,1290360.739,,,,
1235,0.27067142,2418039.659,1296558.15,,,,
1236,0.26936173,2421791.239,1302491.723,,,,
1237,0.26810518,2425350.894,1308185.709,,,,
1238,0.26690042,2428817.742,1313694.89,,,,
1239,0.26574628,2432291.758,1319074.682,,,,
1240,0.26464185,2435872.916,1324380.501,,,,
1241,0.26358638,2439661.193,1329667.764,,,,
1242,0.26257931,2443756.562,1334991.889,,,,
1243,0.26162025,2448259,1340408.292,,,,
1244,0.26070893,2453268.48,1345972.389,,,,
1245,0.25984516,2458882.549,1351738.333,,,,
1246,0.25902811,2465123.051,1357720.867,,,,
1247,0.25825607,2471923.148,1363888.571,,,,
1248,0.25752717,2479210.955,1370207.396,,,,
1249,0.25683945,2486914.587,1376643.293,,,,
1250,0.25619085,2494962.158,1383162.214,,,,
1251,0.25557927,2503281.784,1389730.109,,,,
1252,0.25500257,2511801.579,1396312.93,,,,
1253,0.25445855,2520449.658,1402876.628,,,,
1254,0.25394499,2529154.322,1409387.247,,,,
1255,0.25345996,2537859.882,1415818.82,,,,
1256,0.25300201,2546538.823,1422159.437,,,,
1257,0.25256978,2555166.495,1428398.617,,,,
1258,0.25216191,2563718.245,1434525.878,,,,
1259,0.25177704,2572169.421,1440530.738,,,,
1260,0.25141386,2580495.37,1446402.715,,,,
1261,0.25107104,2588671.441,1452131.329,,,,
1262,0.25074729,2596672.982,1457706.098,,,,
1263,0.25044133,2604475.372,1463116.557,,,,
1264,0.25015186,2612063.712,1468357.826,,,,
1265,0.24987753,2619446.565,1473438.493,,,,
1266,0.249617,2626635.96,1478369.136,,,,
1267,0.24936895,2633643.927,1483160.335,,,,
1268,0.24913212,2640482.497,1487822.67,,,,
1269,0.24890524,2647163.698,1492366.719,,,,
1270,0.24868709,2653699.561,1496803.063,,,,
1271,0.24847645,2660102.117,1501142.28,,,,
1272,0.24827214,2666383.393,1505394.949,,,,
1273,0.24807296,2672553.111,1509570.445,,,,
1274,0.24787764,2678614.043,1513674.52,,,,
1275,0.24768492,2684567.654,1517712.242,,,,
1276,0.24749353,2690415.412,1521688.682,,,,
1277,0.24730225,2696158.781,1525608.91,,,,
1278,0.24710984,2701799.229,1529477.995,,,,
1279,0.24691509,2707338.222,1533301.008,,,,
1280,0.24671681,2712777.225,1537083.018,,,,
1281,0.24651379,2718117.705,1540829.094,,,,
1282,0.24630543,2723361.531,1544542.508,,,,
1283,0.24609308,2728511.948,1548220.383,,,,
1284,0.24587847,2733572.492,1551858.531,,,,
1285,0.24566332,2738546.702,1555452.765,,,,
1286,0.24544936,2743438.114,1558998.897,,,,
1287,0.24523827,2748250.267,1562492.742,,,,
1288,0.24503174,2752986.697,1565930.11,,,,
1289,0.24483143,2757650.944,1569306.815,,,,
1290,0.24463901,2762246.543,1572618.67,,,,
1291,0.24445602,2766775.654,1575861.061,,,,
1292,0.24428365,2771235.593,1579027.878,,,,
1293,0.24412301,2775622.617,1582112.682,,,,
1294,0.24397518,2779932.98,1585109.035,,,,
1295,0.24384128,2784162.937,1588010.498,,,,
1296,0.24372238,2788308.744,1590810.633,,,,
1297,0.24361956,2792366.655,1593503.002,,,,
1298,0.2435339,2796332.926,1596081.165,,,,
1299,0.24346649,2800203.811,1598538.685,,,,
1300,0.24341843,2803974.761,1600868.552,,,,
1301,0.24339091,2807638.574,1603061.881,,,,
1302,0.24338518,2811187.506,1605109.4,,,,
1303,0.24340244,2814613.811,1607001.839,,,,
1304,0.24344394,2817909.744,1608729.927,,,,
1305,0.2435109,2821067.559,1610284.391,,,,
1306,0.24360458,2824079.513,1611655.962,,,,
1307,0.24372622,2826937.859,1612835.368,,,,
1308,0.2438771,2829634.855,1613813.34,,,,
1309,0.2440583,2832164.561,1614582.301,,,,
1310,0.24427044,2834526.143,1615139.469,,,,
1311,0.24451405,2836719.665,1615482.901,,,,
1312,0.2447897,2838745.191,1615610.657,,,,
1313,0.24509796,2840602.784,1615520.795,,,,
1314,0.24543941,2842292.507,1615211.374,,,,
1315,0.24581467,2843814.426,1614680.453,,,,
1316,0.24622437,2845168.602,1613926.091,,,,
1317,0.24666916,2846355.102,1612946.343,,,,
1318,0.2471499,2847374.326,1611738.819,,,,
1319,0.24766784,2848227.43,1610300.11,,,,
1320,0.24822433,2848915.677,1608626.672,,,,
1321,0.24882073,2849440.327,1606714.957,,,,
1322,0.24945844,2849802.642,1604561.42,,,,
1323,0.25013888,2850003.882,1602162.516,,,,
1324,0.25086353,2850045.309,1599514.697,,,,
1325,0.25163387,2849928.185,1596614.419,,,,
1326,0.25245143,2849653.741,1593458.156,,,,
1327,0.25331701,2849221.076,1590043.969,,,,
1328,0.25423019,2848625.68,1586372.6,,,,
1329,0.25519041,2847862.697,1582445.048,,,,
1330,0.25619719,2846927.271,1578262.311,,,,
1331,0.25725005,2845814.544,1573825.388,,,,
1332,0.25834855,2844519.661,1569135.279,,,,
1333,0.2594923,2843037.764,1564192.982,,,,
1334,0.2606809,2841363.999,1558999.497,,,,
1335,0.26191401,2839493.507,1553555.837,,,,
1336,0.26319118,2837421.422,1547863.529,,,,
1337,0.26451178,2835142.866,1541924.705,,,,
1338,0.26587524,2832652.959,1535741.535,,,,
1339,0.26728099,2829946.823,1529316.189,,,,
1340,0.26872849,2827019.579,1522650.835,,,,
1341,0.27021724,2823866.347,1515747.643,,,,
1342,0.27174674,2820482.249,1508608.783,,,,
1343,0.27331654,2816862.405,1501236.423,,,,
1344,0.27492611,2813002.441,1493633.334,,,,
1345,0.27657341,2808905.926,1485811.727,,,,
1346,0.27825515,2804582.743,1477791.322,,,,
1347,0.2799679,2800042.951,1469592.047,,,,
1348,0.28170818,2795296.608,1461233.829,,,,
1349,0.28347239,2790353.771,1452736.595,,,,
1350,0.28525684,2785224.5,1444120.273,,,,
1351,0.28705773,2779918.851,1435404.79,,,,
1352,0.28887113,2774446.885,1426610.073,,,,
1353,0.29069321,2768818.939,1417755.527,,,,
1354,0.2925217,2763047.684,1408856.247,,,,
1355,0.29435508,2757146.935,1399925.203,,,,
1356,0.29619176,2751130.517,1390975.348,,,,
1357,0.29803007,2745012.252,1382019.638,,,,
1358,0.29986826,2738805.966,1373071.027,,,,
1359,0.30170449,2732525.483,1364142.47,,,,
1360,0.30353683,2726184.626,1355246.922,,,,
1361,0.30536328,2719797.22,1346397.336,,,,
1362,0.30718242,2713370.745,1337601.424,,,,
1363,0.30899585,2706884.618,1328843.688,,,,
1364,0.31080614,2700310.498,1320102.217,,,,
1365,0.31261603,2693620.041,1311355.099,,,,
1366,0.31442835,2686784.904,1302580.422,,,,
1367,0.31624615,2679776.745,1293756.274,,,,
1368,0.31807258,2672567.222,1284860.742,,,,
1369,0.31991099,2665127.991,1275871.914,,,,
1370,0.32176491,2657430.74,1266767.89,,,,
1371,0.32363838,2649454.649,1257529.288,,,,
1372,0.32553647,2641196.166,1248142.542,,,,
1373,0.32746452,2632654.165,1238594.9,,,,
1374,0.32942806,2623827.517,1228873.612,,,,
1375,0.33143281,2614715.097,1218965.927,,,,
1376,0.33348469,2605315.777,1208859.093,,,,
1377,0.33558986,2595628.43,1198540.36,,,,
1378,0.33775473,2585651.93,1187996.977,,,,
1379,0.33998592,2575386.063,1177216.728,,,,
1380,0.3422889,2564860.369,1166204.813,,,,
1381,0.3446675,2554139.987,1154987.269,,,,
1382,0.34712538,2543292.15,1143591.362,,,,
1383,0.34966613,2532384.093,1132044.355,,,,
1384,0.35229322,2521483.05,1120373.513,,,,
1385,0.35500999,2510656.255,1108606.101,,,,
1386,0.35781964,2499970.942,1096769.383,,,,
1387,0.36072519,2489494.345,1084890.624,,,,
1388,0.36372952,2479290.78,1072995.6,,,,
1389,0.36683633,2469393.852,1061094.425,,,,
1390,0.37004987,2459818.789,1049187.841,,,,
1391,0.37337446,2450580.569,1037276.461,,,,
1392,0.37681451,2441694.171,1025360.902,,,,
1393,0.38037447,2433174.572,1013441.776,,,,
1394,0.38405883,2425036.752,1001519.7,,,,
1395,0.38787216,2417295.689,989595.2863,,,,
1396,0.39181907,2409966.361,977669.1507,,,,
1397,0.3959034,2403062.491,965743.2096,,,,
1398,0.40012551,2396592.44,953824.9434,,,,
1399,0.40448467,2390563.138,941923.3182,,,,
1400,0.40897998,2384981.512,930047.3003,,,,
1401,0.41361035,2379854.492,918205.8555,,,,
1402,0.41837447,2375189.005,906407.9502,,,,
1403,0.42327083,2370991.982,894662.5503,,,,
1404,0.42829767,2367270.349,882978.6221,,,,
1405,0.43345296,2364030.863,871365.1367,,,,
1406,0.43873127,2361264.466,859831.5238,,,,
1407,0.44412124,2358933.911,848388.0307,,,,
1408,0.4496106,2356999.036,837044.9893,,,,
1409,0.45518673,2355419.68,825812.7314,,,,
1410,0.46083662,2354155.68,814701.5889,,,,
1411,0.46654693,2353166.876,803721.8936,,,,
1412,0.47230395,2352413.104,792883.9773,,,,
