Batch Number,B2600073,,,,
Category,Poultry,,,,
Specie,Bird,,,,
Family,Quail,,,,
Brand,FARMFLAKES,,,,
Product Code,PQPL250201,,,,
Product name,QUAIL FEED - LAYER,,,,
NIR-Code,D20260211-00098,,,,
Serial Number:,5B25203,,,,
Scan Config Name:,IAS5100,,,,
Scan Config Type:,2,,,,
Start wavelength in nm:,900,,,,
End wavelength in nm:,1700,,,,
Pattern Pixel Width:,11,,,,
Exposure Time:,0,,,,
Measurement points:,420,,,,
Number of Measurement points:,801,,,,
Num Repeats:,90,90,,,
PGA Gain:,64,64,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original
900,0.07918008,1241839.658,1034869.152,5586,3772
901,0.0790801,1261875.091,1051807.511,5551,3766
902,0.07893759,1281743.082,1068718.664,5447,3706
903,0.07875524,1301373.404,1085542.132,5260,3375
904,0.07856769,1320618.976,1102071.681,5211,3147
905,0.07840933,1339328.815,1118092.877,5064,3204
906,0.0782932,1357480.736,1133549.471,5081,3019
907,0.07819573,1375294.656,1148682.558,5080,3024
908,0.07809081,1393017.002,1163765.836,5004,2957
909,0.07796233,1410761.099,1178938.484,5064,2756
910,0.07781782,1428281.574,1193977.155,5067,2954
911,0.07766807,1445273.235,1208598.05,5154,2771
912,0.07752128,1461527.704,1222603.899,5343,2825
913,0.07737778,1477204.627,1236126.38,5391,2902
914,0.07723628,1492551.092,1249375.327,5635,3118
915,0.07709625,1507768.659,1262520.57,5623,3191
916,0.07696059,1522821.426,1275523.284,6013,3229
917,0.07683313,1537596.324,1288276.842,6223,3418
918,0.07671609,1552010.589,1300704.331,6588,3433
919,0.07660165,1566192.952,1312936.182,6835,3748
920,0.07647812,1580362.152,1325191.074,7206,3774
921,0.07633674,1594654.598,1337611.188,7722,4051
922,0.07619099,1608453.18,1349638.426,8127,4374
923,0.07606523,1620737.883,1360340.258,8734,4613
924,0.0759804,1630642.088,1368920.561,9366,4735
925,0.07592763,1639135.401,1376217.899,9899,5109
926,0.07587972,1648376.28,1384129.203,10648,5578
927,0.07581189,1660383.964,1394429.739,11333,5904
928,0.07572634,1674847.737,1406853.87,12191,6376
929,0.07564464,1689689.749,1419588.047,13191,6839
930,0.07558684,1702867.508,1430849.719,14217,7274
931,0.07555685,1713753.477,1440096.185,15391,7735
932,0.07554549,1722939.313,1447853.057,16769,8442
933,0.07554372,1731070.007,1454691.545,18224,9294
934,0.07554681,1739073.482,1461406.788,19869,9988
935,0.07555405,1748146.626,1469006.811,21611,10850
936,0.07556492,1759436.497,1478456.92,23573,11906
937,0.07558114,1772649.526,1489504.212,26175,13097
