Batch Number,B2600079,,,,
Category,Poultry,,,,
Specie,Chicken,,,,
Family,Layer Baladi,,,,
Brand,FARMFLAKES,,,,
Product Code,PPEP250401,,,,
Product name,CHICKEN FEED - BALADI PRODUCTION 1,,,,
NIR-Code,D20260211-00101,,,,
Serial Number:,5B25203,,,,
Scan Config Name:,IAS5100,,,,
Scan Config Type:,2,,,,
Start wavelength in nm:,900,,,,
End wavelength in nm:,1700,,,,
Pattern Pixel Width:,11,,,,
Exposure Time:,0,,,,
Measurement points:,420,,,,
Number of Measurement points:,801,,,,
Num Repeats:,90,90,,,
PGA Gain:,64,64,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original
900,0.06129733,1239904.122,1076690.224,5568,3632
901,0.06119257,1259901.164,1094318.909,5581,3619
902,0.06106648,1279703.26,1111841.296,5602,3474
903,0.06091904,1299224.622,1129185.255,5284,3326
904,0.06077014,1318351.804,1146202.043,5218,3241
905,0.0606396,1336970.546,1162739.008,5126,3192
906,0.06053471,1355076.192,1178769.818,4977,3042
907,0.06044126,1372870.122,1194505.604,4859,3032
908,0.06034358,1390576.253,1210183.503,5050,2867
909,0.06023198,1408292.622,1225916.587,5019,2819
910,0.06011094,1425778.024,1241483.57,5076,2987
911,0.05998686,1442734.683,1256607.41,5069,2929
912,0.05986447,1458960.679,1271098.237,5390,2987
913,0.05974357,1474618.49,1285097.573,5428,3040
914,0.05962292,1489957.17,1298825.673,5705,3040
915,0.05950169,1505178.574,1312460.794,5796,3235
916,0.05938057,1520238.376,1325962.139,6308,3298
917,0.05926066,1535012.253,1339217.722,6432,3410
918,0.05914299,1549411.177,1352146.346,6723,3607
919,0.05902857,1563592.441,1364881.653,7091,3710
920,0.05891846,1577818.172,1377648.717,7527,4034
921,0.05881366,1592259.351,1390593.344,7967,4332
922,0.05871418,1606252.639,1403135.703,8510,4455
923,0.05861932,1618688.588,1414307.963,8971,4799
924,0.05852823,1628619.577,1423283.535,9592,5093
925,0.05844073,1637037.492,1430928.388,10311,5521
926,0.05835749,1646189.933,1439204.327,11051,5863
927,0.05827971,1658181.178,1449947.472,11946,6293
928,0.05821023,1672709.014,1462884.941,12789,6742
929,0.05815255,1687646.04,1476144.291,13927,7263
930,0.05810954,1700900.769,1487885.23,14875,7865
931,0.05807964,1711832.321,1497550.865,16197,8573
932,0.05805781,1721049.723,1505690.134,17451,9292
933,0.05803945,1729215.883,1512898.406,19204,9942
934,0.05802677,1737266.97,1519986.7,20881,11188
935,0.05802833,1746398.925,1527971.047,22588,12127
936,0.05805227,1757757.268,1537823.983,25060,13398
937,0.05809639,1771041.55,1549288.718,27686,14800
938,0.05814839,1784477.299,1560855.289,30694,16587
939,0.05819638,1796274.947,1571000.912,34350,18650
940,0.05823767,1805963.209,1579323.983,38730,20894
941,0.05827882,1814471.867,1586614.485,43749,23805
942,0.05832662,1822779.245,1593703.224,49502,26950
943,0.05838766,1831354.734,1600975.983,56033,30446
944,0.05846839,1840119.299,1608338.993,63418,34697
945,0.05857482,1848948.3,1615659.921,71688,39548
946,0.05870393,1857242.955,1622425.6,81113,44949
947,0.05884354,1863900.553,1627718.107,91764,50991
948,0.0589818,1867871.035,1630666.273,103705,57983
949,0.05911294,1869941.034,1631980.536,116528,65532
950,0.05923663,1872770.544,1633984.52,131072,73831
951,0.05935244,1878972.496,1638958.605,146069,82786
952,0.05946648,1888385.017,1646736.329,162015,91805
953,0.05959179,1898202.75,1654820.194,178787,101654
954,0.05974128,1905621.596,1660716.077,196014,111461
955,0.05991268,1909752.013,1663658.95,213516,121526
956,0.06009026,1911362.754,1664381.438,229705,130971
957,0.06025853,1911316.214,1663696.164,247498,141103
958,0.06041445,1911051.681,1662868.796,264371,150857
959,0.06056423,1912450.576,1663512.217,278941,159125
960,0.06071343,1917194.538,1667065.825,295174,168138
961,0.06086363,1924437.054,1672784.814,309806,176293
962,0.06101447,1931664.299,1678483.905,323957,184136
963,0.06116598,1936582.217,1682170.31,337570,191895
964,0.06131515,1939255.444,1683913.842,349539,198229
965,0.06145684,1941048.358,1684920.899,363817,206027
966,0.06158625,1943187.949,1686275.617,377425,213336
967,0.06170427,1945792.158,1688076.701,389257,219644
968,0.06181448,1948484.396,1689983.452,404519,227690
969,0.06191996,1950953.991,1691714.499,417614,234422
970,0.06202063,1953272.534,1693332.369,430867,241343
971,0.0621153,1955644.737,1695019.351,444517,248300
972,0.06220286,1958229.227,1696917.272,458201,255223
973,0.06228275,1960990.977,1698997.902,472021,262180
974,0.06235461,1963844.225,1701188.466,487003,269664
975,0.06241828,1966673.797,1703389.833,501114,276532
976,0.06247434,1969274.619,1705422.333,515406,283539
977,0.06252348,1971425.575,1707091.9,529995,290734
978,0.06256567,1973117.814,1708391.268,544651,297788
979,0.06259916,1974808.598,1709723.363,559581,305023
980,0.06262195,1977010.785,1711540.147,571491,310378
981,0.06263163,1979849.25,1713959.24,589399,319026
982,0.06262526,1982842.905,1716576.062,606120,326748
983,0.06260004,1985472.01,1718951.909,618219,332243
984,0.06255924,1987599.82,1720955.757,637066,341119
985,0.06251269,1989509.625,1722794.012,653011,348472
986,0.06246977,1991489.539,1724678.956,668901,355620
987,0.06242873,1993586.766,1726658.338,685206,362796
988,0.06237951,1995666.946,1728655.905,697878,368266
989,0.06231292,1997622.08,1730614.767,716528,376641
990,0.06222887,1999603.062,1732666.281,734160,384671
991,0.06213179,2001890.25,1735035.939,748135,390609
992,0.06202665,2004523.571,1737738.877,768852,399994
993,0.0619206,2006322.836,1739723.447,785553,407178
994,0.06182118,2005723.897,1739602.297,802113,414385
995,0.06173147,2002197.286,1736902.334,819121,421892
996,0.06164202,1998352.806,1733924.351,836424,429578
997,0.06154152,1997372.073,1733474.482,853039,436879
998,0.06142537,2000357.952,1736530.215,871330,445016
999,0.06130013,2004616.706,1740729.22,888126,452640
1000,0.06117269,2007116.834,1743411.736,904801,460135
1001,0.06104629,2006682.925,1743542.224,922376,468185
1002,0.06092079,2004195.436,1741884.191,939658,475963
1003,0.06079581,2000668.649,1739319.477,957280,484083
1004,0.06066707,1997442.154,1737029.27,969016,489274
1005,0.06052796,1996070.379,1736392.455,991756,500152
1006,0.06037399,1997690.224,1738417.766,1011662,509396
1007,0.06021152,2000890.18,1741853.933,1023435,514914
1008,0.06005024,2003305.806,1744604.599,1046486,525807
1009,0.05989581,2003339.934,1745254.8,1064606,534217
1010,0.05974334,2001833.537,1744554.807,1081752,542460
1011,0.05958631,2000103.224,1743677.244,1099873,550765
1012,0.05942142,1998966.877,1743348.354,1111656,556049
1013,0.05925041,1998398.416,1743539.007,1133362,566414
1014,0.05907559,1998257.514,1744118.013,1153705,575852
1015,0.05890178,1997753.398,1744375.968,1167594,581807
1016,0.05873585,1995496.537,1743071.198,1192483,593588
1017,0.05858235,1990440.197,1739269.101,1211036,601646
1018,0.05842985,1984501.049,1734688.416,1229001,609883
1019,0.05825989,1981035.238,1732336.736,1248019,618253
1020,0.05806211,1982193.085,1734138.776,1267649,627007
1021,0.05785345,1985528.928,1737891.935,1286332,635203
1022,0.05765579,1987526.269,1740432.096,1306909,644252
1023,0.05747859,1986147.166,1739934.253,1326003,652437
1024,0.05731101,1982039.589,1737005.995,1344751,660329
1025,0.05714069,1976168.946,1732540.447,1364538,668634
1026,0.05696042,1970144.202,1727975.563,1384048,676630
1027,0.05676802,1966156.805,1725242.419,1403878,684754
1028,0.05656394,1965962.421,1725882.703,1414579,688101
1029,0.05636017,1968046.216,1728522.859,1441734,699417
1030,0.0561726,1969468.333,1730519.104,1464161,708502
1031,0.05600836,1968235.625,1730090.142,1474937,711604
1032,0.0558508,1965273.989,1728113.655,1501556,722412
1033,0.05567957,1962050.11,1725959.182,1521156,729652
1034,0.05548891,1959295.136,1724292.561,1539014,735924
1035,0.05529283,1956724.665,1722808.026,1557658,742741
1036,0.05510573,1954009.878,1721159.12,1567017,744729
1037,0.05493022,1951162.409,1719345.689,1590332,753432
1038,0.05476149,1948410.461,1717587.859,1611556,761199
1039,0.05459492,1945927.287,1716056.929,1622354,763929
1040,0.05442679,1943633.997,1714698.202,1649383,774450
1041,0.05425367,1941383.186,1713395.373,1666598,780222
1042,0.05407654,1938982.864,1711975.036,1682933,785710
1043,0.05390427,1936162.335,1710162.968,1699746,791511
1044,0.05374566,1932678.081,1707708.992,1717307,797487
1045,0.05359739,1928808.09,1704871.413,1732280,802496
1046,0.053447,1925229.049,1702297.276,1749466,808571
1047,0.05328554,1922452.515,1700474.32,1763930,813527
1048,0.05312214,1920118.852,1699049.274,1777620,818211
1049,0.05297127,1917600.994,1697410.863,1791793,823127
1050,0.05283649,1914580.181,1695262.946,1805291,828124
1051,0.05270091,1911320.204,1692904.828,1818378,832927
1052,0.05254677,1908135.395,1690683.905,1819057,832377
1053,0.05237747,1905127.945,1688677.344,1840908,841640
1054,0.05221276,1902236.633,1686754.144,1856260,848488
1055,0.05206834,1899436.609,1684831.457,1856122,848192
1056,0.05193879,1896893.667,1683077.804,1876498,857892
1057,0.0518125,1894821.158,1681727.869,1886933,863252
1058,0.05168092,1892786.693,1680431.265,1895309,868123
1059,0.05154042,1889264.351,1677846.805,1904253,873502
1060,0.05138777,1882864.178,1672750.698,1901414,874007
1061,0.05122413,1875063.228,1666448.066,1915303,882371
1062,0.05105458,1869215.433,1661899.58,1926480,890246
1063,0.05088542,1867501.207,1661022.314,1924861,892437
1064,0.05072301,1867677.626,1661800.594,1942718,904309
1065,0.05057239,1866534.444,1661359.504,1948042,911207
1066,0.05043025,1862631.942,1658428.672,1952292,918649
1067,0.05028353,1856809.091,1653802.793,1957538,927077
1068,0.05012073,1850107.569,1648451.774,1963694,937191
1069,0.04994634,1843976.761,1643649.098,1966217,946342
1070,0.04977284,1840053.176,1640807.144,1971670,958730
1071,0.04960712,1838899.343,1640404.055,1974155,970798
1072,0.04944076,1838488.929,1640666.289,1976066,983601
1073,0.04926316,1836527.251,1639586.047,1978437,998315
1074,0.04907869,1832656.034,1636825.076,1980331,1013941
1075,0.04890508,1828140.031,1633444.476,1981565,1030794
1076,0.04875576,1824083.68,1630380.585,1969764,1042281
1077,0.04862097,1820666.757,1627831.66,1980644,1066643
1078,0.04848461,1817802.732,1625781.367,1985199,1089085
1079,0.04834022,1814845.131,1623675.927,1973175,1103545
1080,0.04819455,1810373.488,1620218.658,1984011,1131329
1081,0.04805468,1803315.708,1614422.064,1985177,1154344
1082,0.04792571,1795686.486,1608069.455,1985644,1177576
1083,0.04781268,1790910.243,1604209.726,1988637,1202428
1084,0.04771412,1790370.195,1604089.955,1982038,1221356
1085,0.04761269,1791015.408,1605042.855,1995160,1251886
1086,0.04749027,1789420.544,1604065.672,2007883,1282170
1087,0.04735515,1784813.345,1600433.591,2009679,1304746
1088,0.04723461,1778271.431,1595010.124,2033900,1340754
1089,0.04714675,1771086.508,1588887.039,2046804,1368730
1090,0.04707683,1765122.346,1583791.415,2060827,1396562
1091,0.04700422,1762255.919,1581483.822,2078172,1425486
1092,0.04692671,1762104.265,1581629.982,2099202,1455845
1093,0.04685973,1762078.05,1581850.421,2116617,1482553
1094,0.04681356,1760070.58,1580216.257,2139149,1512340
1095,0.04677322,1756612.504,1577258.04,2158312,1538573
1096,0.04671702,1752973.451,1574194.252,2176663,1563316
1097,0.04664197,1749766.965,1571586.314,2195373,1587774
1098,0.04656923,1746765.44,1569153.257,2212808,1610915
1099,0.04651774,1743736.479,1566618.004,2229190,1632749
1100,0.04648314,1740753.68,1564062.785,2230763,1643614
1101,0.04645235,1738004.013,1561702.916,2255369,1671176
1102,0.04642112,1735567.258,1559625.499,2273205,1694055
1103,0.0463993,1733352.72,1557713.741,2271902,1702966
1104,0.04639579,1731224.631,1555813.843,2295776,1730646
1105,0.04640264,1728820.833,1553629.095,2307730,1749804
1106,0.0464042,1725680.452,1550801.393,2318400,1768240
1107,0.04639528,1721837.444,1547379.596,2329329,1787204
1108,0.04639042,1718244.307,1544167.816,2327687,1796666
1109,0.04640413,1715806.543,1541928.354,2345113,1820895
1110,0.04643099,1714138.186,1540333.769,2359646,1843171
1111,0.04645526,1712185.741,1538493.315,2358301,1853041
1112,0.04647091,1709425.755,1535957.988,2380006,1880902
1113,0.046492,1706428.732,1533190.612,2385705,1896058
1114,0.04653369,1703839.628,1530717.418,2390157,1910049
1115,0.04659711,1701739.907,1528607.804,2395134,1924066
1116,0.04667562,1699899.224,1526678.383,2402101,1939300
1117,0.04676609,1698236.06,1524866.998,2402327,1948422
1118,0.04687305,1696991.093,1523373.915,2407762,1961289
1119,0.04700142,1696327.244,1522327.952,2408151,1969433
1120,0.04715139,1695264.148,1520848.629,2407249,1976080
1121,0.04732097,1692192.563,1517500.407,2407847,1982888
1122,0.04750962,1686974,1512163.563,2407579,1988641
1123,0.0477182,1682527.355,1507453.517,2406563,1992796
1124,0.04794647,1681720.909,1505939.256,2391579,1984879
1125,0.048195,1683545.133,1506710.323,2400766,1996478
1126,0.04846647,1684944.439,1507020.345,2402457,2001414
1127,0.04876555,1684110.873,1505237.841,2384928,1989454
1128,0.04909801,1681654.119,1501891.879,2392731,1998216
1129,0.0494693,1678515.251,1497807.482,2387626,1995814
1130,0.04988439,1676105.93,1494228.696,2380672,1991111
1131,0.0503468,1676042.146,1492581.782,2373844,1986344
1132,0.05085233,1678497.46,1493029.403,2354152,1970131
1133,0.05138756,1681236.968,1493624.319,2353905,1969921
1134,0.05194266,1682181.58,1492554.547,2350157,1966601
1135,0.05252037,1681767.825,1490203.795,2332820,1951541
1136,0.05312657,1681429.719,1487826.03,2337865,1954913
1137,0.05376791,1681950.773,1486090.891,2328203,1946016
1138,0.05445407,1683209.19,1484854.917,2317476,1935807
1139,0.05518967,1684838.135,1483776.602,2308471,1927271
1140,0.05595189,1685555.666,1481805.541,2302238,1921097
1141,0.05671263,1683875.925,1477738.049,2288677,1908877
1142,0.05748092,1680735.693,1472375.224,2280673,1901061
1143,0.05830109,1679730.175,1468718.056,2268344,1889673
1144,0.05919892,1683270.74,1468774.271,2255558,1878188
1145,0.0601455,1688737.876,1470336.516,2243612,1867188
1146,0.06110681,1692459.266,1470318.469,2230918,1855386
1147,0.06206269,1693203.517,1467730.999,2217501,1843120
1148,0.06299912,1691760.669,1463321.658,2191933,1820456
1149,0.0639176,1689401.646,1458194.017,2187024,1814961
1150,0.06486355,1688530.6,1454271.125,2175187,1803565
1151,0.0658791,1691409.82,1453348.446,2146568,1777867
1152,0.06694052,1696867.27,1454478.666,2140374,1770519
1153,0.06799263,1701712.96,1455102.79,2122701,1753844
1154,0.06901565,1704312.778,1453897.025,2105204,1736621
1155,0.07004344,1705953.715,1451856.858,2089922,1721293
1156,0.07110565,1708031.42,1450074.14,2067543,1699610
1157,0.07218793,1710608.554,1448647.469,2064401,1693526
1158,0.07326038,1713228.753,1447288.043,2060382,1686294
1159,0.07431096,1715780.186,1445941.379,2046811,1670595
1160,0.07534832,1718575.433,1444841.743,2052513,1670714
1161,0.0763794,1721867.08,1444176.343,2044617,1659177
1162,0.07740201,1725568.649,1443877.106,2034182,1645238
1163,0.07841246,1729493.48,1443798.126,2024022,1631287
1164,0.07941247,1733198.316,1443563.14,2016028,1619014
1165,0.08040887,1736040.515,1442616.805,2000428,1600763
1166,0.08140431,1737973.582,1440916.661,1989977,1586859
1167,0.08238736,1740356.353,1439629.77,1976373,1570572
1168,0.08334362,1744470.789,1439859.372,1961837,1554209
1169,0.08427485,1749408.798,1440842.308,1948946,1539844
1170,0.08519419,1753254.588,1440956.251,1936291,1526486
1171,0.08611028,1755499.808,1439761.333,1923350,1513616
1172,0.08702008,1757576.159,1438447.705,1901827,1494750
1173,0.08791639,1760702.704,1438035.628,1898078,1491114
1174,0.08878971,1764611.768,1438333.069,1888626,1483786
1175,0.08963247,1768683.147,1438856.767,1867371,1467920
1176,0.09045546,1772894.546,1439552.288,1864709,1467382
1177,0.09128263,1777691.321,1440700.563,1853141,1460932
1178,0.09211923,1782762.182,1442029.615,1841373,1454719
1179,0.0929317,1786092.108,1442022.891,1830682,1450180
1180,0.09369258,1786045.689,1439461.262,1813003,1440672
1181,0.09442928,1785225.749,1436361.861,1808384,1442036
1182,0.0951853,1787920.329,1436027.843,1801401,1441907
1183,0.09596158,1794702.05,1438900.535,1786077,1435656
1184,0.09671822,1801766.54,1442049.914,1786335,1441747
1185,0.0974298,1806088.01,1443142.135,1776652,1440419
1186,0.09810753,1808069.141,1442472.377,1766284,1438541
1187,0.09876699,1808888.881,1440936.685,1757619,1438432
1188,0.09940968,1810406.817,1440013.263,1752033,1441107
1189,0.10002691,1814866.897,1441510.703,1741098,1439535
1190,0.10061173,1822514.286,1445636.853,1735611,1442868
1191,0.10116582,1830365.412,1450013.285,1727157,1443830
1192,0.10169196,1835869.112,1452612.428,1718561,1444846
1193,0.10217888,1839809.653,1454099.111,1712144,1447869
1194,0.10261094,1843869.198,1455858.519,1706229,1451542
1195,0.10299654,1848787.08,1458446.007,1700645,1455124
1196,0.10336369,1854555.327,1461760.101,1688950,1453635
1197,0.10372044,1860471.881,1465219.442,1692048,1463985
1198,0.10403423,1864462.122,1467301.411,1690721,1470671
1199,0.10427595,1865099.815,1466986.538,1679710,1468747
1200,0.10445682,1865679.73,1466831.659,1685018,1479939
1201,0.1046,1870948.382,1470489.09,1683340,1484769
1202,0.10471176,1880687.177,1477763.04,1681463,1488648
1203,0.10478446,1890043.74,1484866.453,1681540,1493589
