Batch Number,B2600074,,,,,
Category,Poultry,,,,,
Specie,Chicken,,,,,
Family,Layer Baladi,,,,,
Brand,FARMFLAKES,,,,,
Product Code,PPEP250401,,,,,
Product name,CHICKEN FEED BALADI PRODUCTION 1,,,,,
NIR-Code,D20260211-00099,,,,,
Serial Number:,5B25203,,,,,
Scan Config Name:,IAS5100,,,,,
Scan Config Type:,2,,,,,
Start wavelength in nm:,900,,,,,
End wavelength in nm:,1700,,,,,
Pattern Pixel Width:,11,,,,,
Exposure Time:,0,,,,,
Measurement points:,420,,,,,
Number of Measurement points:,801,,,,,
Num Repeats:,90,90,,,,
PGA Gain:,64,64,,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original,
1319,0.08948399,2406997.848,1958807.311,12394,9965,
1320,0.08998561,2409323.449,1958436.502,,,
1321,0.09052021,2408373.894,1955256.344,,,
1322,0.09110627,2407838.761,1952185.74,,,
1323,0.09173793,2408236.202,1949670.166,,,
1324,0.09239857,2408470.46,1946896.007,,,
1325,0.09307932,2408254.635,1943672.474,,,
1326,0.09377792,2408075.043,1940403.732,,,
1327,0.09449968,2408245.184,1937318.499,,,
1328,0.09526308,2408735.654,1934309.914,,,
1329,0.09607998,2409241.603,1931080.493,,,
1330,0.09693755,2408698.668,1926836.776,,,
1331,0.09782172,2406288.844,1920994.146,,,
1332,0.09873155,2403579.194,1914815.305,,,
1333,0.09966801,2402790.447,1910063.84,,,
1334,0.10063134,2403180.513,1906141.139,,,
1335,0.10162542,2402060.255,1900896.516,,,
1336,0.10265321,2398829.214,1893852.342,,,
1337,0.10371108,2395418.67,1886558.815,,,
1338,0.10479326,2393025.946,1879983.954,,,
1339,0.10589643,2390981.496,1873612.557,,,
1340,0.10701876,2388706.77,1866998.958,,,
1341,0.10815757,2386909.262,1860708.488,,,
1342,0.1093086,2386154.519,1855196.691,,,
1343,0.11047186,2383596.845,1848250.945,,,
1344,0.11165593,2375285.4,1836791.546,,,
1345,0.11286961,2364148.635,1823077.642,,,
1346,0.11410679,2358437.091,1813499.79,,,
1347,0.11534781,2359784.908,1809358.45,,,
1348,0.11658017,2360570.77,1804832.297,,,
1349,0.11780565,2355493.902,1795875.968,,,
1350,0.11902661,2346432.536,1783945.009,,,
1351,0.12024434,2336472.83,1771399.015,,,
1352,0.12147523,2329370.251,1761015.988,,,
1353,0.12273075,2328296.581,1755122.972,,,
1354,0.12399304,2330089.248,1751376.473,,,
1355,0.12524202,2328755.201,1745347.133,,,
1356,0.1264778,2323324.444,1736329.177,,,
1357,0.12770677,2317066.685,1726759.131,,,
1358,0.12893415,2311974.82,1718102.024,,,
1359,0.13017017,2308019.895,1710288.498,,,
1360,0.13141196,2304124.304,1702526.764,,,
1361,0.13262492,2297005.655,1692533.011,,,
1362,0.13379039,2284869.743,1679078.733,,,
1363,0.13495494,2273985.302,1666605.114,,,
1364,0.13616215,2271511.886,1660171.147,,,
1365,0.13738585,2273703.297,1657097.058,,,
1366,0.13858458,2271869.133,1651196.393,,,
1367,0.13975165,2263430.876,1640648.668,,,
1368,0.1408971,2250893.89,1627263.646,,,
1369,0.14204287,2238099.616,1613751.085,,,
1370,0.14322572,2230494.317,1603893.042,,,
1371,0.14445501,2229940.498,1598962.445,,,
1372,0.14569872,2229771.31,1594269.002,,,
1373,0.14694021,2224118.423,1585687.833,,,
1374,0.14819393,2215165.643,1574752.386,,,
1375,0.14947415,2206653.814,1564083.943,,,
1376,0.15079577,2198908.697,1553858.34,,,
1377,0.15217636,2190824.399,1543231.975,,,
1378,0.15361045,2182234.809,1532113.805,,,
1379,0.15507391,2173657.817,1520958.169,,,
1380,0.15656749,2165319.799,1509922.153,,,
1381,0.15812466,2157077.875,1498791.287,,,
1382,0.15977006,2148591.715,1487249.513,,,
1383,0.16150618,2139175.166,1474823.906,,,
1384,0.16333246,2128617.805,1461386.985,,,
1385,0.1652383,2118432.454,1448025.857,,,
1386,0.16721006,2110048.598,1435761.799,,,
1387,0.16926214,2102326.417,1423764.013,,,
1388,0.17142342,2093407.173,1410685.77,,,
1389,0.17369034,2083597.256,1396765.311,,,
1390,0.17603324,2074449.839,1383151.319,,,
1391,0.17845274,2066458.228,1370168.215,,,
1392,0.18098578,2059084.465,1357339.169,,,
1393,0.18365473,2052257.725,1344550.665,,,
1394,0.18645043,2046692.93,1332300.698,,,
1395,0.18934795,2041974.048,1320390.13,,,
1396,0.19230673,2034649.95,1306721.307,,,
1397,0.19531907,2022617.235,1290014.638,,,
1398,0.19844704,2011552.404,1273750.329,,,
1399,0.2017274,2007905.357,1261873.546,,,
1400,0.20513594,2008548.973,1252409.868,,,
1401,0.20866307,2006491.406,1241007.01,,,
1402,0.21228759,2000160.733,1226810,,,
1403,0.21595063,1991905.51,1211485.17,,,
1404,0.2196465,1984815.713,1196943.604,,,
1405,0.22342928,1982685.465,1185289.788,,,
1406,0.22730201,1986004.387,1176733.709,,,
1407,0.23122497,1989300.8,1168087.81,,,
1408,0.23519439,1988651.344,1157082.311,,,
1409,0.23921513,1986376.508,1145107.966,,,
1410,0.24326976,1985351.469,1133881.437,,,
1411,0.24733637,1985750.243,1123539.257,,,
1412,0.25139641,1986755.912,1113648.418,,,
1413,0.25542253,1986062.791,1102987.142,,,
1414,0.25940307,1981037.395,1090158.388,,,
1415,0.26339234,1974840.582,1076811.54,,,
1416,0.26744492,1974821.979,1066800.059,,,
1417,0.27150679,1981377.648,1060377.418,,,
1418,0.27547735,1986637.114,1053516.149,,,
1419,0.27933333,1985782.224,1043754.336,,,
1420,0.28310715,1980424.435,1031932.111,,,
1421,0.28682278,1973587.958,1019609.099,,,
1422,0.29048788,1970405.591,1009410.352,,,
1423,0.29407684,1974539.285,1003203.275,,,
1424,0.29757281,1980979.647,998406.0462,,,
1425,0.30100164,1983105.933,991617.7153,,,
1426,0.30435591,1981471.755,983177.6053,,,
1427,0.30758449,1979773.892,975059.4548,,,
1428,0.31067474,1979008.104,967771.4988,,,
1429,0.31365724,1978239.611,960774.9006,,,
1430,0.31655159,1977140.02,953862.6251,,,
1431,0.31935787,1976084.937,947213.1979,,,
1432,0.3220608,1975276.829,940951.3498,,,
1433,0.32462422,1974573.371,935080.6137,,,
1434,0.32703575,1973683.239,929483.5337,,,
1435,0.32934998,1972018.216,923763.8017,,,
1436,0.33161114,1969297.533,917698.8713,,,
1437,0.33376383,1966660.325,911938.4472,,,
1438,0.33573808,1965284.798,907167.3598,,,
1439,0.33757488,1964320.609,902895.5073,,,
1440,0.33935726,1962272.726,898260.0945,,,
1441,0.34107378,1959280.225,893352.3271,,,
1442,0.34265379,1956424.041,888810.5516,,,
1443,0.3440966,1954014.474,884771.6012,,,
1444,0.3454684,1951670.988,880923.5293,,,
1445,0.34679394,1949454.016,877241.2644,,,
1446,0.34803657,1948030.198,874095.9728,,,
1447,0.34917385,1946708.408,871218.4403,,,
1448,0.35022717,1942035.72,867021.8442,,,
1449,0.35122154,1932747.277,860901.6383,,,
1450,0.35215343,1925105.036,855659.5459,,,
1451,0.35300425,1924593.751,853758.0669,,,
1452,0.35376736,1926602.746,853148.86,,,
1453,0.35445362,1924485.493,850865.7047,,,
1454,0.3550962,1917975.292,846733.6266,,,
1455,0.35572992,1909673.469,841839.2995,,,
1456,0.35634606,1902950.189,837686.2071,,,
1457,0.35690583,1901425.341,835936.8092,,,
1458,0.35738913,1903706.743,836008.933,,,
1459,0.35780116,1903760.287,835239.6496,,,
1460,0.35815896,1899415.706,832647.2723,,,
1461,0.35848742,1894004.963,829647.6625,,,
1462,0.35879649,1889867.094,827246.1916,,,
1463,0.3590692,1886594.582,825295.3206,,,
1464,0.359291,1882994.092,823299.7014,,,
1465,0.35946313,1876519.203,820143.5595,,,
1466,0.35959199,1865924.983,815271.3602,,,
1467,0.3596909,1856744.073,811075.2493,,,
1468,0.35977247,1854868.137,810103.6101,,,
1469,0.3598391,1856297.597,810603.5493,,,
1470,0.35988736,1853603.233,809337.0395,,,
1471,0.35988546,1845343.302,805734.0454,,,
1472,0.35978802,1833703.358,800831.3399,,,
1473,0.35962615,1822714.006,796328.7161,,,
1474,0.35949522,1817717.3,794385.1518,,,
1475,0.35939856,1818289.664,794812.1777,,,
1476,0.35922681,1817268.543,794680.0375,,,
1477,0.35893843,1811254.726,792576.3313,,,
1478,0.35861727,1803667.608,789840.2026,,,
1479,0.35832481,1797144.035,787513.6184,,,
1480,0.35803702,1791011.251,785346.4583,,,
1481,0.35772431,1784455.128,783035.2584,,,
1482,0.35738277,1777770.5,780715.7179,,,
1483,0.35701288,1771365.836,778565.9126,,,
1484,0.35660837,1765068.814,776521.1212,,,
1485,0.35616563,1758530.546,774433.771,,,
1486,0.35571691,1751403.798,772092.5739,,,
1487,0.35530369,1743422.697,769305.8044,,,
1488,0.35489771,1735182.305,766385.7094,,,
1489,0.35443269,1727724.854,763909.4604,,,
1490,0.35391376,1720853.808,761781.1496,,,
1491,0.35340337,1713370.605,759360.3971,,,
1492,0.35290635,1705006.356,756518.6698,,,
1493,0.35236184,1696570.869,753720.2199,,,
1494,0.35176124,1688495.26,751170.6374,,,
1495,0.35118174,1680541.446,748630.4511,,,
1496,0.35065707,1672678.662,746028.5534,,,
1497,0.35011339,1665429.195,743725.6926,,,
1498,0.34950275,1658517.838,741681.4084,,,
1499,0.34889046,1649163.579,738538.7339,,,
1500,0.34832977,1635755.487,733480.5688,,,
1501,0.34775621,1623193.788,728809.7298,,,
1502,0.34710277,1616510.171,726901.6811,,,
1503,0.34642302,1612321.965,726154.024,,,
1504,0.34579293,1604979.492,723896.6355,,,
1505,0.3451961,1593991.891,719929.5711,,,
1506,0.34457966,1581385.961,715250.5747,,,
1507,0.34393201,1570105.25,711208.2078,,,
1508,0.3432713,1563382.591,709241.2184,,,
1509,0.34261805,1559762.408,708664.0462,,,
1510,0.34198477,1554038.409,707093.7226,,,
1511,0.34135685,1544861.807,703935.365,,,
1512,0.34069964,1535163.083,700575.392,,,
1513,0.34001542,1526582.575,697758.0924,,,
1514,0.33935565,1518629.267,695178.1578,,,
1515,0.33874416,1510129.286,692261.1724,,,
1516,0.33814564,1498955.219,688086.4749,,,
1517,0.33752873,1485070.242,682681.7147,,,
1518,0.33689814,1473715.658,678446.425,,,
1519,0.33627474,1468284.374,676917.0316,,,
1520,0.33568574,1463853.954,675790.3828,,,
1521,0.33513988,1455192.716,672636.8086,,,
1522,0.33459805,1442635.214,667664.8036,,,
1523,0.33402082,1428289.005,661904.4134,,,
1524,0.33342745,1416019.847,657115.776,,,
1525,0.33286005,1409367.846,654883.8955,,,
1526,0.33233594,1405151.787,653713.2712,,,
1527,0.33184997,1397818.021,651029.4912,,,
1528,0.33136509,1387517.742,646954.0818,,,
1529,0.33083656,1377415.999,643026.0392,,,
1530,0.33029146,1368216.568,639533.6257,,,
1531,0.32980227,1358913.06,635900.8517,,,
1532,0.32937076,1349299.299,632029.7693,,,
1533,0.3289376,1339886.534,628246.9919,,,
1534,0.32849504,1330838.743,624640.875,,,
1535,0.32809298,1321917.578,621028.3087,,,
1536,0.32773188,1312819.821,617267.2628,,,
1537,0.32734167,1303189.442,613289.9995,,,
1538,0.32690622,1293125.376,609164.2638,,,
1539,0.32650871,1283467.057,605168.0891,,,
1540,0.32618798,1274551.387,601408.2344,,,
1541,0.32587057,1265584.229,597613.6177,,,
1542,0.32550738,1256052.264,593608.8034,,,
1543,0.32514691,1246446.936,589558.4679,,,
1544,0.32483068,1237203.233,585612.537,,,
1545,0.32453054,1228146.076,581727.3542,,,
1546,0.32421547,1219137.067,577879.2007,,,
1547,0.32389488,1210577.256,574245.5392,,,
1548,0.32358215,1202533.254,570840.7258,,,
1549,0.32326343,1193067.032,566762.9043,,,
1550,0.32292064,1180608.104,561287.1762,,,
1551,0.32256718,1168456.161,555962.1684,,,
1552,0.32223001,1160549.512,552628.9856,,,
1553,0.32192224,1154630.238,550200.1238,,,
1554,0.32164725,1146507.749,546675.6634,,,
1555,0.32141193,1135853.926,541889.2698,,,
1556,0.32122172,1124202.426,536565.57,,,
1557,0.32103142,1113754.998,531812.1423,,,
1558,0.32077625,1106722.864,528764.9124,,,
1559,0.32048736,1101504.506,526621.9043,,,
1560,0.32024685,1094392.447,523511.5126,,,
1561,0.32003895,1085168.077,519347.5141,,,
1562,0.31978452,1076023.218,515272.6833,,,
1563,0.3195034,1067727.229,511631.0762,,,
1564,0.31929235,1059828.568,508093.0685,,,
1565,0.31913619,1051198.206,504136.8246,,,
1566,0.31891658,1040250.35,499138.758,,,
1567,0.3186145,1028329.68,493762.232,,,
1568,0.3183212,1019617.449,489909.7227,,,
1569,0.31806263,1014272.224,487631.6669,,,
1570,0.31777814,1007871.128,484871.7332,,,
1571,0.31746887,998282.5031,480600.9056,,,
1572,0.31722299,986524.8168,475209.4003,,,
1573,0.31703419,974666.888,469701.5762,,,
1574,0.31675663,965876.3579,465762.9128,,,
1575,0.31635293,960437.9823,463571.1429,,,
1576,0.31595919,954332.9885,461042.273,,,
1577,0.31562669,945665.3125,457204.7841,,,
1578,0.31525587,936423.7041,453123.4379,,,
1579,0.31481061,927860.0111,449440.1307,,,
1580,0.31438549,919402.0736,445779.3959,,,
1581,0.31401168,910683.3984,441932.2987,,,
1582,0.31358003,902022.9114,438164.8534,,,
1583,0.31303891,893646.1178,434636.965,,,
1584,0.31247921,885464.8611,431213.2719,,,
1585,0.31195605,877259.7404,427732.4037,,,
1586,0.31141656,868622.8414,424047.6747,,,
1587,0.31083286,859501.2193,420158.966,,,
1588,0.31026094,850615.681,416363.2983,,,
1589,0.30971709,842321.3211,412819.9737,,,
1590,0.30910287,833998.9851,409319.7064,,,
1591,0.30838541,825274.6652,405707.5645,,,
1592,0.30771653,816570.3751,402047.2438,,,
1593,0.3071651,808155.9699,398409.8707,,,
1594,0.30655102,799744.122,394820.8107,,,
1595,0.30576184,791243.6655,391334.7425,,,
1596,0.30492108,783149.4178,388082.0441,,,
1597,0.30413761,775330.8713,384901.3811,,,
1598,0.30340541,766140.7661,380980.8628,,,
1599,0.30269107,755268.7654,376192.7773,,,
1600,0.30195066,745670.0633,372045.495,,,
1601,0.30116544,738747.1833,369258.415,,,
1602,0.30035104,731810.8654,366477.9184,,,
1603,0.29951114,722990.6248,362761.7801,,,
1604,0.29863645,713083.6648,358512.283,,,
1605,0.29774205,703330.8479,354337.9104,,,
1606,0.29689101,695199.4322,350928.302,,,
1607,0.2961037,688871.7774,348365.1407,,,
1608,0.2952951,682164.6786,345616.2307,,,
1609,0.29440694,673970.8834,342163.9019,,,
1610,0.29346521,665436.9557,338564.7278,,,
1611,0.29252356,657370.4876,335186.596,,,
1612,0.2916578,649684.6043,331928.6789,,,
1613,0.29088473,641807.3213,328488.3258,,,
1614,0.29012636,632614.4735,324349.149,,,
1615,0.28931774,622627.7794,319823.7791,,,
1616,0.28843744,614544.1553,316311.9868,,,
1617,0.28751549,608590.1486,313913.0894,,,
1618,0.28661918,601898.497,311102.9112,,,
1619,0.2857695,593265.6655,307241.3823,,,
1620,0.28494873,583511.9276,302761.751,,,
1621,0.28415754,574111.6195,298427.4674,,,
1622,0.28341661,566920.8135,295192.8211,,,
1623,0.28267952,561265.9381,292744.7875,,,
1624,0.28183861,554512.3035,289782.7842,,,
1625,0.28095509,546446.3769,286149.1498,,,
1626,0.28021213,538553.252,282498.7475,,,
1627,0.27954903,531097.6322,279013.5752,,,
1628,0.27876165,523605.907,275576.9489,,,
1629,0.27787756,516033.2283,272144.8426,,,
1630,0.27704442,508551.4036,268714.0878,,,
1631,0.27631985,501219.6363,265282.2725,,,
1632,0.27569488,493999.653,261837.4478,,,
1633,0.27501074,486580.2112,258311.4761,,,
1634,0.27412906,478716.578,254653.3575,,,
1635,0.27330283,470922.0696,250984.1018,,,
1636,0.27277489,463687.2402,247428.8013,,,
1637,0.27226461,456625.7323,243947.1624,,,
1638,0.27153027,449356.4921,240469.9162,,,
1639,0.27083915,442079.5596,236952.4926,,,
1640,0.27035941,434963.7569,233396.1374,,,
1641,0.26979926,427883.6265,229893.3507,,,
1642,0.26901607,420821.7524,226507.2534,,,
1643,0.26825942,414001.6883,223224.9291,,,
1644,0.26766061,407165.55,219841.8731,,,
1645,0.26712462,399441.1819,215937.5725,,,
1646,0.26663305,391251.0713,211749.5447,,,
1647,0.26626434,384247.6621,208135.8527,,,
1648,0.26590445,378173.732,205015.6024,,,
1649,0.26530829,371406.5262,201623.5409,,,
1650,0.26463937,363775.5838,197785.3761,,,
1651,0.26426,355953.121,193701.4201,,,
1652,0.26408488,348549.0816,189748.8098,,,
1653,0.26385688,341909.6175,186232.0567,,,
1654,0.26348706,335286.614,182780.2025,,,
1655,0.26298632,327945.5333,178984.4905,,,
1656,0.2625398,320223.1555,174949.5896,,,
1657,0.26225209,312482.7425,170833.8558,,,
1658,0.26193381,304669.473,166684.466,,,
1659,0.26153505,296577.9098,162406.6288,,,
1660,0.2613058,287883.3414,157728.7036,,,
1661,0.26130127,278896.4089,152806.439,,,
1662,0.2613222,270517.6243,148208.5869,,,
1663,0.26129084,262427.3986,143786.5739,,,
1664,0.26123734,253545.1509,138937.017,,,
1665,0.26118594,243886.3598,133660.0339,,,
1666,0.26117164,233990.9286,128241.142,,,
1667,0.26130068,224356.9541,122924.6135,,,
1668,0.26159069,215205.0275,117831.5857,,,
1669,0.26166462,205963.4317,112752.3235,,,
1670,0.26139033,196289.3693,107524.2578,,,
1671,0.26136768,186545.1056,102191.8302,,,
1672,0.26176216,176971.9892,96859.53278,,,
1673,0.26200762,167577.832,91666.14111,,,
1674,0.26218634,158400.7696,86610.57943,,,
1675,0.26293833,149509.3941,81607.51454,,,
1676,0.26410637,140955.5066,76731.85076,,,
1677,0.26514304,132738.9622,72086.7384,,,
1678,0.26592559,124676.7019,67586.46256,,,
1679,0.26656916,116719.3715,63179.15048,,,
1680,0.26747361,109236.7899,59005.88335,,,
1681,0.26871831,102316.4841,55109.60494,,,
1682,0.26975809,95603.61008,51370.78532,,,
1683,0.27044072,89107.00748,47804.75973,,,
1684,0.2710743,83108.24794,44521.5039,,,
1685,0.27203996,77590.52566,41473.31327,,,
1686,0.27353582,72429.86175,38581.74214,,,
1687,0.27467872,67612.54459,35921.01164,,,
1688,0.27494009,63119.53995,33513.80434,,,
1689,0.2755396,58873.2393,31216.07791,,,
1690,0.27695179,54867.43562,28997.65446,,,
1691,0.27829297,51171.52308,26960.96139,,,
1692,0.27919957,47782.98466,25123.12742,,,
1693,0.27976969,44649.05248,23444.58534,,,
1694,0.28021955,41684.1537,21865.0986,,,
1695,0.28085071,38868.73166,20358.68184,,,
1696,0.28199636,36340.84045,18984.47563,,,
1697,0.28317105,34091.71157,17761.42294,,,
1698,0.28297474,31949.15368,16652.69848,,,
1699,0.28221323,29925.65297,15625.37346,,,
1700,0.28260378,28109.97598,14664.14326,,,
