Batch Number,B2500166,,,,,,,
Category,Pet Food,,,,,,,
Specie,Dog,,,,,,,
Family,Healthcare,,,,,,,
Brand,PETFLAKES,,,,,,,
Product Code,DDF040021,,,,,,,
Product name,PETFLAKES Maintenance - Mini Adult Dog 4  Kg,,,,,,,
NIR-Code,M20260202-00080,,,,,,,
FileTitle:,IAS_Spectrum,,,,,,,
Head:,Reference,Sample,,,,,,
System Temp hundredths:,2493,2557,,,,,,
Detector Temp hundredths:,0,0,,,,,,
Humidity hundredths:,5481,5420,,,,,,
Lamp PD:,91,92,,,,,,
Tec Temp:,0,,,,,,,
Product SN:,8B6YK9LO,,,,,,,
Serial Number:,5B25203,,,,,,,
Scan Config Name:,IAS5100,,,,,,,
Scan Config Type:,2,,,,,,,
Start wavelength in nm:,900,,,,,,,
End wavelength in nm:,1700,,,,,,,
Pattern Pixel Width:,13,,,,,,,
Exposure Time:,0,,,,,,,
Measurement points:,105,,,,,,,
Number of Measurement points:,801,,,,,,,
Num Repeats:,90,90,,,,,,
PGA Gain:,64,64,,,,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original,,,
1288,0.30028423,2754624.458,1379679.378,,,,,
1289,0.30007674,2759291.006,1382677.072,,,,,
1290,0.29987225,2763883.249,1385630.538,,,,,
1291,0.29967173,2768401.905,1388536.861,,,,,
1292,0.29947683,2772845.453,1391389.859,,,,,
1293,0.29928935,2777211.883,1394182.63,,,,,
1294,0.29911105,2781499.186,1396908.275,,,,,
1295,0.29894369,2785705.351,1399559.894,,,,,
1296,0.29878902,2789828.367,1402130.585,,,,,
1297,0.29864879,2793866.224,1404613.447,,,,,
1298,0.29852471,2797816.913,1407001.582,,,,,
1299,0.2984185,2801678.423,1409288.088,,,,,
1300,0.29833152,2805447.23,1411466.517,,,,,
1301,0.29826388,2809114.84,1413531.909,,,,,
1302,0.29821543,2812671.732,1415479.61,,,,,
1303,0.29818606,2816108.388,1417304.968,,,,,
1304,0.29817564,2819415.288,1419003.326,,,,,
1305,0.29818406,2822582.915,1420570.032,,,,,
1306,0.29821122,2825601.748,1422000.432,,,,,
1307,0.29825703,2828462.27,1423289.872,,,,,
1308,0.2983214,2831154.963,1424433.697,,,,,
1309,0.29840468,2833672.859,1425427.165,,,,,
1310,0.29850839,2836016.191,1426265.285,,,,,
1311,0.29863429,2838186.463,1426943.02,,,,,
1312,0.29878413,2840185.177,1427455.334,,,,,
1313,0.29895966,2842013.834,1427797.192,,,,,
1314,0.29916267,2843673.937,1427963.556,,,,,
1315,0.29939494,2845166.988,1427949.393,,,,,
1316,0.29965828,2846494.489,1427749.665,,,,,
1317,0.2999545,2847657.941,1427359.341,,,,,
1318,0.30028505,2848658.531,1426774.508,,,,,
1319,0.30065053,2849496.736,1425993.777,,,,,
1320,0.30105144,2850172.938,1425016.105,,,,,
1321,0.30148829,2850687.518,1423840.446,,,,,
1322,0.30196162,2851040.856,1422465.758,,,,,
1323,0.302472,2851233.335,1420890.998,,,,,
1324,0.30302001,2851265.335,1419115.121,,,,,
1325,0.30360626,2851137.236,1417137.084,,,,,
1326,0.30423139,2850849.399,1414955.835,,,,,
1327,0.30489601,2850400.567,1412569.685,,,,,
1328,0.30560068,2849786.749,1409975.868,,,,,
1329,0.30634598,2849003.696,1407171.515,,,,,
1330,0.30713251,2848047.155,1404153.757,,,,,
1331,0.30796093,2846912.874,1400919.725,,,,,
1332,0.30883191,2845596.602,1397466.549,,,,,
1333,0.30974619,2844094.087,1393791.361,,,,,
1334,0.31070453,2842401.077,1389891.291,,,,,
1335,0.3117077,2840513.302,1385763.516,,,,,
1336,0.312756,2838425.868,1381406.678,,,,,
1337,0.31384908,2836133.14,1376821.172,,,,,
1338,0.31498657,2833629.436,1372007.493,,,,,
1339,0.31616817,2830909.078,1366966.136,,,,,
1340,0.31739357,2827966.387,1361697.598,,,,,
1341,0.31866254,2824795.682,1356202.374,,,,,
1342,0.31997486,2821391.284,1350480.959,,,,,
1343,0.32133033,2817747.514,1344533.85,,,,,
1344,0.32272876,2813859.27,1338362.051,,,,,
1345,0.32416874,2809730.545,1331974.558,,,,,
1346,0.32564793,2805372.563,1325386.722,,,,,
1347,0.32716389,2800796.747,1318614.071,,,,,
1348,0.32871413,2796014.522,1311672.131,,,,,
1349,0.33029611,2791037.311,1304576.43,,,,,
1350,0.33190722,2785876.537,1297342.495,,,,,
1351,0.33354477,2780543.625,1289985.853,,,,,
1352,0.33520598,2775049.999,1282522.031,,,,,
1353,0.33688804,2769407.179,1274966.51,,,,,
1354,0.33858829,2763627.497,1267334.385,,,,,
1355,0.34030411,2757723.683,1259640.564,,,,,
1356,0.3420328,2751708.469,1251899.953,,,,,
1357,0.34377154,2745594.588,1244127.456,,,,,
1358,0.34551741,2739394.772,1236337.979,,,,,
1359,0.34726741,2733121.755,1228546.428,,,,,
1360,0.34901838,2726788.269,1220767.708,,,,,
1361,0.3507671,2720407.045,1213016.724,,,,,
1362,0.35251104,2713984.652,1205303.305,,,,,
1363,0.35425137,2707500.378,1197614.811,,,,,
1364,0.35599039,2700925.969,1189932.39,,,,,
1365,0.35773056,2694233.172,1182237.194,,,,,
1366,0.35947444,2687393.731,1174510.369,,,,,
1367,0.36122476,2680379.395,1166733.066,,,,,
1368,0.36298439,2673161.908,1158886.433,,,,,
1369,0.36475632,2665713.017,1150951.619,,,,,
1370,0.36654376,2658004.498,1142909.789,,,,,
1371,0.36834987,2650015.615,1134745.738,,,,,
1372,0.37017761,2641742.887,1126452.631,,,,,
1373,0.37202997,2633185.258,1118024.812,,,,,
1374,0.37391005,2624341.67,1109456.621,,,,,
1375,0.37582105,2615211.065,1100742.402,,,,,
1376,0.37776629,2605792.388,1091876.495,,,,,
1377,0.37974924,2596084.581,1082853.243,,,,,
1378,0.38177346,2586086.587,1073666.988,,,,,
1379,0.3838427,2575798.269,1064312.471,,,,,
1380,0.38596053,2565249.413,1054797.448,,,,,
1381,0.38813021,2554505.616,1045145.248,,,,,
1382,0.3903549,2543634.578,1035380.114,,,,,
1383,0.39263764,2532704.003,1025526.291,,,,,
1384,0.39498135,2521781.593,1015608.024,,,,,
1385,0.39738881,2510935.051,1005649.556,,,,,
1386,0.39986266,2500232.077,995675.1321,,,,,
1387,0.40240534,2489740.376,985708.9969,,,,,
1388,0.40501924,2479524.719,975773.9148,,,,,
1389,0.4077081,2469619.045,965877.081,,,,,
1390,0.41047663,2460038.843,956016.3719,,,,,
1391,0.41332961,2450799.348,946189.5382,,,,,
1392,0.41627191,2441915.8,936394.3306,,,,,
1393,0.41930846,2433403.435,926628.4998,,,,,
1394,0.4224443,2425277.491,916889.7965,,,,,
1395,0.4256845,2417553.207,907175.9713,,,,,
1396,0.42903425,2410245.818,897484.775,,,,,
1397,0.43249847,2403369.068,887814.0178,,,,,
1398,0.43608088,2396930.303,878161.765,,,,,
1399,0.4397849,2390935.163,868526.1495,,,,,
1400,0.44361398,2385389.29,858905.3046,,,,,
1401,0.44757161,2380298.323,849297.3634,,,,,
1402,0.45166134,2375667.903,839700.459,,,,,
1403,0.45588673,2371503.67,830112.7246,,,,,
1404,0.4602514,2367811.265,820532.2933,,,,,
1405,0.46475897,2364596.159,810957.3378,,,,,
1406,0.46940833,2361848.518,801389.6053,,,,,
1407,0.47418982,2359531.214,791837.2175,,,,,
1408,0.47909261,2357604.299,782308.9548,,,,,
1409,0.48410566,2356027.825,772813.5976,,,,,
1410,0.48921763,2354761.844,763359.9266,,,,,
1411,0.49441694,2353766.407,753956.7221,,,,,
1412,0.49969174,2353001.567,744612.7647,,,,,
1413,0.5050299,2352427.375,735336.8348,,,,,
1414,0.510419,2352004.317,726137.9194,,,,,
1415,0.51584564,2351699.274,717028.0444,,,,,
1416,0.52129555,2351483.99,708021.5484,,,,,
1417,0.52675395,2351330.335,699132.8281,,,,,
1418,0.53220559,2351210.177,690376.2802,,,,,
1419,0.53763472,2351095.384,681766.3014,,,,,
1420,0.54302507,2350957.823,673317.2885,,,,,
1421,0.54835988,2350769.364,665043.638,,,,,
1422,0.55362184,2350501.874,656959.7468,,,,,
1423,0.55879483,2350130.8,649078.4659,,,,,
1424,0.56387026,2349648.365,641405.4002,,,,,
1425,0.56884166,2349051.706,633944.0323,,,,,
1426,0.5737024,2348337.96,626697.8449,,,,,
1427,0.57844569,2347504.264,619670.3205,,,,,
1428,0.58306462,2346547.755,612864.9417,,,,,
1429,0.5875521,2345465.569,606285.1911,,,,,
1430,0.59190095,2344254.844,599934.5511,,,,,
1431,0.59610387,2342912.744,593816.4781,,,,,
1432,0.60015521,2341438.296,587932.5538,,,,,
1433,0.60405216,2339833.608,582281.2669,,,,,
1434,0.60779224,2338101.074,576860.8166,,,,,
1435,0.61137308,2336243.091,571669.4022,,,,,
1436,0.61479239,2334262.052,566705.2232,,,,,
1437,0.618048,2332160.353,561966.4788,,,,,
1438,0.62113782,2329940.389,557451.3683,,,,,
1439,0.62405993,2327604.555,553158.0912,,,,,
1440,0.62681291,2325155.159,549084.2976,,,,,
1441,0.62939999,2322593.604,545221.8332,,,,,
1442,0.63182733,2319920.744,541559.0554,,,,,
1443,0.63410149,2317137.426,538084.2739,,,,,
1444,0.63622937,2314244.5,534785.7985,,,,,
1445,0.63821817,2311242.812,531651.939,,,,,
1446,0.64007538,2308133.211,528671.0052,,,,,
1447,0.64180877,2304916.544,525831.3069,,,,,
1448,0.64342637,2301593.659,523121.1542,,,,,
1449,0.64493576,2298163.988,520529.3907,,,,,
1450,0.64634258,2294622.734,518046.4582,,,,,
1451,0.64765227,2290964.306,515663.0968,,,,,
1452,0.64887041,2287183.115,513370.0464,,,,,
1453,0.65000275,2283273.573,511158.047,,,,,
1454,0.65105517,2279230.09,509017.8387,,,,,
1455,0.65203369,2275047.076,506940.1613,,,,,
1456,0.65294446,2270718.943,504915.755,,,,,
1457,0.65379362,2266240.326,502935.5585,,,,,
1458,0.65458474,2261610.519,500994.6364,,,,,
1459,0.6553189,2256833.206,499091.9451,,,,,
1460,0.65599712,2251912.248,497226.5926,,,,,
1461,0.6566204,2246851.502,495397.6872,,,,,
1462,0.65718977,2241654.825,493604.3371,,,,,
1463,0.65770629,2236326.076,491845.6504,,,,,
1464,0.65817101,2230869.114,490120.7353,,,,,
1465,0.65858501,2225287.796,488428.7,,,,,
1466,0.65894976,2219584.945,486767.9845,,,,,
1467,0.65926851,2213758.855,485134.1018,,,,,
1468,0.659545,2207806.579,483521.764,,,,,
1469,0.65978304,2201725.167,481925.6828,,,,,
1470,0.65998648,2195511.674,480340.5702,,,,,
1471,0.66015924,2189163.15,478761.1381,,,,,
1472,0.66030526,2182676.65,477182.0984,,,,,
1473,0.66042855,2176049.224,475598.163,,,,,
1474,0.66053309,2169277.97,474004.1181,,,,,
1475,0.66062109,2162361.369,472397.0584,,,,,
1476,0.6606926,2155299.519,470776.7793,,,,,
1477,0.66074755,2148092.612,469143.2292,,,,,
1478,0.66078586,2140740.837,467496.3566,,,,,
1479,0.66080746,2133244.386,465836.1099,,,,,
1480,0.66081225,2125603.448,464162.4378,,,,,
1481,0.66080015,2117818.217,462475.2886,,,,,
1482,0.66077104,2109888.88,460774.6109,,,,,
1483,0.6607246,2101815.95,459060.6647,,,,,
1484,0.66065936,2093601.492,457335.2293,,,,,
1485,0.66057349,2085248.046,455600.5469,,,,,
1486,0.66046511,2076758.154,453858.8594,,,,,
1487,0.66033232,2068134.356,452112.4089,,,,,
1488,0.6601732,2059379.193,450363.4375,,,,,
1489,0.65998575,2050495.205,448614.1873,,,,,
1490,0.65976799,2041484.932,446866.9002,,,,,
1491,0.65951789,2032350.986,445123.8068,,,,,
1492,0.65923416,2023097.999,443386.803,,,,,
1493,0.65891635,2013732.887,441657.4062,,,,,
1494,0.65856404,2004262.689,439937.1138,,,,,
1495,0.65817683,1994694.447,438227.4228,,,,,
1496,0.65775428,1985035.198,436529.8307,,,,,
1497,0.65729599,1975291.984,434845.8346,,,,,
1498,0.65680151,1965471.842,433176.9317,,,,,
1499,0.65627041,1955581.815,431524.6194,,,,,
1500,0.65570263,1945627.869,429889.8065,,,,,
1501,0.65509953,1935611.673,428271.0375,,,,,
1502,0.65446285,1925533.813,426666.263,,,,,
1503,0.65379436,1915394.875,425073.4336,,,,,
1504,0.65309586,1905195.446,423490.4997,,,,,
1505,0.65236918,1894936.112,421915.4119,,,,,
1506,0.65161617,1884617.461,420346.1209,,,,,
1507,0.65083869,1874240.077,418780.577,,,,,
1508,0.65003869,1863804.569,417216.6952,,,,,
1509,0.64921886,1853311.89,415651.7895,,,,,
1510,0.64838249,1842763.283,414082.6753,,,,,
1511,0.64753297,1832159.997,412506.153,,,,,
1512,0.64667371,1821503.285,410919.0228,,,,,
1513,0.64580821,1810794.395,409318.0852,,,,,
1514,0.64493999,1800034.58,407700.1402,,,,,
1515,0.64407264,1789225.089,406061.9884,,,,,
1516,0.64320982,1778367.175,404400.4333,,,,,
1517,0.64235422,1767462.387,402713.2905,,,,,
1518,0.64150612,1756512.993,401000.8111,,,,,
1519,0.64066545,1745521.365,399263.605,,,,,
1520,0.63983214,1734489.876,397502.2823,,,,,
1521,0.63900615,1723420.9,395717.4529,,,,,
1522,0.63818741,1712316.808,393909.7266,,,,,
1523,0.63737589,1701179.975,392079.7135,,,,,
1524,0.63657153,1690012.772,390228.0235,,,,,
1525,0.63577445,1678817.823,388355.1934,,,,,
1526,0.63498584,1667599.566,386461.2295,,,,,
1527,0.63420739,1656363.237,384545.904,,,,,
1528,0.63344085,1645114.078,382608.9883,,,,,
1529,0.63268801,1633857.329,380650.2537,,,,,
1530,0.63195071,1622598.232,378669.4713,,,,,
1531,0.63123084,1611342.027,376666.4126,,,,,
1532,0.63053036,1600093.955,374640.8488,,,,,
1533,0.62985119,1588859.222,372592.6075,,,,,
1534,0.62919331,1577642.121,370523.0078,,,,,
1535,0.62855456,1566445.96,368434.9777,,,,,
1536,0.62793262,1555273.996,366331.5254,,,,,
1537,0.6273251,1544129.487,364215.6586,,,,,
1538,0.62672961,1533015.691,362090.3855,,,,,
1539,0.62614366,1521935.866,359958.7139,,,,,
1540,0.62556474,1510893.271,357823.6518,,,,,
1541,0.62499028,1499891.158,355688.2036,,,,,
1542,0.6244186,1488931.157,353554.2125,,,,,
1543,0.62385031,1478010.96,351420.705,,,,,
1544,0.62328637,1467127.675,349286.2892,,,,,
1545,0.62272777,1456278.408,347149.5731,,,,,
1546,0.62217553,1445460.267,345009.1647,,,,,
1547,0.62163065,1434670.359,342863.672,,,,,
1548,0.6210942,1423905.79,340711.703,,,,,
1549,0.62056725,1413163.669,338551.8658,,,,,
1550,0.62005087,1402441.589,336382.9007,,,,,
1551,0.61954606,1391739.734,334204.2513,,,,,
1552,0.6190538,1381059.142,332015.5934,,,,,
1553,0.61857511,1370400.852,329816.6029,,,,,
1554,0.61811103,1359765.901,327606.9558,,,,,
1555,0.61766265,1349155.329,325386.3279,,,,,
1556,0.61723108,1338570.174,323154.3951,,,,,
1557,0.61681745,1328011.474,320910.8335,,,,,
1558,0.6164228,1317480.062,318655.3759,,,,,
1559,0.61604658,1306974.485,316388.3862,,,,,
1560,0.61568718,1296491.87,314110.62,,,,,
1561,0.61534295,1286029.324,311822.8388,,,,,
1562,0.61501219,1275583.953,309525.8042,,,,,
1563,0.61469313,1265152.862,307220.2777,,,,,
1564,0.61438395,1254733.16,304907.0208,,,,,
1565,0.61408279,1244321.95,302586.7951,,,,,
1566,0.61378766,1233916.422,300260.4154,,,,,
1567,0.61349538,1223515.663,297929.9444,,,,,
1568,0.61320148,1213120.68,295598.706,,,,,
1569,0.61290131,1202732.567,293270.0799,,,,,
1570,0.61259009,1192352.417,290947.4458,,,,,
1571,0.61226285,1181981.324,288634.1834,,,,,
1572,0.61191449,1171620.38,286333.6723,,,,,
1573,0.61153975,1161270.678,284049.2923,,,,,
1574,0.61113322,1150933.293,281784.3883,,,,,
1575,0.6106918,1140608.336,279540.5036,,,,,
1576,0.61021584,1130294.507,277316.5428,,,,,
1577,0.60970603,1119990.394,275111.2003,,,,,
1578,0.60916306,1109694.583,272923.1707,,,,,
1579,0.60858766,1099405.663,270751.1484,,,,,
1580,0.60798059,1089122.222,268593.828,,,,,
1581,0.60734262,1078842.846,266449.904,,,,,
1582,0.60667454,1068566.143,264318.078,,,,,
1583,0.6059768,1058292.957,262197.8348,,,,,
1584,0.60524914,1048028.361,260090.1444,,,,,
1585,0.60449121,1037777.906,257996.142,,,,,
1586,0.60370268,1027547.139,255916.9628,,,,,
1587,0.60288324,1017341.608,253853.7422,,,,,
1588,0.60203257,1007166.862,251807.6154,,,,,
1589,0.60115038,997028.4495,249779.7177,,,,,
1590,0.6002364,986931.8965,247771.1772,,,,,
1591,0.59929093,976878.7653,245781.8121,,,,,
1592,0.59831547,966862.06,243808.613,,,,,
1593,0.59731174,956873.6706,241848.2021,,,,,
1594,0.59628145,946905.4866,239897.2017,,,,,
1595,0.59522635,936949.3979,237952.2342,,,,,
1596,0.59414821,926997.2943,236009.9219,,,,,
1597,0.5930488,917041.0654,234066.887,,,,,
1598,0.59192995,907072.6267,232119.7576,,,,,
1599,0.59079375,897088.3737,230166.1617,,,,,
1600,0.58964297,887094.2579,228205.8605,,,,,
1601,0.58848059,877097.4586,226238.8891,,,,,
1602,0.58730972,867105.1551,224265.2828,,,,,
1603,0.58613362,857124.5265,222285.0767,,,,,
1604,0.5849557,847162.7523,220298.306,,,,,
1605,0.58377954,837227.0115,218305.0058,,,,,
1606,0.58260888,827324.4566,216305.2133,,,,,
1607,0.58144587,817459.6544,214299.1534,,,,,
1608,0.58028957,807632.477,212287.3917,,,,,
1609,0.57913865,797842.3003,210270.5301,,,,,
1610,0.57799171,788088.4999,208249.1704,,,,,
1611,0.57684732,778370.4515,206223.9142,,,,,
1612,0.57570396,768687.5309,204195.3635,,,,,
1613,0.57456008,759039.1138,202164.1199,,,,,
1614,0.57341407,749424.6166,200130.7796,,,,,
1615,0.57226576,739845.1357,198095.7047,,,,,
1616,0.57111702,730304.0043,196058.9457,,,,,
1617,0.56996993,720804.711,194020.5316,,,,,
1618,0.56882669,711350.7446,191980.4912,,,,,
1619,0.56768964,701945.5935,189938.8535,,,,,
1620,0.56656122,692592.7464,187895.6473,,,,,
1621,0.56544401,683295.6919,185850.9016,,,,,
1622,0.56434067,674057.6515,183804.5969,,,,,
1623,0.563253,664877.2763,181755.8876,,,,,
1624,0.562182,655749.3807,179703.2339,,,,,
1625,0.56112864,646668.6598,177645.075,,,,,
1626,0.56009394,637629.8092,175579.8496,,,,,
1627,0.5590789,628627.5239,173505.9967,,,,,
1628,0.55808456,619656.4994,171421.9553,,,,,
1629,0.55711198,610711.4308,169326.1643,,,,,
1630,0.5561619,601788.0539,167217.4747,,,,,
1631,0.55523279,592889.6132,165097.7128,,,,,
1632,0.554322,584022.6495,162970.0107,,,,,
1633,0.5534268,575193.7181,160837.5062,,,,,
1634,0.55254437,566409.3741,158703.3371,,,,,
1635,0.55167176,557676.1725,156570.6411,,,,,
1636,0.55080589,549000.6684,154442.5562,,,,,
1637,0.54994358,540389.4137,152322.2181,,,,,
1638,0.54908414,531845.9531,150210.9943,,,,,
1639,0.54823453,523365.2837,148105.2265,,,,,
1640,0.54740343,514940.8944,146000.3691,,,,,
1641,0.5466,506566.2739,143891.8766,,,,,
1642,0.54583388,498234.9112,141775.2035,,,,,
1643,0.54511527,489940.295,139645.8044,,,,,
1644,0.54445497,481675.914,137499.1337,,,,,
1645,0.54386413,473435.2202,135330.7316,,,,,
1646,0.54334721,465210.7882,133138.1639,,,,,
1647,0.54290129,456994.3025,130921.0542,,,,,
1648,0.54252291,448777.4076,128679.1177,,,,,
1649,0.54220839,440551.7478,126412.0698,,,,,
1650,0.54195379,432308.9679,124119.6259,,,,,
1651,0.54175491,424040.7121,121801.5013,,,,,
1652,0.54160728,415738.6251,119457.4114,,,,,
1653,0.54150784,407392.5634,117086.0787,,,,,
1654,0.54146184,398984.0138,114681.5774,,,,,
1655,0.54147757,390492.0158,112236.6229,,,,,
1656,0.54156416,381895.609,109743.9303,,,,,
1657,0.54173173,373173.8327,107196.2149,,,,,
1658,0.54199165,364305.7262,104586.1916,,,,,
1659,0.54235673,355270.3288,101906.5758,,,,,
1660,0.54284114,346047.138,99150.32143,,,,,
1661,0.54344888,336627.247,96316.43197,,,,,
1662,0.5441716,327013.9696,93410.28593,,,,,
1663,0.54499965,317211.2021,90437.56583,,,,,
1664,0.54592242,307222.841,87403.95422,,,,,
1665,0.54692809,297052.7828,84315.13364,,,,,
1666,0.5480033,286704.9239,81176.78662,,,,,
1667,0.54913269,276183.1669,77994.59683,,,,,
1668,0.55030395,265500.8572,74775.95732,,,,,
1669,0.55151967,254699.8288,71533.41847,,,,,
1670,0.55278558,243827.2668,68280.49936,,,,,
1671,0.55410753,232930.3563,65030.71908,,,,,
1672,0.55549148,222056.2824,61797.59671,,,,,
1673,0.55694333,211252.2304,58594.65135,,,,,
1674,0.55846878,200565.3853,55435.40208,,,,,
1675,0.56007382,190041.828,52332.96938,,,,,
1676,0.56177008,179719.3851,49297.49422,,,,,
1677,0.56357304,169632.1473,46337.76891,,,,,
1678,0.56549983,159814.1864,43462.57913,,,,,
1679,0.56756922,150299.5747,40680.71052,,,,,
1680,0.56980146,141122.384,38000.94877,,,,,
1681,0.57221797,132316.6864,35432.07952,,,,,
1682,0.57483946,123915.1736,32982.61078,,,,,
1683,0.5776664,115928.9721,30656.71313,,,,,
1684,0.580677,108352.1301,28455.1221,,,,,
1685,0.58383732,101178.2281,26378.47918,,,,,
1686,0.58709819,94400.84655,24427.42581,,,,,
1687,0.59039115,88013.56587,22602.60347,,,,,
1688,0.59362366,82009.96652,20904.65362,,,,,
1689,0.59667624,76383.4907,19334.06901,,,,,
1690,0.59946603,71124.03557,17887.52954,,,,,
1691,0.6019751,66217.73806,16557.67075,,,,,
1692,0.60419846,61650.55366,15336.93308,,,,,
1693,0.60614464,57408.43792,14217.75696,,,,,
1694,0.60784002,53477.34633,13192.58285,,,,,
1695,0.60933362,49843.23444,12253.85119,,,,,
1696,0.61070028,46492.01783,11394.04987,,,,,
1697,0.61198423,43408.52685,10606.95734,,,,,
1698,0.61317548,40576.40455,9887.763848,,,,,
1699,0.61426304,37979.23364,9231.731416,,,,,
1700,0.61523909,35600.59682,8634.122072,,,,,
