Batch Number,B2600082,,,,,,,
Category,Poultry,,,,,,,
Specie,Chicken,,,,,,,
Family,Layer Baladi,,,,,,,
Brand,FARMFLAKES,,,,,,,
Product Code,PPEG250201 ,,,,,,,
Product name, CHICKEN FEED - BALADI GROWER 1,,,,,,,
NIR-Code,D20260211-00103,,,,,,,
FileTitle:,IAS_Spectrum,,,,,,,
Head:,Reference,Sample,,,,,,
System Temp hundredths:,2325,2482,,,,,,
Detector Temp hundredths:,0,0,,,,,,
Humidity hundredths:,4936,4588,,,,,,
Lamp PD:,93,94,,,,,,
Tec Temp:,0,,,,,,,
Product SN:,8B6YK9LO,,,,,,,
Serial Number:,5B25203,,,,,,,
Scan Config Name:,IAS5100,,,,,,,
Scan Config Type:,2,,,,,,,
Start wavelength in nm:,900,,,,,,,
End wavelength in nm:,1700,,,,,,,
Pattern Pixel Width:,11,,,,,,,
Exposure Time:,0,,,,,,,
Measurement points:,420,,,,,,,
Number of Measurement points:,801,,,,,,,
Num Repeats:,90,90,,,,,,
PGA Gain:,64,64,,,,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original,,,
1241,0.08421606,2064671.356,1700728.043,1956512,1746534,,,
1242,0.08372421,2065210.15,1703099.562,1963750,1750871,,,
1243,0.08328156,2064685.053,1704402.862,1970070,1754254,,,
1244,0.08287685,2065807.256,1706919.143,1966479,1748587,,,
1245,0.08248357,2071674.313,1713317.719,1980091,1758551,,,
1246,0.08209114,2081905.048,1723335.275,1987989,1763130,,,
1247,0.08170385,2092041.1,1733270.579,1981629,1755267,,,
1248,0.08132661,2099170.838,1740688.943,1995086,1765334,,,
1249,0.08097129,2104991.396,1746944.218,1999072,1766600,,,
1250,0.08064957,2111662.623,1753779.387,2001292,1766666,,,
1251,0.08035722,2119657.831,1761605.039,2003893,1767024,,,
1252,0.08008386,2128719.362,1770249.788,1996758,1758893,,,
1253,0.07982214,2137082.183,1778275.66,2003803,1763418,,,
1254,0.07956638,2141767.813,1783224.451,2007067,1765005,,,
1255,0.0793157,2143093.626,1785358.521,1998021,1755379,,,
1256,0.07908074,2147242.39,1789782.807,2006700,1761963,,,
1257,0.07887067,2158653.424,1800164.725,2002961,1757568,,,
1258,0.07867488,2172524.236,1812548.993,1996947,1751181,,,
1259,0.07847795,2182333.561,1821558.733,1991223,1745720,,,
1260,0.07828439,2186901.804,1826185.504,1985203,1740102,,,
1261,0.07811003,2188041.006,1827870.512,1977105,1732962,,,
1262,0.07795506,2188864.552,1829211.113,1972190,1728832,,,
1263,0.07780193,2193934.912,1834094.909,1964585,1722821,,,
1264,0.07764443,2205039.192,1844046.575,1956700,1716906,,,
1265,0.0775026,2217073.63,1854716.426,1949796,1712024,,,
1266,0.07739225,2225036.959,1861851.265,1942585,1707089,,,
1267,0.07729464,2230000.047,1866423.67,1934419,1701669,,,
1268,0.07718251,2234917.702,1871022.576,1914830,1686086,,,
1269,0.07705651,2240577.365,1876304.99,1912649,1685953,,,
1270,0.0769364,2246229.453,1881558.447,1903223,1679258,,,
1271,0.07683016,2251535.312,1886464.365,1876424,1657340,,,
1272,0.07672865,2256795.801,1891313.922,1867526,1650813,,,
1273,0.0766256,2262288.03,1896366.595,1846087,1632865,,,
1274,0.07652692,2268067.798,1901643.538,1820018,1610721,,,
1275,0.07643825,2274048.367,1907047.241,1792063,1586412,,,
1276,0.07634876,2279467.3,1911985.544,1753035,1552084,,,
1277,0.07624218,2283384.631,1915741.446,1726161,1528059,,,
1278,0.0761234,2286545.846,1918918.414,1695062,1499852,,,
1279,0.07601498,2291077.329,1923201.419,1651698,1460581,,,
1280,0.07592324,2297394.634,1928911.786,1623437,1434468,,,
1281,0.07582651,2303021.513,1934066.852,1582766,1397343,,,
1282,0.07570904,2306184.375,1937246.943,1538725,1357151,,,
1283,0.07558472,2308432.32,1939690.45,1492340,1314761,,,
1284,0.07547088,2311748.292,1942985.993,1443461,1270239,,,
1285,0.07536126,2316067.117,1947107.294,1389260,1221227,,,
1286,0.07523985,2320451.443,1951338.602,1333223,1170689,,,
1287,0.07510953,2324945.017,1955704.147,1272651,1116251,,,
1288,0.07498999,2330449,1960873.683,1209408,1059852,,,
1289,0.07489221,2336183.457,1966141.351,1144733,1002122,,,
1290,0.07481087,2338410.344,1968384.128,1078665,943447,,,
1291,0.07473793,2335333.356,1966124.23,1011059,883717,,,
1292,0.07466296,2333006.308,1964504.166,935699,817260,,,
1293,0.07457823,2337935.847,1969039.208,866607,756213,,,
1294,0.07449405,2347129.155,1977165.119,789040,688084,,,
1295,0.07442745,2353555.781,1982882.801,699728,610075,,,
1296,0.07438911,2355055.092,1984321.161,614954,535630,,,
1297,0.07438483,2353759.961,1983249.44,523476,455708,,,
1298,0.07440714,2352522.378,1982104.86,431659,375588,,,
1299,0.07442616,2355148.741,1984230.794,344373,299439,,,
1300,0.07442471,2363532.888,1991301.14,263028,228354,,,
1301,0.07443441,2372977.273,1999213.447,194740,168993,,,
1302,0.07449122,2378313.259,2003446.894,138162,119646,,,
1303,0.07459512,2380389.969,2004716.619,93853,81127,,,
1304,0.07473113,2382440.624,2005815.358,63650,54827,,,
1305,0.07488493,2385715.054,2007860.972,43598,37389,,,
1306,0.07504317,2389856.395,2010613.708,31339,26743,,,
1307,0.07520119,2393316.787,2012792.457,24491,20724,,,
1308,0.07536753,2392855.559,2011633.955,20409,17234,,,
1309,0.07555283,2387778.702,2006509.631,18310,15321,,,
1310,0.07576788,2384989.028,2003173.236,16937,14192,,,
1311,0.07601895,2390768.125,2006866.591,15989,13242,,,
1312,0.07629991,2400279.328,2013547.463,15322,12733,,,
1313,0.07660419,2405281.661,2016330.636,14671,12253,,,
1314,0.07693388,2403869.526,2013617.666,14118,11820,,,
1315,0.07729473,2398422.364,2007386.19,13884,11261,,,
1316,0.07768992,2392776.565,2000839.401,13288,11049,,,
1317,0.07811794,2392436.213,1998584.084,13018,10735,,,
1318,0.07857262,2399284.785,2002207.924,12699,10552,,,
1319,0.07904682,2406800.365,2006287.87,12267,10219,,,
1320,0.07954087,2409093.533,2005916.223,,,,,
1321,0.0800676,2408093.909,2002653.542,,,,,
1322,0.08063853,2407511.264,1999538.619,,,,,
1323,0.08124958,2407874.781,1997028.745,,,,,
1324,0.08189043,2408094.674,1994266.173,,,,,
1325,0.08255913,2407884.145,1991023.829,,,,,
1326,0.08326067,2407723.953,1987677.961,,,,,
1327,0.08399607,2407910.155,1984468.488,,,,,
1328,0.08475978,2408376.2,1981365.254,,,,,
1329,0.0855494,2408805.035,1978118.24,,,,,
1330,0.08637475,2408204.2,1973870.078,,,,,
1331,0.08724599,2405823.328,1967966.682,,,,,
1332,0.08815247,2403172.062,1961699.115,,,,,
1333,0.08907442,2402373.995,1956889.048,,,,,
1334,0.09001306,2402677.322,1952910.71,,,,,
1335,0.09098781,2401442.946,1947531.391,,,,,
1336,0.09200666,2398132.554,1940289.46,,,,,
1337,0.0930582,2394752.193,1932868.806,,,,,
1338,0.09412992,2392497.422,1926289.496,,,,,
1339,0.09521598,2390533.429,1919901.015,,,,,
1340,0.0963178,2388169.342,1913142.507,,,,,
1341,0.09745523,2386289.081,1906636.169,,,,,
1342,0.0986444,2385663.375,1900924.04,,,,,
1343,0.0998547,2383338.78,1893786.78,,,,,
1344,0.10104433,2375128.854,1882100.643,,,,,
1345,0.10222344,2363941.484,1868156.615,,,,,
1346,0.10342886,2358176.733,1858435.498,,,,,
1347,0.1046654,2359558.809,1854237.705,,,,,
1348,0.10591662,2360468.574,1849616.118,,,,,
1349,0.107179,2355598.08,1840442.255,,,,,
1350,0.10845139,2346811.176,1828212.839,,,,,
1351,0.10972801,2337167.848,1815356.376,,,,,
1352,0.11100144,2330350.317,1804761.305,,,,,
1353,0.11225967,2329459.183,1798852.013,,,,,
1354,0.11350581,2331384.343,1795180.274,,,,,
1355,0.11476072,2330239.161,1789121.241,,,,,
1356,0.11602842,2325039.49,1779925.878,,,,,
1357,0.11728774,2318940.366,1770116.474,,,,,
1358,0.11852999,2313907.375,1761229.627,,,,,
1359,0.11977288,2310013.76,1753241.287,,,,,
1360,0.12102213,2306254.194,1745360.116,,,,,
1361,0.12225065,2299320.097,1735196.996,,,,,
1362,0.12344342,2287373.594,1721447.117,,,,,
1363,0.12463279,2276628.453,1708674.617,,,,,
1364,0.12584566,2274196.538,1702089.266,,,,,
1365,0.12706458,2276368.707,1698939.937,,,,,
1366,0.12826865,2274529.021,1692866.961,,,,,
1367,0.1294595,2266109.162,1681981.92,,,,,
1368,0.13064537,2253572.07,1668115.36,,,,,
1369,0.13183758,2240735.439,1654066.637,,,,,
1370,0.13305006,2233049.528,1643797.435,,,,,
1371,0.13428257,2232400.091,1638662.287,,,,,
1372,0.13552789,2232183.312,1633811.558,,,,,
1373,0.1367919,2226571.775,1624967.968,,,,,
1374,0.13808194,2217678.429,1613677.077,,,,,
1375,0.13939781,2209159.446,1602615.165,,,,,
1376,0.14074158,2201359.607,1592023.286,,,,,
1377,0.14212039,2193232.522,1581118.001,,,,,
1378,0.14354564,2184601.463,1569735.867,,,,,
1379,0.14502969,2175924.676,1558167.591,,,,,
1380,0.14657155,2167449.131,1546597.723,,,,,
1381,0.14815473,2159149.373,1535069.194,,,,,
1382,0.14978373,2150732.985,1523360.762,,,,,
1383,0.15150865,2141413.672,1510747.629,,,,,
1384,0.1533639,2130892.214,1496916.52,,,,,
1385,0.15529922,2120688.214,1483124.494,,,,,
1386,0.15725516,2112255.856,1470589.177,,,,,
1387,0.1592661,2104468.36,1458398.817,,,,,
1388,0.1614025,2095477.347,1445042.001,,,,,
1389,0.16366704,2085615.55,1430761.389,,,,,
1390,0.16601425,2076469.612,1416809.072,,,,,
1391,0.16842607,2068513.753,1403564.394,,,,,
1392,0.17091899,2061140.948,1390556.701,,,,,
1393,0.17352016,2054260.836,1377638.978,,,,,
1394,0.17626564,2048648.61,1365217.451,,,,,
1395,0.17915513,2043927.468,1353039.103,,,,,
1396,0.18210854,2036614.864,1339061.028,,,,,
1397,0.18508161,2024571.155,1322060.809,,,,,
1398,0.18816218,2013463.043,1305513.86,,,,,
1399,0.1914238,2009740.355,1293350.269,,,,,
1400,0.19482121,2010295.512,1283626.556,,,,,
1401,0.19829928,2008162.833,1272036.706,,,,,
1402,0.2018359,2001768.133,1257702.338,,,,,
1403,0.20540494,1993438.571,1242218.279,,,,,
1404,0.2090265,1986278.901,1227478.035,,,,,
1405,0.21277049,1984138.696,1215630.358,,,,,
1406,0.21663387,1987506.36,1206909.356,,,,,
1407,0.22053191,1990804.038,1198109.749,,,,,
1408,0.22443113,1990040.47,1186945.5,,,,,
1409,0.22836435,1987609.961,1174807.789,,,,,
1410,0.23234993,1986471.246,1163408.829,,,,,
1411,0.23638549,1986806.972,1152843.044,,,,,
1412,0.24046215,1987785.936,1142634.854,,,,,
1413,0.24452046,1987083.927,1131607.339,,,,,
1414,0.24849758,1982047.551,1118449.786,,,,,
1415,0.2524322,1975827.708,1104884.467,,,,,
1416,0.25639296,1975771.966,1094822.853,,,,,
1417,0.26036259,1982284.214,1088437.091,,,,,
1418,0.26430087,1987513.01,1081456.63,,,,,
1419,0.26819501,1986640.245,1071332.347,,,,,
1420,0.271993,1981241.651,1059118.236,,,,,
1421,0.27566259,1974327.746,1046541.992,,,,,
1422,0.27927512,1971092.303,1036171.973,,,,,
1423,0.28287114,1975251.651,1029796.209,,,,,
1424,0.28639587,1981757.026,1024836.39,,,,,
1425,0.28981517,1983927.259,1017912.794,,,,,
1426,0.29313502,1982305.037,1009335.302,,,,,
1427,0.29635,1980598.078,1001028.291,,,,,
1428,0.29945251,1979796.747,993500.5141,,,,,
1429,0.30244789,1978950.621,986250.1166,,,,,
1430,0.30533645,1977758.039,979121.778,,,,,
1431,0.30810649,1976667.075,972359.901,,,,,
1432,0.31075205,1975906.603,966082.8366,,,,,
1433,0.3132819,1975280.875,960167.3978,,,,,
1434,0.3157068,1974451.021,954420.0717,,,,,
1435,0.31803719,1972815.206,948525.9495,,,,,
1436,0.32027812,1970092.814,942342.0372,,,,,
1437,0.32240153,1967457.083,936491.2758,,,,,
1438,0.32437434,1966113.999,931610.4587,,,,,
1439,0.32622334,1965146.103,927195.9041,,,,,
1440,0.32800026,1962970.955,922387.9411,,,,,
1441,0.32969842,1959821.106,917313.9801,,,,,
1442,0.33127237,1956968.176,912664.999,,,,,
1443,0.33272286,1954695.453,908565.5003,,,,,
1444,0.33409646,1952403.531,904634.4482,,,,,
1445,0.33540942,1950108.734,900843.6236,,,,,
1446,0.33663172,1948673.308,897650.5907,,,,,
1447,0.33774496,1947487.012,894807.4792,,,,,
1448,0.33876794,1942918.744,890608.2181,,,,,
1449,0.33972655,1933572.088,884369.6261,,,,,
1450,0.34063112,1925808.098,878985.8599,,,,,
1451,0.34147787,1925231.981,877011.3117,,,,,
1452,0.34226648,1927253.246,876339.3417,,,,,
1453,0.34300589,1925209.721,873920.9585,,,,,
1454,0.34368566,1918769.675,869635.3487,,,,,
1455,0.34428485,1910456.292,864673.7066,,,,,
1456,0.34482433,1903662.274,860529.1324,,,,,
1457,0.34534921,1902092.573,858781.0184,,,,,
1458,0.34585791,1904379.905,858807.2087,,,,,
1459,0.34631076,1904457.541,857947.1453,,,,,
1460,0.34669308,1900132.57,855245.5453,,,,,
1461,0.34701888,1894731.009,852174.7945,,,,,
1462,0.34730696,1890593.151,849749.8883,,,,,
1463,0.34758607,1887324.627,847735.8319,,,,,
1464,0.34786886,1883747.965,845578.4991,,,,,
1465,0.34811633,1877336.453,842220.4559,,,,,
1466,0.34829093,1866848.976,837178.8643,,,,,
1467,0.34840036,1857749.286,832888.2705,,,,,
1468,0.34846166,1855854.054,831921.1475,,,,,
1469,0.34847888,1857179.907,832482.4729,,,,,
1470,0.34845389,1854354.275,831263.7025,,,,,
1471,0.34841308,1846027.348,827608.7139,,,,,
1472,0.34839392,1834486.543,822471.0387,,,,,
1473,0.34837216,1823683.657,817668.6447,,,,,
1474,0.34827295,1818737.569,815637.3215,,,,,
1475,0.34808843,1819190.768,816187.2633,,,,,
1476,0.34788948,1818072.106,816059.1142,,,,,
1477,0.34770993,1812088.43,813709.6264,,,,,
1478,0.34751923,1804603.639,810704.519,,,,,
1479,0.34729071,1798181.097,808244.4326,,,,,
1480,0.34701847,1792067.703,806001.6719,,,,,
1481,0.3467053,1785403.861,803583.797,,,,,
1482,0.34637499,1778559.439,801112.2934,,,,,
1483,0.34604878,1772035.961,798773.6853,,,,,
1484,0.34571082,1765718.742,796545.7134,,,,,
1485,0.34533929,1759288.98,794324.3831,,,,,
1486,0.34495369,1752310.078,791876.1658,,,,,
1487,0.3445865,1744386.622,788962.2854,,,,,
1488,0.34421622,1736108.433,785887.9447,,,,,
1489,0.34379174,1728586.031,783247.9394,,,,,
1490,0.34331293,1721661.102,780970.6967,,,,,
1491,0.34282082,1714147.143,778443.8228,,,,,
1492,0.34232978,1705777.6,775519.3339,,,,,
1493,0.34182391,1697354.354,772589.1568,,,,,
1494,0.34130559,1689291.188,769837.2672,,,,,
1495,0.34080687,1681319.252,767084.7003,,,,,
1496,0.3403361,1673405.098,764301.9815,,,,,
1497,0.33984655,1666129.588,761837.297,,,,,
1498,0.3393073,1659249.776,759634.1201,,,,,
1499,0.33875176,1649918.594,756328.9982,,,,,
1500,0.33820672,1636469.365,751105.874,,,,,
1501,0.33763955,1623858.975,746291.953,,,,,
1502,0.33702242,1617187.017,744282.5384,,,,,
1503,0.33640206,1613043.663,743436.8139,,,,,
1504,0.33583175,1605723.851,741035.6557,,,,,
1505,0.3352721,1594719.035,736905.9769,,,,,
1506,0.33465063,1582060.207,732103.3255,,,,,
1507,0.33398556,1570740.904,727979.2362,,,,,
1508,0.33335368,1564066.756,725941.4744,,,,,
1509,0.33277009,1560554.701,725285.3502,,,,,
1510,0.3321898,1554890.553,723619.1,,,,,
1511,0.33158771,1545701.25,720340.5284,,,,,
1512,0.33097047,1535985.359,716830.7204,,,,,
1513,0.33033998,1527405.552,713862.1903,,,,,
1514,0.3296841,1519422.38,711204.3733,,,,,
1515,0.32901384,1510850.302,708284.269,,,,,
1516,0.32838519,1499627.631,704041.4683,,,,,
1517,0.32782285,1485756.434,698433.0234,,,,,
1518,0.32727111,1474432.306,693990.8284,,,,,
1519,0.32668464,1469003.611,692369.965,,,,,
1520,0.32606938,1464546.519,691247.8438,,,,,
1521,0.32543775,1455835.571,688136.4792,,,,,
1522,0.3248207,1443207.759,683137.544,,,,,
1523,0.32425069,1428781.734,677197.2732,,,,,
1524,0.3237219,1416487.417,672188.1059,,,,,
1525,0.32321727,1409927.046,669852.7948,,,,,
1526,0.32270503,1405835.297,668697.0595,,,,,
1527,0.32214735,1398525.701,666074.9479,,,,,
1528,0.32158417,1388168.927,662000.2362,,,,,
1529,0.32109963,1378029.205,657898.3493,,,,,
1530,0.32068601,1368834.389,654131.2459,,,,,
1531,0.32026811,1359549.196,650319.5621,,,,,
1532,0.3198143,1349946.63,646401.4156,,,,,
1533,0.31933511,1340525.927,642599.0971,,,,,
1534,0.31885798,1331459.513,638954.5806,,,,,
1535,0.31842591,1322538.735,635305.3176,,,,,
1536,0.31804478,1313469.378,631502.6486,,,,,
1537,0.31766924,1303875.621,627432.3805,,,,,
1538,0.3172822,1293838.51,623157.563,,,,,
1539,0.31692072,1284185.929,619023.5701,,,,,
1540,0.31659292,1275248.009,615179.3288,,,,,
1541,0.3162356,1266232.209,611332.8773,,,,,
1542,0.31581691,1256637.993,607286.0099,,,,,
1543,0.3154074,1246994.326,603194.0852,,,,,
1544,0.31506339,1237762.381,599202.8807,,,,,
1545,0.3147462,1228748.776,595273.9821,,,,,
1546,0.31441201,1219787.306,591387.4495,,,,,
1547,0.31406726,1211246.489,587712.9659,,,,,
1548,0.31373076,1203173.735,584248.4734,,,,,
1549,0.31342126,1193675.066,580049.2398,,,,,
1550,0.31314792,1181230.642,574363.4377,,,,,
1551,0.31287717,1169133.715,568835.9227,,,,,
1552,0.31257046,1161294.516,565420.9785,,,,,
1553,0.31223309,1155409.298,562992.7023,,,,,
1554,0.31188694,1147246.729,559461.0954,,,,,
1555,0.31157731,1136530.358,554630.4779,,,,,
1556,0.31135354,1124875.665,549225.8699,,,,,
1557,0.31116669,1114450.327,544369.7984,,,,,
1558,0.31092239,1107379.441,541220.2818,,,,,
1559,0.3106362,1102091.027,538990.6918,,,,,
1560,0.31038541,1094970.633,535817.7048,,,,,
1561,0.31016746,1085777.348,531585.7385,,,,,
1562,0.30992659,1076605.619,527387.7706,,,,,
1563,0.30965758,1068247.086,523617.4804,,,,,
1564,0.3093965,1060363.531,520065.7828,,,,,
1565,0.30916353,1051813.082,516148.9393,,,,,
1566,0.30896121,1040885.497,511024.5269,,,,,
1567,0.30876927,1028916.025,505371.3983,,,,,
1568,0.30854796,1020193.678,501342.6681,,,,,
1569,0.30829503,1014896.325,499029.9995,,,,,
1570,0.30804668,1008516.698,496176.7479,,,,,
1571,0.30779769,998881.1176,491718.0131,,,,,
1572,0.30749298,987026.1096,486223.183,,,,,
1573,0.30714403,975082.8857,480725.8772,,,,,
1574,0.30686075,966333.8245,476723.3574,,,,,
1575,0.30665433,961051.2707,474342.7072,,,,,
1576,0.30637022,955014.4145,471671.5747,,,,,
1577,0.30594935,946255.463,467798.7433,,,,,
1578,0.30551572,936920.3725,463646.4784,,,,,
1579,0.30515315,928359.677,459793.8037,,,,,
1580,0.30483867,919966.6058,455966.9775,,,,,
1581,0.30450968,911326.4851,452026.9368,,,,,
1582,0.30405313,902709.0606,448223.5515,,,,,
1583,0.30344561,894318.6943,444679.0772,,,,,
1584,0.30284988,886099.3738,441196.9956,,,,,
1585,0.30236122,877857.6454,437585.4512,,,,,
1586,0.30189065,869187.5173,433733.3671,,,,,
1587,0.30136704,860044.5987,429688.6999,,,,,
1588,0.30080854,851177.5765,425805.8609,,,,,
1589,0.30023198,842946.038,422248.1878,,,,,
1590,0.29962218,834680.8736,418695.4853,,,,,
1591,0.29896446,825973.6325,414955.6864,,,,,
1592,0.29825911,817260.3667,411245.6604,,,,,
1593,0.29752732,808832.1347,407690.9536,,,,,
1594,0.29682907,800424.5539,404102.3062,,,,,
1595,0.2961828,791946.621,400417.553,,,,,
1596,0.29550295,783843.2075,396941.263,,,,,
1597,0.29473908,775968.6458,393645.3206,,,,,
1598,0.29394721,766750.0725,389678.6489,,,,,
1599,0.2931694,755905.5372,384855.8789,,,,,
1600,0.2924003,746295.9152,380636.7944,,,,,
1601,0.29163015,739301.2549,377738.5329,,,,,
1602,0.2908293,732390.9893,374898.4876,,,,,
1603,0.2899847,723735.8997,371189.2724,,,,,
1604,0.28914224,713894.9498,366852.9952,,,,,
1605,0.28832335,704009.9468,362456.1262,,,,,
1606,0.2874838,695778.7114,358911.4688,,,,,
1607,0.28660976,689501.9278,356390.1726,,,,,
1608,0.28574377,682844.29,353653.4568,,,,,
1609,0.28491402,674627.081,350065.8549,,,,,
1610,0.28413036,666110.0318,346270.5949,,,,,
1611,0.283375,658121.0668,342713.1698,,,,,
1612,0.28257974,650420.5129,339323.9308,,,,,
1613,0.28172373,642407.955,335805.0163,,,,,
1614,0.28086349,633131.8345,331612.3229,,,,,
1615,0.28001895,623171.2473,327030.6487,,,,,
1616,0.27916292,615108.3603,323436.2594,,,,,
1617,0.27829209,609137.9876,320939.815,,,,,
1618,0.27741827,602473.1145,318067.5776,,,,,
1619,0.27657782,593927.641,314163.4939,,,,,
1620,0.27584201,584263.8266,309575.7887,,,,,
1621,0.2751523,574887.073,305091.5974,,,,,
1622,0.27433136,567587.5709,301787.6864,,,,,
1623,0.27343038,561795.5304,299328.385,,,,,
1624,0.27267299,555100.1814,296277.2991,,,,,
1625,0.27201519,547205.7107,292506.4379,,,,,
1626,0.27123823,539318.0368,288806.3317,,,,,
1627,0.27039476,531744.2624,285304.126,,,,,
1628,0.26969009,524230.3137,281729.3129,,,,,
1629,0.26908503,516713.5784,278076.8568,,,,,
1630,0.26841926,509241.2325,274475.9522,,,,,
1631,0.26765581,501890.8759,270990.1415,,,,,
1632,0.26682313,494692.5824,267616.1193,,,,,
1633,0.26599632,487326.5124,264133.6429,,,,,
1634,0.26525325,479511.4299,260342.8879,,,,,
1635,0.26460505,471723.2423,256496.9645,,,,,
1636,0.26402104,464433.1427,252872.8286,,,,,
1637,0.26337699,457301.9532,249359.5829,,,,,
1638,0.26259802,449997.4793,245817.0852,,,,,
1639,0.26183517,442730.3319,242272.4947,,,,,
1640,0.26121508,435659.7193,238743.9242,,,,,
1641,0.26070053,428621.1999,235165.2348,,,,,
1642,0.26023845,421582.5979,231549.6993,,,,,
1643,0.25979145,414800.6334,228059.3899,,,,,
1644,0.25931965,408036.2984,224584.1763,,,,,
1645,0.25877636,400409.0964,220662.0134,,,,,
1646,0.25815855,392284.7556,216492.5143,,,,,
1647,0.25752304,385224.5423,212907.4736,,,,,
1648,0.25696483,379072.0962,209776.5751,,,,,
1649,0.25658046,372420.7224,206278.2205,,,,,
1650,0.25628731,364980.8464,202293.891,,,,,
1651,0.25591909,357171.4167,198133.3586,,,,,
1652,0.25548684,349752.6185,194211.1382,,,,,
1653,0.25507785,343306.5789,190811.3819,,,,,
1654,0.25474295,336934.1586,187414.028,,,,,
1655,0.25448451,329719.066,183509.9207,,,,,
1656,0.25419126,322081.6803,179380.3055,,,,,
1657,0.25382084,314488.7892,175300.9753,,,,,
1658,0.25355228,306914.3155,171184.6686,,,,,
1659,0.25346394,299103.9371,166862.286,,,,,
1660,0.2534108,290586.842,162130.6567,,,,,
1661,0.25327271,281676.1215,157208.9714,,,,,
1662,0.25299493,273430.997,152704.8434,,,,,
1663,0.25269031,265570.3928,148418.9461,,,,,
1664,0.25257245,256956.8052,143644.0621,,,,,
1665,0.2525981,247520.5242,138360.8151,,,,,
1666,0.25261515,237740.3075,132888.583,,,,,
1667,0.2526411,228231.9639,127566.1252,,,,,
1668,0.2527134,219308.6033,122558.1701,,,,,
1669,0.25273581,210251.3048,117490.5372,,,,,
1670,0.25274161,200646.0008,112121.4987,,,,,
1671,0.25310147,191007.1349,106646.8722,,,,,
1672,0.25383459,181614.9244,101231.7958,,,,,
1673,0.25441087,172356.3672,95943.69996,,,,,
1674,0.25468356,163204.6259,90792.27697,,,,,
1675,0.25487415,154217.1769,85754.83203,,,,,
1676,0.25507185,145474.5947,80856.56776,,,,,
1677,0.25538192,137030.9273,76109.11581,,,,,
1678,0.25633035,128790.0606,71375.96515,,,,,
1679,0.2580905,120730.1238,66638.49002,,,,,
1680,0.25936208,113090.9014,62239.42708,,,,,
1681,0.25958898,105917.2029,58260.94458,,,,,
1682,0.26000631,98957.60735,54380.45947,,,,,
1683,0.26101526,92272.29266,50588.99477,,,,,
1684,0.2620406,86137.76414,47114.32724,,,,,
1685,0.26294977,80482.06949,43928.80211,,,,,
1686,0.26392357,75128.37545,40914.7991,,,,,
1687,0.26529101,70099.78785,38056.22412,,,,,
1688,0.2668956,65393.38727,35370.25886,,,,,
1689,0.26733956,60870.81259,32890.42923,,,,,
1690,0.26700434,56590.60398,30601.30775,,,,,
1691,0.26866757,52799.13019,28441.93899,,,,,
1692,0.27133667,49373.52672,26433.67066,,,,,
1693,0.27199108,46049.63214,24616.99775,,,,,
1694,0.2725402,42896.12681,22902.2356,,,,,
1695,0.27484027,40011.38692,21249.23684,,,,,
1696,0.27565253,37353.12807,19800.42222,,,,,
1697,0.27421469,34897.18031,18559.90067,,,,,
1698,0.27417047,32660.89025,17372.30909,,,,,
1699,0.27592689,30675.54622,16250.45091,,,,,
1700,0.27738392,28927.1644,15272.91533,,,,,
