Batch Number,B2500391,,,,,,,
Category,Pet Food,,,,,,,
Specie,Dog,,,,,,,
Family,Healthcare,,,,,,,
Brand,PETFLAKES,,,,,,,
Product Code,DDF040003,,,,,,,
Product name, PETFLAKES Performance - Puppy ,,,,,,,
NIR-Code,M20260202-00085,,,,,,,
FileTitle:,IAS_Spectrum,,,,,,,
Head:,Reference,Sample,,,,,,
System Temp hundredths:,2496,2507,,,,,,
Detector Temp hundredths:,0,0,,,,,,
Humidity hundredths:,5197,5197,,,,,,
Lamp PD:,92,94,,,,,,
Tec Temp:,0,,,,,,,
Product SN:,8B6YK9LO,,,,,,,
Serial Number:,5B25203,,,,,,,
Scan Config Name:,IAS5100,,,,,,,
Scan Config Type:,2,,,,,,,
Start wavelength in nm:,900,,,,,,,
End wavelength in nm:,1700,,,,,,,
Pattern Pixel Width:,13,,,,,,,
Exposure Time:,0,,,,,,,
Measurement points:,105,,,,,,,
Number of Measurement points:,801,,,,,,,
Num Repeats:,90,90,,,,,,
PGA Gain:,64,64,,,,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original,,,
1082,0.20835866,2122543.95,1313705.532,,,,,
1083,0.20824112,2118063.527,1311287.334,,,,,
1084,0.20812925,2113629.272,1308879.187,,,,,
1085,0.20802333,2109244.502,1306482.491,,,,,
1086,0.20792361,2104912.534,1304098.644,,,,,
1087,0.20783035,2100636.686,1301729.047,,,,,
1088,0.20774381,2096420.275,1299375.097,,,,,
1089,0.20766426,2092266.617,1297038.194,,,,,
1090,0.20759196,2088179.031,1294719.738,,,,,
1091,0.20752717,2084160.673,1292421.072,,,,,
1092,0.2074698,2080211.166,1290142.317,,,,,
1093,0.20741948,2076326.685,1287882.4,,,,,
1094,0.20737578,2072503.262,1285640.199,,,,,
1095,0.20733829,2068736.926,1283414.591,,,,,
1096,0.2073066,2065023.709,1281204.455,,,,,
1097,0.20728028,2061359.641,1279008.667,,,,,
1098,0.20725891,2057740.754,1276826.106,,,,,
1099,0.20724204,2054163.078,1274655.648,,,,,
1100,0.20722926,2050622.644,1272496.172,,,,,
1101,0.20722014,2047115.534,1270346.566,,,,,
1102,0.20721468,2043641.055,1268206.39,,,,,
1103,0.20721365,2040203.636,1266076.273,,,,,
1104,0.20721785,2036808.162,1263956.938,,,,,
1105,0.20722811,2033459.518,1261849.11,,,,,
1106,0.20724524,2030162.587,1259753.511,,,,,
1107,0.20727009,2026922.254,1257670.865,,,,,
1108,0.20730348,2023743.403,1255601.896,,,,,
1109,0.20734626,2020630.918,1253547.327,,,,,
1110,0.20739926,2017589.684,1251507.881,,,,,
1111,0.20746333,2014624.587,1249484.283,,,,,
1112,0.20753939,2011740.876,1247477.292,,,,,
1113,0.20762849,2008944.539,1245487.748,,,,,
1114,0.20773169,2006241.655,1243516.496,,,,,
1115,0.20785008,2003638.301,1241564.382,,,,,
1116,0.20798473,2001140.556,1239632.254,,,,,
1117,0.20813671,1998754.498,1237720.957,,,,,
1118,0.20830711,1996486.205,1235831.34,,,,,
1119,0.20849701,1994341.756,1233964.247,,,,,
1120,0.20870748,1992327.228,1232120.525,,,,,
1121,0.2089396,1990448.687,1230301.013,,,,,
1122,0.20919453,1988710.204,1228505.117,,,,,
1123,0.20947355,1987111.721,1226729.289,,,,,
1124,0.20977797,1985652.671,1224969.614,,,,,
1125,0.2101091,1984332.485,1223222.176,,,,,
1126,0.21046825,1983150.596,1221483.06,,,,,
1127,0.21085673,1982106.434,1219748.35,,,,,
1128,0.21127587,1981199.432,1218014.132,,,,,
1129,0.21172697,1980429.022,1216276.488,,,,,
1130,0.21221136,1979794.636,1214531.505,,,,,
1131,0.21273034,1979295.706,1212775.29,,,,,
1132,0.21328465,1978931.79,1211005.652,,,,,
1133,0.21387405,1978702.649,1209223.243,,,,,
1134,0.21449818,1978608.065,1207428.981,,,,,
1135,0.21515669,1978647.819,1205623.785,,,,,
1136,0.21584923,1978821.693,1203808.575,,,,,
1137,0.21657542,1979129.468,1201984.271,,,,,
1138,0.21733489,1979570.926,1200151.792,,,,,
1139,0.21812725,1980145.847,1198312.057,,,,,
1140,0.21895211,1980854.013,1196465.985,,,,,
1141,0.21980909,1981695.225,1194614.481,,,,,
1142,0.22069804,1982669.787,1192758.03,,,,,
1143,0.22161912,1983778.56,1190896.656,,,,,
1144,0.22257248,1985022.433,1189030.36,,,,,
1145,0.22355827,1986402.296,1187159.144,,,,,
1146,0.22457663,1987919.035,1185283.009,,,,,
1147,0.22562771,1989573.542,1183401.955,,,,,
1148,0.22671164,1991366.703,1181515.985,,,,,
1149,0.22782853,1993299.409,1179625.099,,,,,
1150,0.22897851,1995372.548,1177729.299,,,,,
1151,0.2301615,1997586.681,1175828.916,,,,,
1152,0.23137539,1999938.971,1173927.708,,,,,
1153,0.2326169,2002424.57,1172031.463,,,,,
1154,0.23388269,2005038.602,1170145.993,,,,,
1155,0.23516943,2007776.191,1168277.112,,,,,
1156,0.23647377,2010632.463,1166430.635,,,,,
1157,0.23779235,2013602.542,1164612.373,,,,,
1158,0.23912179,2016681.553,1162828.142,,,,,
1159,0.24045871,2019864.62,1161083.753,,,,,
1160,0.24179973,2023146.869,1159385.022,,,,,
1161,0.24314171,2026523.808,1157737.243,,,,,
1162,0.24448262,2029992.461,1156143.665,,,,,
1163,0.2458207,2033550.227,1154607.034,,,,,
1164,0.24715419,2037194.504,1153130.096,,,,,
1165,0.24848131,2040922.688,1151715.597,,,,,
1166,0.24980029,2044732.179,1150366.281,,,,,
1167,0.25110937,2048620.373,1149084.895,,,,,
1168,0.25240679,2052584.669,1147874.184,,,,,
1169,0.25369079,2056622.465,1146736.895,,,,,
1170,0.25495963,2060731.125,1145675.693,,,,,
1171,0.2562126,2064906.549,1144689.78,,,,,
1172,0.25745036,2069142.629,1143773.599,,,,,
1173,0.25867372,2073433.108,1142921.25,,,,,
1174,0.2598835,2077771.731,1142126.831,,,,,
1175,0.26108053,2082152.245,1141384.441,,,,,
1176,0.26226568,2086568.392,1140688.179,,,,,
1177,0.26343983,2091013.918,1140032.145,,,,,
1178,0.26460386,2095482.569,1139410.437,,,,,
1179,0.2657587,2099968.088,1138817.153,,,,,
1180,0.26690498,2104465.55,1138247.867,,,,,
1181,0.26804135,2108979.293,1137708.41,,,,,
1182,0.26916559,2113517.595,1137208.983,,,,,
1183,0.27027545,2118088.753,1136759.804,,,,,
1184,0.27136866,2122701.059,1136371.089,,,,,
1185,0.27244295,2127362.808,1136053.056,,,,,
1186,0.27349601,2132082.295,1135815.919,,,,,
1187,0.27452554,2136867.815,1135669.898,,,,,
1188,0.27552922,2141727.661,1135625.208,,,,,
1189,0.27650472,2146670.08,1135692.049,,,,,
1190,0.27744949,2151700.17,1135879.503,,,,,
1191,0.27836067,2156817.952,1136194.851,,,,,
1192,0.27923538,2162022.989,1136645.209,,,,,
1193,0.28007076,2167314.844,1137237.693,,,,,
1194,0.28086397,2172693.078,1137979.422,,,,,
1195,0.28161221,2178157.254,1138877.512,,,,,
1196,0.28231271,2183706.936,1139939.08,,,,,
1197,0.28296273,2189341.684,1141171.243,,,,,
1198,0.28355956,2195061.062,1142581.118,,,,,
