Batch Number,B2600090,,,,
Category,Pet Food,,,,
Specie,Dog,,,,
Family,Healthcare,,,,
Brand,PETFLAKES,,,,
Product Code,DDF040002,,,,
Product name,PETFLAKES Performance High Protein - Adult Dog,,,,
NIR-Code,M20260214-00109,,,,
FileTitle:,IAS_Spectrum,,,,
Head:,Reference,Sample,,,
System Temp hundredths:,2401,2409,,,
Detector Temp hundredths:,0,0,,,
Humidity hundredths:,5411,5416,,,
Lamp PD:,93,93,,,
Tec Temp:,0,,,,
Product SN:,8B6YK9LO,,,,
Serial Number:,5B25203,,,,
Scan Config Name:,IAS5100,,,,
Scan Config Type:,2,,,,
Start wavelength in nm:,900,,,,
End wavelength in nm:,1700,,,,
Pattern Pixel Width:,13,,,,
Exposure Time:,0,,,,
Measurement points:,105,,,,
Number of Measurement points:,801,,,,
Num Repeats:,90,90,,,
PGA Gain:,64,64,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original
900,0.27821213,1464044.188,771510.8719,6251,2479
901,0.27800414,1487170.443,784073.1911,6045,2152
902,0.27778915,1510089.678,796551.0099,5916,2052
903,0.27756744,1532777.64,808931.4395,6280,1918
904,0.27733928,1555210.075,821201.5916,7172,2083
905,0.27710488,1577362.731,833348.5775,8803,2341
906,0.27686442,1599211.352,845359.5087,11147,2879
907,0.27661807,1620731.688,857221.4965,14907,3659
908,0.27636595,1641899.483,868921.6525,20548,4711
909,0.27610815,1662690.485,880447.0881,29572,6834
910,0.27584475,1683080.44,891784.9147,46149,10696
911,0.2755758,1703045.095,902922.2438,75359,17768
912,0.27530152,1722566.849,913849.2677,122998,30163
913,0.27502292,1741653.39,924567.8913,191565,48705
914,0.27474116,1760318.413,935082.802,271201,70679
915,0.27445734,1778575.615,945398.6875,346500,91621
916,0.27417251,1796438.692,955520.235,412705,109356
917,0.2738877,1813921.339,965452.1323,475357,125207
918,0.2736039,1831037.254,975199.0668,539300,140165
919,0.27332207,1847800.131,984765.726,606901,155175
920,0.27304313,1864223.668,994156.7974,677270,169927
921,0.272768,1880321.56,1003376.968,750902,184544
922,0.27249755,1896107.502,1012430.927,827738,199133
923,0.27223266,1911595.193,1021323.36,906867,213672
924,0.27197418,1926797.785,1030058.655,986618,228100
925,0.271723,1941722.11,1038637.687,1068761,243728
926,0.27148002,1956370.904,1047059.058,1151676,260123
927,0.27124612,1970746.834,1055321.332,1236276,277678
928,0.27102217,1984852.568,1063423.073,1321692,295271
929,0.27080903,1998690.773,1071362.844,1409278,312147
930,0.27060751,2012264.118,1079139.21,1498900,328719
931,0.27041844,2025575.268,1086750.734,1591183,345028
932,0.27024263,2038626.892,1094195.98,1684757,360096
933,0.27008088,2051421.657,1101473.512,1777092,373755
934,0.26993396,2063962.23,1108581.893,1866694,386593
935,0.26980267,2076251.28,1115519.687,1952455,399841
936,0.26968776,2088291.129,1122285.326,2033517,414612
937,0.2695895,2100075.906,1128874.058,2106038,429677
938,0.2695077,2111591.389,1135277.893,2168931,443570
939,0.26944217,2122822.978,1141488.694,2221838,456854
940,0.26939271,2133756.075,1147498.323,2265203,471680
941,0.26935917,2144376.079,1153298.645,2298707,490185
942,0.2693414,2154668.393,1158881.521,2323689,517641
943,0.26933927,2164618.416,1164238.815,2340066,560233
944,0.26935268,2174211.549,1169362.389,2347514,620383
945,0.26938152,2183433.194,1174244.107,2348916,693781
946,0.26942573,2192268.751,1178875.831,2361565,772364
947,0.26948526,2200703.621,1183249.425,2406099,851031
948,0.26956005,2208723.802,1187357.13,2482273,931041
949,0.26964957,2216329.528,1191200.211,2575623,1012347
950,0.26975281,2223535.553,1194789.135,2654387,1085319
951,0.26986876,2230357.286,1198134.785,2714961,1153073
952,0.26999643,2236810.133,1201248.043,2768957,1222098
953,0.27013484,2242909.505,1204139.793,2811687,1285380
954,0.27028305,2248670.808,1206820.915,2837073,1332908
955,0.27044012,2254109.451,1209302.294,2846728,1362470
956,0.27060513,2259240.841,1211594.81,2843382,1375842
957,0.27077715,2264080.389,1213709.348,2826924,1374620
958,0.27095528,2268643.5,1215656.788,2797768,1361158
959,0.27113861,2272945.584,1217448.015,2760085,1339670
960,0.27132625,2277002.371,1219094.106,2716390,1314013
961,0.27151718,2280833.456,1220608.505,2664892,1285642
962,0.27171033,2284460.982,1222006.211,2602233,1251447
963,0.27190462,2287907.137,1223302.251,2526064,1206519
964,0.27209896,2291194.11,1224511.654,2455588,1157339
965,0.27229228,2294344.089,1225649.446,2418636,1114371
966,0.27248348,2297379.261,1226730.654,2373440,1058653
967,0.27267147,2300321.816,1227770.307,2312708,999619
968,0.27285516,2303193.941,1228783.432,2251355,959771
969,0.27303345,2306017.824,1229785.056,2194029,941849
970,0.27320523,2308815.654,1230790.207,2143203,940395
971,0.27336939,2311609.619,1231813.912,2098785,950831
972,0.273525,2314417.307,1232868.26,2057349,966110
973,0.27367183,2317237.032,1233953.034,2020892,987431
974,0.27380986,2320062.058,1235064.789,1993901,1012285
975,0.27393906,2322885.651,1236200.083,1979202,1036932
976,0.27405941,2325701.077,1237355.473,1977430,1059082
977,0.27417088,2328501.6,1238527.516,1988795,1078482
978,0.27427345,2331280.486,1239712.769,2013011,1097154
979,0.27436711,2334031.001,1240907.79,2045884,1116899
980,0.27445183,2336746.409,1242109.134,2083919,1137134
981,0.27452759,2339419.976,1243313.359,2128266,1158590
982,0.27459439,2342044.967,1244517.023,2176355,1180222
983,0.2746522,2344614.548,1245716.605,2221767,1200231
984,0.27470126,2347119.179,1246906.468,2260844,1217173
985,0.27474206,2349546.352,1248078.654,2298193,1232978
986,0.27477509,2351883.407,1249225.088,2330192,1245294
987,0.27480085,2354117.685,1250337.694,2352381,1252794
988,0.27481982,2356236.524,1251408.395,2366707,1258004
989,0.2748325,2358227.266,1252429.115,2365717,1256444
990,0.27483938,2360077.251,1253391.779,2343428,1245160
991,0.27484093,2361773.819,1254288.31,2311653,1231830
992,0.27483764,2363304.309,1255110.632,2274358,1218026
993,0.27482998,2364656.063,1255850.67,2204827,1185368
994,0.27481843,2365816.423,1256500.348,2082391,1118974
995,0.27480336,2366777.007,1257054.135,1916714,1024264
996,0.27478486,2367542.403,1257514.213,1702710,902735
997,0.27476297,2368119.649,1257884.221,1427751,751851
998,0.27473772,2368515.784,1258167.798,1109291,581555
999,0.27470913,2368737.846,1258368.583,724176,378334
1000,0.27467724,2368792.873,1258490.216,318591,165784
1001,0.27464208,2368687.903,1258536.335,81610,42092
1002,0.27460368,2368429.974,1258510.581,25195,12550
1003,0.27456205,2368026.125,1258416.59,18040,8952
1004,0.27451724,2367483.394,1258258.004,15771,7801
1005,0.27446926,2366808.819,1258038.461,,
1006,0.2744181,2366009.471,1257761.744,,
1007,0.27436347,2365092.614,1257432.504,,
1008,0.27430499,2364065.587,1257055.716,,
1009,0.27424229,2362935.727,1256636.357,,
1010,0.27417497,2361710.373,1256179.404,,
1011,0.27410265,2360396.862,1255689.831,,
1012,0.27402495,2359002.533,1255172.617,,
1013,0.27394148,2357534.723,1254632.736,,
1014,0.27385186,2356000.771,1254075.166,,
1015,0.2737557,2354408.015,1253504.883,,
1016,0.27365261,2352763.792,1252926.862,,
1017,0.27354228,2351074.444,1252345.34,,
1018,0.27342498,2349338.221,1251758.532,,
1019,0.27330129,2347549.443,1251161.735,,
1020,0.27317177,2345702.405,1250550.224,,
1021,0.27303699,2343791.4,1249919.273,,
1022,0.27289751,2341810.723,1249264.158,,
1023,0.27275389,2339754.667,1248580.154,,
1024,0.27260671,2337617.528,1247862.536,,
1025,0.27245651,2335393.599,1247106.58,,
1026,0.27230387,2333077.173,1246307.561,,
1027,0.27214935,2330662.547,1245460.755,,
1028,0.27199348,2328144.975,1244562.013,,
1029,0.27183665,2325526.606,1243611.318,,
1030,0.27167917,2322812.594,1242610.454,,
1031,0.27152137,2320008.102,1241561.211,,
1032,0.27136356,2317118.297,1240465.381,,
1033,0.27120607,2314148.343,1239324.754,,
1034,0.27104923,2311103.404,1238141.121,,
1035,0.27089336,2307988.647,1236916.273,,
1036,0.27073881,2304809.235,1235652.001,,
1037,0.2705859,2301570.335,1234350.096,,
1038,0.27043497,2298277.11,1233012.348,,
1039,0.27028627,2294934.709,1231640.78,,
1040,0.27013971,2291548.208,1230238.416,,
1041,0.26999508,2288122.664,1228808.55,,
1042,0.26985216,2284663.131,1227354.474,,
1043,0.26971076,2281174.668,1225879.483,,
1044,0.26957068,2277662.329,1224386.87,,
1045,0.26943169,2274131.172,1222879.929,,
1046,0.26929362,2270586.252,1221361.953,,
1047,0.26915624,2267032.626,1219836.236,,
1048,0.26901936,2263475.351,1218306.072,,
1049,0.26888278,2259919.441,1216774.732,,
1050,0.26874628,2256365.553,1215243.157,,
1051,0.26860964,2252806.099,1213707.884,,
1052,0.26847264,2249232.578,1212164.958,,
1053,0.26833505,2245636.489,1210610.426,,
1054,0.26819663,2242009.33,1209040.335,,
1055,0.26805714,2238342.6,1207450.732,,
1056,0.26791635,2234627.797,1205837.661,,
1057,0.26777402,2230856.42,1204197.172,,
1058,0.26762989,2227019.967,1202525.309,,
1059,0.26748371,2223109.937,1200818.119,,
1060,0.26733524,2219118.484,1199071.958,,
1061,0.26718445,2215045.539,1197286.841,,
1062,0.26703141,2210896.125,1195465.179,,
1063,0.2668762,2206675.351,1193609.424,,
1064,0.26671893,2202388.329,1191722.03,,
1065,0.26655967,2198040.167,1189805.449,,
1066,0.26639852,2193635.978,1187862.134,,
1067,0.26623558,2189180.87,1185894.538,,
1068,0.26607093,2184679.955,1183905.113,,
1069,0.26590468,2180138.342,1181896.312,,
1070,0.26573692,2175561.144,1179870.587,,
1071,0.26556795,2170953.873,1177830.103,,
1072,0.2653985,2166323.01,1175776.333,,
1073,0.26522939,2161675.176,1173710.647,,
1074,0.26506145,2157016.994,1171634.416,,
1075,0.26489549,2152355.086,1169549.011,,
1076,0.26473237,2147696.074,1167455.804,,
1077,0.26457293,2143046.581,1165356.165,,
1078,0.26441802,2138413.229,1163251.465,,
1079,0.26426851,2133802.64,1161143.075,,
1080,0.26412527,2129221.436,1159032.366,,
1081,0.2639891,2124675.934,1156920.728,,
1082,0.26386029,2120170.11,1154809.688,,
1083,0.26373889,2115706.866,1152700.842,,
1084,0.26362493,2111289.098,1150595.783,,
1085,0.26351846,2106919.701,1148496.106,,
1086,0.26341952,2102601.57,1146403.403,,
1087,0.26332815,2098337.602,1144319.269,,
1088,0.2632444,2094130.693,1142245.299,,
1089,0.26316831,2089983.737,1140183.086,,
1090,0.26309992,2085899.63,1138134.224,,
1091,0.26303928,2081881.132,1136100.231,,
1092,0.26298644,2077927.985,1134080.932,,
1093,0.26294149,2074036.99,1132074.5,,
1094,0.2629045,2070204.824,1130079.041,,
1095,0.26287554,2066428.163,1128092.661,,
1096,0.26285469,2062703.686,1126113.463,,
1097,0.26284204,2059028.069,1124139.554,,
1098,0.26283765,2055397.99,1122169.038,,
1099,0.26284159,2051810.125,1120200.02,,
1100,0.26285395,2048261.152,1118230.606,,
1101,0.26287481,2044747.796,1116258.923,,
1102,0.2629043,2041269.75,1114284.515,,
1103,0.26294274,2037831.432,1112309.178,,
1104,0.2629904,2034437.674,1110334.906,,
1105,0.26304758,2031093.31,1108363.694,,
1106,0.2631146,2027803.174,1106397.537,,
1107,0.26319174,2024572.1,1104438.43,,
1108,0.2632793,2021404.922,1102488.367,,
1109,0.26337759,2018306.473,1100549.343,,
1110,0.26348691,2015281.587,1098623.352,,
1111,0.26360756,2012335.1,1096712.381,,
1112,0.26374043,2009472.083,1094817.038,,
1113,0.26388766,2006698.092,1092935.119,,
1114,0.26405152,2004018.74,1091064.078,,
