Batch Number,B2600073,,,,,,,
Category,Poultry,,,,,,,
Specie,Bird,,,,,,,
Family,Quail,,,,,,,
Brand,FARMFLAKES,,,,,,,
Product Code,PQPL250201,,,,,,,
Product name,QUAIL FEED - LAYER,,,,,,,
NIR-Code,D20260211-00098,,,,,,,
FileTitle:,IAS_Spectrum,,,,,,,
Head:,Reference,Sample,,,,,,
System Temp hundredths:,2177,2216,,,,,,
Detector Temp hundredths:,0,0,,,,,,
Humidity hundredths:,5540,5416,,,,,,
Lamp PD:,92,93,,,,,,
Tec Temp:,0,,,,,,,
Product SN:,8B6YK9LO,,,,,,,
Serial Number:,5B25203,,,,,,,
Scan Config Name:,IAS5100,,,,,,,
Scan Config Type:,2,,,,,,,
Start wavelength in nm:,900,,,,,,,
End wavelength in nm:,1700,,,,,,,
Pattern Pixel Width:,11,,,,,,,
Exposure Time:,0,,,,,,,
Measurement points:,420,,,,,,,
Number of Measurement points:,801,,,,,,,
Num Repeats:,90,90,,,,,,
PGA Gain:,64,64,,,,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original,,,
1279,0.10171389,2291261.861,1812845.68,1652704,1382091,,,
1280,0.1016076,2297648.019,1818343.375,1624333,1357795,,,
1281,0.10149518,2303350.411,1823328.14,1584125,1323061,,,
1282,0.10136684,2306572.056,1826418.02,1540241,1285407,,,
1283,0.10123216,2308812.737,1828759.318,1493895,1245533,,,
1284,0.10110406,2312017.767,1831838.163,1444991,1203691,,,
1285,0.10098746,2316212.619,1835654.595,1390646,1157193,,,
1286,0.10088311,2320600.33,1839573.914,1334488,1109485,,,
1287,0.10078694,2325211.486,1843637.446,1273777,1057883,,,
1288,0.10069087,2330798.151,1848475.913,1210396,1004319,,,
1289,0.10059228,2336519.734,1853434.192,1145260,949753,,,
1290,0.10049767,2338738.679,1855598.568,1078951,894114,,,
1291,0.10041106,2335733.779,1853584.047,1011200,837287,,,
1292,0.10032684,2333488.617,1852161.474,935616,774175,,,
1293,0.10024003,2338422.584,1856448.781,866250,716576,,,
1294,0.1001593,2347566.845,1864054.76,788650,651931,,,
1295,0.10009779,2353961.378,1869396.999,699194,577928,,,
1296,0.10005669,2355443.58,1870751.123,614427,507247,,,
1297,0.10002763,2354081.62,1869794.531,522727,431631,,,
1298,0.10000896,2352727.418,1868799.281,430900,355682,,,
1299,0.10001044,2355298.371,1870835.034,343657,283275,,,
1300,0.1000381,2363755.415,1877432.94,262348,216074,,,
1301,0.10008247,2373289.064,1884812.583,194145,159746,,,
1302,0.10013378,2378606.091,1888812.049,137589,112945,,,
1303,0.10019946,2380595.497,1890105.941,93403,76461,,,
1304,0.1002928,2382593.232,1891285.552,63392,51650,,,
1305,0.10041265,2385861.375,1893357.211,43353,35176,,,
1306,0.10054673,2389984.135,1896043.452,31265,25219,,,
1307,0.10069171,2393406.377,1898124.679,24469,19563,,,
1308,0.10085822,2392959.416,1897042.709,20414,16263,,,
1309,0.10105592,2387984.546,1892237.279,18320,14564,,,
1310,0.10128528,2385297.929,1889110.44,16975,13343,,,
1311,0.10154251,2391093.476,1892579.131,15985,12505,,,
1312,0.10182284,2400562.83,1898848.137,15264,11969,,,
1313,0.10212491,2405529.673,1901453.953,14743,11560,,,
1314,0.10245253,2404097.313,1898888.714,14259,11103,,,
1315,0.10281102,2398618.16,1892997.751,13860,10863,,,
1316,0.10320485,2392949.39,1886812.14,13354,10385,,,
1317,0.10363602,2392674.789,1884723.536,13140,10154,,,
1318,0.10409629,2399686.57,1888244.503,12761,9839,,,
1319,0.104564,2407303.204,1892198.948,12443,9653,,,
1320,0.10502906,2409509.994,1891906.497,,,,,
1321,0.10551856,2408362.824,1888875.599,,,,,
1322,0.10606306,2407743.52,1886023.78,,,,,
1323,0.10665979,2408149.609,1883751.77,,,,,
1324,0.10729076,2408359.013,1881180.503,,,,,
1325,0.1079515,2408067.304,1878093.101,,,,,
1326,0.10864936,2407845.905,1874905.29,,,,,
1327,0.10938335,2408035.095,1871886.293,,,,,
1328,0.11013846,2408526.991,1869016.164,,,,,
1329,0.11090608,2408967.528,1866056.813,,,,,
1330,0.11170234,2408366.577,1862173.979,,,,,
1331,0.11254574,2405983.388,1856722.024,,,,,
1332,0.11343161,2403334.773,1850898.739,,,,,
1333,0.11434452,2402549.912,1846408.976,,,,,
1334,0.11527864,2402874.201,1842690.485,,,,,
1335,0.11623881,2401659.872,1837691.842,,,,,
1336,0.11722925,2398353.921,1830981.758,,,,,
1337,0.11824802,2394940.82,1824092.107,,,,,
1338,0.11928972,2392619.529,1817958.315,,,,,
1339,0.12034848,2390612.354,1812010.383,,,,,
1340,0.12142152,2388260.94,1805760.936,,,,,
1341,0.12251247,2386358.648,1799795.853,,,,,
1342,0.12362389,2385578.281,1794608.748,,,,,
1343,0.1247533,2383038.383,1788042.09,,,,,
1344,0.12590268,2374693.355,1777071.297,,,,,
1345,0.12707791,2363466.287,1763890.006,,,,,
1346,0.12827321,2357672.992,1754730.219,,,,,
1347,0.12947376,2358983.633,1750858.966,,,,,
1348,0.13067718,2359770.192,1746596.274,,,,,
1349,0.13188958,2354725.412,1738003.695,,,,,
1350,0.13310354,2345728.988,1726530.668,,,,,
1351,0.13430874,2335859.696,1714502.052,,,,,
1352,0.13551161,2328821.685,1704608.423,,,,,
1353,0.13671699,2327734.675,1699090.396,,,,,
1354,0.13792342,2329477.355,1695645.534,,,,,
1355,0.1391367,2328138.759,1689943.405,,,,,
1356,0.14035786,2322741.771,1681291.688,,,,,
1357,0.14157341,2316474.44,1672068.654,,,,,
1358,0.14277504,2311304.394,1663727.171,,,,,
1359,0.14396964,2307261.477,1656254.892,,,,,
1360,0.14515717,2303316.662,1648908.209,,,,,
1361,0.14631944,2296194.944,1639416.54,,,,,
1362,0.14745116,2284095.04,1626533.504,,,,,
1363,0.14858931,2273242.259,1614568.254,,,,,
1364,0.14976385,2270752.081,1608443.729,,,,,
1365,0.15095355,2272910.867,1605568.554,,,,,
1366,0.15212961,2271093.18,1599946.067,,,,,
1367,0.15328146,2262703.882,1589813.79,,,,,
1368,0.15440208,2250165.833,1576930.103,,,,,
1369,0.15550561,2237298.237,1563933.448,,,,,
1370,0.15663485,2229610.124,1554511.994,,,,,
1371,0.15780877,2229017.122,1549903.404,,,,,
1372,0.15900965,2228869.155,1545521.031,,,,,
1373,0.16022819,2223297.111,1537337.811,,,,,
1374,0.16145698,2214433.769,1526882.837,,,,,
1375,0.16268541,2205963.896,1516746.478,,,,,
1376,0.16393678,2198212.181,1507067.949,,,,,
1377,0.16525086,2190095.738,1496967.04,,,,,
1378,0.1666279,2181470.507,1486351.215,,,,,
1379,0.16803698,2172875.516,1475699.269,,,,,
1380,0.16947134,2164553.553,1465200.278,,,,,
1381,0.17095632,2156372.293,1454679.839,,,,,
1382,0.17251158,2147972.24,1443833.413,,,,,
1383,0.17414136,2138590.261,1432142.469,,,,,
1384,0.1758487,2127966.762,1419437.044,,,,,
1385,0.17762985,2117680.804,1406794.452,,,,,
1386,0.17947809,2109241.6,1395237.83,,,,,
1387,0.1814096,2101527.745,1383966.332,,,,,
1388,0.18345268,2092673.953,1371667.624,,,,,
1389,0.18560167,2082949.73,1358554.674,,,,,
1390,0.18782438,2073855.103,1345717.895,,,,,
1391,0.19011608,2065870.699,1333481.684,,,,,
1392,0.19250503,2058484.911,1321425.416,,,,,
1393,0.19500643,2051639.359,1309467.103,,,,,
1394,0.19760727,2046037.448,1298094.493,,,,,
1395,0.20028909,2041266.952,1287095.323,,,,,
1396,0.2030425,2033924.564,1274360.605,,,,,
1397,0.20588407,2021942.096,1258591.07,,,,,
1398,0.2088562,2010948.052,1243210.443,,,,,
1399,0.2119657,2007327.77,1232118.822,,,,,
1400,0.21516159,2007931.085,1223452.772,,,,,
1401,0.21841092,2005767.526,1213024.778,,,,,
1402,0.22173115,1999346.263,1199932.647,,,,,
1403,0.22514808,1991148.786,1185647.61,,,,,
1404,0.22866638,1984248.391,1172005.516,,,,,
1405,0.23226163,1982253.366,1161174.625,,,,,
1406,0.23589039,1985560.753,1153434.104,,,,,
1407,0.2395322,1988788.824,1145661.89,,,,,
1408,0.24320778,1988094.546,1135610.115,,,,,
1409,0.24694949,1985796.564,1124566.822,,,,,
1410,0.25076029,1984756.543,1114158.432,,,,,
1411,0.25458907,1985149.653,1104597.809,,,,,
1412,0.25837954,1986165.111,1095559.108,,,,,
1413,0.26213215,1985508.216,1085774.24,,,,,
1414,0.26589018,1980555.617,1073734.398,,,,,
1415,0.26968206,1974431.243,1061108.892,,,,,
1416,0.27347694,1974414.472,1051868.347,,,,,
1417,0.27721658,1980908.925,1046280.018,,,,,
1418,0.28089106,1986143.457,1040206.483,,,,,
1419,0.28451565,1985331.952,1031139.647,,,,,
1420,0.28806075,1979985.676,1020002.639,,,,,
1421,0.29151187,1973073.567,1008396.685,,,,,
1422,0.29494052,1969843.556,998829.1607,,,,,
1423,0.29837817,1974062.55,993076.5901,,,,,
1424,0.30172849,1980634.949,988725.9953,,,,,
1425,0.30491472,1982817.3,982580.1404,,,,,
1426,0.30798251,1981191.155,974863.6285,,,,,
1427,0.31100233,1979543.038,967303.1902,,,,,
1428,0.31396976,1978844.968,960377.5695,,,,,
1429,0.31683943,1978060.637,953674.5027,,,,,
1430,0.31958459,1976867.662,947093.8332,,,,,
1431,0.32219456,1975765.444,940894.2789,,,,,
1432,0.32467482,1974997.655,935172.5839,,,,,
1433,0.32706092,1974317.122,929728.1819,,,,,
1434,0.32937567,1973372.493,924343.515,,,,,
1435,0.33159849,1971664.217,918828.522,,,,,
1436,0.33371128,1968993.039,913130.6037,,,,,
1437,0.33572723,1966457.516,907731.3525,,,,,
1438,0.33765535,1965164.119,903115.8728,,,,,
1439,0.33945485,1964187.292,898934.5014,,,,,
1440,0.34108083,1961974.482,894566.288,,,,,
1441,0.34260234,1958808.833,889999.3964,,,,,
1442,0.34414643,1956020.29,885578.2116,,,,,
1443,0.34569284,1953861.932,881456.7966,,,,,
1444,0.34709185,1951626.429,877616.6242,,,,,
1445,0.34830079,1949289.744,874129.163,,,,,
1446,0.34942471,1947766.937,871188.7949,,,,,
1447,0.35052474,1946499.053,868419.2854,,,,,
1448,0.3515594,1941890.585,864301.678,,,,,
1449,0.35250388,1932565.132,858282.5115,,,,,
1450,0.35339831,1924862.589,853102.9083,,,,,
1451,0.35427116,1924358.885,851167.2577,,,,,
1452,0.35509113,1926432.222,850477.0577,,,,,
1453,0.35582599,1924396.67,848142.064,,,,,
1454,0.35648238,1917955.485,844026.6164,,,,,
1455,0.35707866,1909683.739,839233.461,,,,,
1456,0.35763124,1902921.567,835198.3984,,,,,
1457,0.35815309,1901261.814,833467.8117,,,,,
1458,0.35864152,1903398.375,833466.5546,,,,,
1459,0.35908523,1903485.562,832653.5943,,,,,
1460,0.35948525,1899355.596,830082.0675,,,,,
1461,0.35985288,1894085.227,827078.3293,,,,,
1462,0.36018884,1889889.202,824607.9199,,,,,
1463,0.36047564,1886531.381,822599.4049,,,,,
1464,0.36070751,1882958.684,820603.3415,,,,,
1465,0.36091911,1876572.489,817421.8277,,,,,
1466,0.36113704,1866048.078,812429.6904,,,,,
1467,0.36131329,1856870.571,808106.0186,,,,,
1468,0.36139053,1854905.026,807107.0702,,,,,
1469,0.36140662,1856205.142,807642.8561,,,,,
1470,0.36143221,1853422.75,806384.6975,,,,,
1471,0.36146429,1845149.601,802725.9361,,,,,
1472,0.36145774,1833573.503,797701.8168,,,,,
1473,0.36139882,1822671.652,793066.5226,,,,,
1474,0.36130173,1817689.922,791075.7472,,,,,
1475,0.36118266,1818208.752,791518.5174,,,,,
1476,0.36105677,1817187.266,791303.1917,,,,,
1477,0.36092356,1811271.818,788969.2361,,,,,
1478,0.36075949,1803791.222,786007.666,,,,,
1479,0.36054876,1797316.01,783566.1761,,,,,
1480,0.36029733,1791193.363,781349.1482,,,,,
1481,0.36001537,1784628.239,778990.9149,,,,,
1482,0.35971811,1777890.394,776581.2087,,,,,
1483,0.35941752,1771376.636,774271.7082,,,,,
1484,0.35910256,1765013.594,772050.1245,,,,,
1485,0.35875936,1758556.614,769833.8376,,,,,
1486,0.3584063,1751560.396,767394.7455,,,,,
1487,0.35807116,1743591.095,764492.9389,,,,,
1488,0.3577326,1735266.55,761436.3396,,,,,
1489,0.35734307,1727761.678,758823.499,,,,,
1490,0.35691391,1720916.896,756564.556,,,,,
1491,0.35650305,1713489.843,754012.3908,,,,,
1492,0.35610504,1705169.148,751038.8885,,,,,
1493,0.35564234,1696727.022,748117.1913,,,,,
1494,0.35510197,1688594.362,745458.3197,,,,,
1495,0.35457687,1680589.712,742822.1305,,,,,
1496,0.35411865,1672714.941,740121.9482,,,,,
1497,0.3536716,1665464.553,737672.8394,,,,,
1498,0.35318817,1658537.371,735422.7973,,,,,
1499,0.35268305,1649153.634,732112.907,,,,,
1500,0.35217332,1635715.48,727000.0615,,,,,
1501,0.35165366,1623164.076,722285.2804,,,,,
1502,0.35111977,1616556.996,720230.0723,,,,,
1503,0.35056827,1612414.065,719297.0973,,,,,
1504,0.34999245,1604973.944,716927.9884,,,,,
1505,0.34941367,1593859.607,712912.774,,,,,
1506,0.34886685,1581296.522,708184.5756,,,,,
1507,0.3483406,1570183.365,704060.1623,,,,,
1508,0.34779691,1563562.13,701969.4882,,,,,
1509,0.34722646,1559917.405,701253.6646,,,,,
1510,0.34663772,1554094.537,699583.7458,,,,,
1511,0.34603698,1544819.449,696371.1189,,,,,
1512,0.34543571,1535116.987,692956.178,,,,,
1513,0.34485291,1526641.292,690055.6237,,,,,
1514,0.34431231,1518800.211,687366.4677,,,,,
1515,0.34380634,1510338.911,684333.9292,,,,,
1516,0.34326833,1499102.297,680084.5985,,,,,
1517,0.34266152,1485081.411,674665.867,,,,,
1518,0.34204954,1473665.327,670423.6515,,,,,
1519,0.34149769,1468333.415,668847.3212,,,,,
1520,0.34099753,1463999.626,667641.6664,,,,,
1521,0.34051614,1455276.849,664399.7745,,,,,
1522,0.3400125,1442584.626,659369.4231,,,,,
1523,0.33945804,1428158.369,653609.4661,,,,,
1524,0.33889787,1415882.309,648827.5492,,,,,
1525,0.33839794,1409274.39,646543.3133,,,,,
1526,0.33794518,1405107.66,645304.0894,,,,,
1527,0.33748926,1397778.08,642612.1978,,,,,
1528,0.33703176,1387441.841,638532.5335,,,,,
1529,0.33660537,1377299.482,634487.4163,,,,,
1530,0.33619209,1368083.221,630841.7549,,,,,
1531,0.3357383,1358808.616,627220.1332,,,,,
1532,0.33526347,1349267.659,623497.3914,,,,,
1533,0.33485151,1339948.085,619778.432,,,,,
1534,0.3345069,1330963.416,616111.3622,,,,,
1535,0.3341442,1321999.114,612473.0156,,,,,
1536,0.33373584,1312779.102,608773.6059,,,,,
1537,0.33333923,1303111.273,604842.4597,,,,,
1538,0.33299033,1293132.955,600693.3793,,,,,
1539,0.33267943,1283503.721,596647.3323,,,,,
1540,0.33238394,1274482.177,592856.8337,,,,,
1541,0.33206292,1265436.912,589084.4756,,,,,
1542,0.33169971,1255951.361,585157.9574,,,,,
1543,0.3313456,1246384.767,581174.475,,,,,
1544,0.33104118,1237076.175,577238.4703,,,,,
1545,0.33076005,1227962.937,573357.1143,,,,,
1546,0.3304692,1219003.308,569555.0201,,,,,
1547,0.33015971,1210498.991,565984.7342,,,,,
1548,0.32983307,1202411.934,562626.5338,,,,,
1549,0.32951035,1192870.647,558576.9404,,,,,
1550,0.32921411,1180395.604,553112.4974,,,,,
1551,0.32895447,1168257.685,547752.2532,,,,,
1552,0.32873497,1160337.899,544314.0086,,,,,
1553,0.32852027,1154391.776,541792.4617,,,,,
1554,0.3282627,1146264.171,538297.0688,,,,,
1555,0.32796655,1135617.689,533661.1592,,,,,
1556,0.32766359,1123960.484,528551.6681,,,,,
1557,0.32739765,1113510.138,523958.0621,,,,,
1558,0.32721227,1106509.613,520886.2874,,,,,
1559,0.32705428,1101318.281,518631.1096,,,,,
1560,0.3268167,1094154.694,515539.5929,,,,,
1561,0.32653057,1084849.208,511491.9521,,,,,
1562,0.32632191,1075720.174,507431.4717,,,,,
1563,0.32616759,1067502.102,503733.8631,,,,,
1564,0.32592523,1059585.953,500277.4942,,,,,
1565,0.32561562,1050850.24,496506.8134,,,,,
1566,0.32540789,1039864.029,491551.0946,,,,,
1567,0.32530764,1028004.964,486057.419,,,,,
1568,0.32514826,1019360.375,482147.0179,,,,,
1569,0.32488917,1014041.892,479917.6518,,,,,
1570,0.32464017,1007638.787,477160.7474,,,,,
1571,0.32443301,998036.7693,472839.259,,,,,
1572,0.32419531,986273.8545,467522.1707,,,,,
1573,0.32390016,974421.9585,462218.0551,,,,,
1574,0.32359552,965629.7328,458368.8679,,,,,
1575,0.32331177,960178.1162,456078.956,,,,,
1576,0.32303664,954068.7205,453464.2109,,,,,
1577,0.32274371,945406.0683,449650.0809,,,,,
1578,0.32239617,936145.5363,445602.0712,,,,,
1579,0.32198794,927533.1274,441917.7973,,,,,
1580,0.32156487,919042.2944,438299.1497,,,,,
1581,0.32115629,910336.2072,434555.7725,,,,,
1582,0.32075233,901725.6353,430846.0179,,,,,
1583,0.32033565,893403.3876,427279.389,,,,,
1584,0.31988189,885210.0273,423803.3996,,,,,
1585,0.31938623,876913.0039,420310.5383,,,,,
1586,0.31888589,868214.6658,416621.063,,,,,
1587,0.31840278,859116.2195,412713.9356,,,,,
1588,0.31791635,850247.5377,408911.2242,,,,,
1589,0.31739939,841915.3474,405386.2733,,,,,
1590,0.3168198,833579.7691,401908.6577,,,,,
1591,0.31617236,824901.1961,398317.6668,,,,,
1592,0.31551656,816204.4202,394713.8637,,,,,
1593,0.31489393,807720.4789,391171.4645,,,,,
1594,0.31428206,799287.6945,387633.2853,,,,,
1595,0.31365336,790869.1416,384106.1565,,,,,
1596,0.31299048,782810.7661,380773.141,,,,,
1597,0.31229837,774901.1937,377526.9533,,,,,
1598,0.31162398,765617.7389,373583.7747,,,,,
1599,0.31096962,754723.2157,368823.0782,,,,,
1600,0.31023917,745079.2808,364723.1393,,,,,
1601,0.30941123,738057.5962,361975.3732,,,,,
1602,0.30863238,731112.0454,359212.5974,,,,,
1603,0.30796069,722417.6986,355490.2431,,,,,
1604,0.30724503,712579.1198,351227.1384,,,,,
1605,0.30641442,702754.2155,347047.5937,,,,,
1606,0.30561121,694591.0332,343651.2751,,,,,
1607,0.30490385,688353.5191,341120.3961,,,,,
1608,0.30415795,681706.6749,338407.2016,,,,,
1609,0.30329938,673460.6268,334975.3363,,,,,
1610,0.30241559,664838.998,331360.6228,,,,,
1611,0.30159052,656713.4301,327933.1959,,,,,
1612,0.30086447,649015.116,324631.2609,,,,,
1613,0.30019566,641153.6542,321193.2899,,,,,
1614,0.29942495,631940.79,317140.3013,,,,,
1615,0.29853819,621900.706,312739.5846,,,,,
1616,0.29774789,613823.6915,309240.0654,,,,,
1617,0.29710569,607945.9585,306732.1381,,,,,
1618,0.29642248,601304.4288,303858.8706,,,,,
1619,0.29561973,592677.0345,300053.2703,,,,,
1620,0.29477001,582951.4561,295707.5264,,,,,
1621,0.29393014,573580.3815,291517.1764,,,,,
1622,0.29313594,566318.2974,288353.12,,,,,
1623,0.29239867,560549.8129,285900.9144,,,,,
1624,0.29169541,553819.0951,282925.7745,,,,,
1625,0.29100722,545868.757,279306.4814,,,,,
1626,0.29032617,537992.095,275708.2245,,,,,
1627,0.28961789,530451.6352,272287.6266,,,,,
1628,0.28883814,522884.3198,268885.5562,,,,,
1629,0.28805089,515286.1242,265459.0605,,,,,
1630,0.28736099,507826.9999,262032.282,,,,,
1631,0.28671175,500528.4426,258652.6954,,,,,
1632,0.28599602,493308.4371,255342.1555,,,,,
1633,0.2852611,485867.2491,251916.4466,,,,,
1634,0.2845958,477988.9488,248211.5895,,,,,
1635,0.2840109,470203.8762,244497.9975,,,,,
1636,0.28348096,462996.6966,241044.3394,,,,,
1637,0.28292147,455904.2556,237657.8548,,,,,
1638,0.28225604,448506.9544,234160.2344,,,,,
1639,0.28148752,441120.5345,230711.7733,,,,,
1640,0.28069436,433989.4549,227397.0435,,,,,
1641,0.2800875,426915.5695,224003.3405,,,,,
1642,0.27969605,419838.669,220488.7232,,,,,
1643,0.27919112,413023.9679,217162.1498,,,,,
1644,0.27850875,406220.0675,213920.6081,,,,,
1645,0.27799579,398504.2467,210105.3772,,,,,
1646,0.27769846,390261.1633,205900.2508,,,,,
1647,0.2773243,383128.6846,202311.4065,,,,,
1648,0.27682359,376929.6118,199267.5907,,,,,
1649,0.27634357,370170.0599,195910.5007,,,,,
1650,0.27591978,362578.6306,192080.123,,,,,
1651,0.27552205,354636.1105,188044.6158,,,,,
1652,0.27513093,347044.7685,184185.1337,,,,,
1653,0.27473437,340311.2302,180776.4732,,,,,
1654,0.27432429,333612.5841,177385.5054,,,,,
1655,0.27391611,326113.5622,173561.2417,,,,,
1656,0.27361566,318188.3883,169460.5722,,,,,
1657,0.27348034,310270.8102,165295.329,,,,,
1658,0.27339409,302386.0316,161126.7463,,,,,
1659,0.27327709,294281.7998,156850.6474,,,,,
1660,0.27315521,285400.8694,152159.8533,,,,,
1661,0.2730604,276063.2692,147213.7008,,,,,
1662,0.27301303,267432.7557,142626.9401,,,,,
1663,0.27289721,259215.9652,138281.6459,,,,,
1664,0.2725278,250185.0505,133577.5744,,,,,
1665,0.27211227,240254.7856,128398.4474,,,,,
1666,0.272021,229941.268,122912.4642,,,,,
1667,0.27226289,219976.843,117520.621,,,,,
1668,0.27268852,210761.2361,112486.9692,,,,,
1669,0.273061,201499.3506,107451.5416,,,,,
1670,0.27322879,191695.9575,102184.2969,,,,,
1671,0.27328153,181834.6184,96915.90031,,,,,
1672,0.27338184,172236.6648,91779.09385,,,,,
1673,0.27373727,162901.4301,86733.65081,,,,,
1674,0.27428334,153806.6938,81788.43473,,,,,
1675,0.27473558,144940.1479,76993.33369,,,,,
1676,0.27515739,136379.4711,72375.50584,,,,,
1677,0.27577511,128192.0757,67933.82468,,,,,
1678,0.27660633,120233.29,63594.33024,,,,,
1679,0.2775924,112462.3344,59349.17654,,,,,
1680,0.27863334,105205.8366,55386.82808,,,,,
1681,0.27960762,98516.88278,51749.129,,,,,
1682,0.28041524,92030.52049,48252.1463,,,,,
1683,0.28116994,85781.79189,44897.81215,,,,,
1684,0.28215662,80090.35722,41823.81215,,,,,
1685,0.28333073,74863.63304,38988.82691,,,,,
1686,0.28444138,69894.08802,36307.72727,,,,,
1687,0.28516797,65246.20606,33836.64471,,,,,
1688,0.28554452,60945.72404,31579.02562,,,,,
1689,0.28652108,56824.64892,29377.55731,,,,,
1690,0.28789463,52906.37811,27265.49586,,,,,
1691,0.28786254,49410.80659,25465.92167,,,,,
1692,0.28703922,46260.35663,23887.44819,,,,,
1693,0.28743997,43244.46622,22309.53775,,,,,
1694,0.28852788,40340.0439,20759.09815,,,,,
1695,0.28945038,37604.32747,19310.2301,,,,,
1696,0.29097089,35148.46553,17986.03676,,,,,
1697,0.2927679,32973.11779,16803.20452,,,,,
1698,0.29289456,30960.43979,15772.93662,,,,,
1699,0.29189949,29086.47345,14852.22694,,,,,
1700,0.29136142,27363.50526,13989.76157,,,,,
