Batch Number,B2600056,,,,
Category,Aquaculture,,,,
Specie,Cold Fresh Water Fish,,,,
Family,Salmonoid,,,,
Brand,A'FLAKES,,,,
Product Code,FTT207002,,,,
Product name,A\'FLAKES Gold- Salmonoid Finisher 7002,,,,
NIR-Code,Y20260214-00111,,,,
Serial Number:,5B25203,,,,
Scan Config Name:,IAS5100,,,,
Scan Config Type:,2,,,,
Start wavelength in nm:,900,,,,
End wavelength in nm:,1700,,,,
Pattern Pixel Width:,11,,,,
Exposure Time:,0,,,,
Measurement points:,420,,,,
Number of Measurement points:,801,,,,
Num Repeats:,90,90,,,
PGA Gain:,64,64,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original
900,0.6843958,1238304.972,256113.1161,5462,851
901,0.68426173,1258195.676,260307.3675,5468,999
902,0.68411977,1277969.063,264484.7125,5362,929
903,0.68396273,1297542.258,268632.6433,5154,987
904,0.68379555,1316736.143,272711.3428,5076,872
905,0.68362358,1335366.583,276679.466,4953,955
906,0.68345165,1353396.433,280526.1657,5004,888
907,0.68328431,1371064.861,284297.923,4983,843
908,0.68312597,1388641.316,288047.5035,4939,794
909,0.68297942,1406260.811,291800.7867,5095,848
910,0.68284334,1423696.051,295511.1951,5048,914
911,0.68271574,1440659.324,299120.0681,5173,925
912,0.68259099,1456946.858,302588.7144,5309,848
913,0.68244997,1472673.977,305954.3561,5517,1012
914,0.68227126,1488031.816,309272.2514,5679,890
915,0.68204174,1503181.361,312586.0851,5897,918
916,0.68178691,1518126.321,315879.1795,6222,983
917,0.68154341,1532819.299,319115.2408,6349,945
918,0.68134162,1547234.293,322265.9778,6665,1028
919,0.68117774,1561494.61,325358.9442,7147,1066
920,0.68103428,1575787.098,328445.4612,7461,1075
921,0.68089528,1590217.191,331559.2583,8056,1241
922,0.68075313,1604146.017,334572.905,8599,1292
923,0.68060426,1616536.733,337272.7994,8989,1362
924,0.68044512,1626507.933,339477.5563,9661,1403
925,0.68027495,1635037.747,341391.6037,10393,1395
926,0.68009549,1644308.25,343469.162,11123,1672
927,0.67990981,1656361.082,346134.7578,12067,1723
928,0.67972733,1670886.4,349316.8936,12972,1770
929,0.67956098,1685790.897,352567.8663,13932,2030
930,0.6794217,1699016.966,355447.9484,15077,2198
931,0.679307,1709935.264,357826.6396,16290,2289
932,0.67920374,1719147.108,359839.8837,17662,2501
933,0.67909962,1727307.537,361634.6631,19254,2624
934,0.67899521,1735354.649,363406.7906,21144,2923
935,0.67890313,1744495.645,365398.5007,23024,3173
936,0.67883557,1755886.742,367841.6706,25533,3451
937,0.67878441,1769216.099,370677.715,28357,3845
938,0.67872125,1782675.329,373551.9504,31388,4317
939,0.67861872,1794441.676,376106.3144,35243,4887
940,0.67848398,1804055.423,378238.6396,39732,5599
941,0.67836007,1812505.486,380118.7232,44837,6429
942,0.67828957,1820829.329,381926.3893,50598,7266
943,0.67827301,1829494.768,383758.6321,57281,8167
944,0.67826642,1838355.78,385623.1894,64892,9457
945,0.67822581,1847219.521,387518.7271,73529,10817
946,0.6781427,1855471.127,389324.2897,83175,12370
947,0.67804526,1862047.211,390791.7862,93973,14138
948,0.6779619,1865938.895,391683.7127,106296,15893
949,0.67790114,1867954.345,392161.6457,119433,18037
950,0.67785185,1870755.053,392794.2102,134022,20356
951,0.67780293,1876954.418,394140.2568,149074,22956
952,0.67775473,1886388.356,396165.2522,165053,25576
953,0.67771795,1896246.747,398269.3619,181792,28368
954,0.67770246,1903719.676,399853.1634,198779,31226
955,0.67770336,1907894.641,400729.2362,216052,34105
956,0.6777033,1909502.582,401067.0156,232137,36801
957,0.67768556,1909371.879,401055.9474,249789,39875
958,0.67764691,1908971.507,401007.5352,266268,42684
959,0.67759461,1910261.397,401326.8275,280321,45023
960,0.67753678,1914995.035,402374.8868,296546,47771
961,0.67748638,1922303.01,403957.3033,310842,50376
962,0.67745903,1929586.116,405513.3346,324757,52722
963,0.67746657,1934473.749,406533.44,338404,54911
964,0.67748847,1937048.04,407053.9051,350288,57022
965,0.67748658,1938742.677,407411.7893,364368,59336
966,0.67742981,1940845.23,407906.9445,377839,61476
967,0.6773394,1943466.033,408542.7894,389708,63471
968,0.67725974,1946190.494,409190.5633,404732,65854
969,0.67722444,1948673.809,409745.9834,417723,67911
970,0.6772082,1950975.941,410245.3976,431100,70075
971,0.67716538,1953297.804,410774.1252,444641,71997
972,0.67706611,1955802.018,411394.7861,458403,74091
973,0.67694547,1958490.149,412074.6715,472058,76187
974,0.67685529,1961321.547,412756.111,487098,78480
975,0.67682755,1964202.872,413388.8772,501087,80623
976,0.67683464,1966879.705,413945.4952,515350,82578
977,0.67683786,1969068.183,414403.0028,529871,84760
978,0.6768148,1970726.377,414774.0024,544512,86938
979,0.67677838,1972343.633,415149.1935,559374,89173
980,0.67674599,1974473.281,415628.4529,571375,90706
981,0.67672275,1977264.404,416238.2633,589235,93400
982,0.6766947,1980234.718,416890.4764,605823,95684
983,0.67664666,1982860.704,417489.4935,618090,97375
984,0.67657368,1984991.505,418008.3637,636893,100126
985,0.67648201,1986884.966,418495.4221,652949,102180
986,0.67637904,1988806.97,418999.5809,668624,104329
987,0.67628066,1990837.463,419522.3951,684855,106471
988,0.67620902,1992916.258,420029.728,697691,108284
989,0.67618183,1994995.539,420494.2823,716205,110736
990,0.67617873,1997160.313,420953.5747,733915,112946
991,0.67616045,1999562.006,421477.5331,747891,114701
992,0.67609793,2002144.876,422082.7178,768617,117555
993,0.67601329,2003803.559,422514.7277,785209,119813
994,0.67594441,2003102.44,422433.8879,801673,121988
995,0.6759141,1999592.992,421723.2159,818598,124144
996,0.67590007,1995821.502,420941.3911,836057,126259
997,0.67587166,1994879.288,420770.1891,852705,128622
998,0.6758158,1997828.638,421446.4856,870846,130990
999,0.67575137,2002026.044,422394.5966,887729,133166
1000,0.67569952,2004498.252,422966.6825,904489,135369
1001,0.67566154,2004082.027,422915.8447,921812,137782
1002,0.67561711,2001618.968,422439.282,939165,140031
1003,0.67554727,1998085.443,421761.3553,956641,142484
1004,0.67546234,1994826.213,421155.7445,968354,143899
1005,0.67539231,1993429.329,420928.6995,991171,147160
1006,0.67536148,1995059.38,421302.8034,1010976,149978
1007,0.67535601,1998293.589,421991.0966,1022694,151539
1008,0.67534777,2000741.678,422516.086,1045839,154889
1009,0.67531669,2000789.713,422556.468,1063867,157170
1010,0.67526799,1999290.722,422287.2369,1081063,159623
1011,0.67521181,1997578.879,421980.2489,1098932,161869
1012,0.67514776,1996474.318,421809.1262,1110927,163328
1013,0.67505744,1995927.315,421781.2576,1132591,166158
1014,0.67492275,1995772.433,421879.3467,1153072,168764
1015,0.67476508,1995214.484,421914.557,1166782,170375
1016,0.6746419,1992878.573,421540.1426,1191754,173557
1017,0.6746018,1987734.763,420490.9266,1209980,175800
1018,0.67461087,1981728.319,419211.552,1228178,177861
1019,0.67459451,1978249.707,418491.4561,1247003,180231
1020,0.67450191,1979467.392,418838.3556,1266735,182494
1021,0.67437472,1982892.52,419685.9745,1285421,184840
1022,0.67427526,1984951.228,420217.9287,1305805,187256
1023,0.67422566,1983578.858,419975.3631,1324960,189490
1024,0.67417672,1979452.344,419148.9015,1343720,191734
1025,0.67407453,1973571.13,418001.9009,1363355,193779
1026,0.67392219,1967562.357,416875.4446,1383115,196030
1027,0.67377552,1963621.292,416180.9658,1403040,198422
1028,0.67368518,1963503.025,416242.4755,1413562,199309
1029,0.67364429,1965664.403,416739.9005,1440373,202608
1030,0.6736204,1967125.165,417072.5347,1463166,205305
1031,0.67358517,1965872.092,416840.6767,1473714,206199
1032,0.67352333,1962873.453,416264.1139,1500637,209476
1033,0.67342274,1959649.38,415676.654,1520167,211636
1034,0.67329803,1956946.58,415222.5558,1538019,213635
1035,0.67320083,1954443.891,414784.3679,1556594,215766
1036,0.67317927,1951775.242,414238.5736,1565836,216727
1037,0.67320955,1948953.04,413610.7614,1589144,219538
1038,0.67322174,1946230.442,413021.3664,1610305,222251
1039,0.67316431,1943797.569,412559.6303,1621238,223442
1040,0.67306971,1941555.813,412173.5974,1648308,227275
1041,0.67299293,1939328.393,411773.5341,1665292,229726
1042,0.6729549,1936912.933,411296.6715,1681502,232048
1043,0.67291621,1934061.86,410727.8529,1698456,234774
1044,0.67283491,1930557.619,410060.4278,1716005,237238
1045,0.67272706,1926695.51,409341.7378,1730884,239674
1046,0.67265352,1923162.915,408660.4021,1748153,242471
1047,0.67265698,1920474.228,408085.8195,1762766,244802
1048,0.67268175,1918234.387,407586.6277,1776365,247214
1049,0.67264172,1915769.338,407100.3698,1790512,249424
1050,0.67250899,1912746.299,406582.2197,1803978,251603
