Batch Number,B2600091,,,,,,,,,,,,,,,,,
Category,Poultry,,,,,,,,,,,,,,,,,
Specie,Chicken,,,,,,,,,,,,,,,,,
Family,Layer Baladi,,,,,,,,,,,,,,,,,
Brand,FARMFLAKES,,,,,,,,,,,,,,,,,
Product Code,PPEP250402,,,,,,,,,,,,,,,,,
Product name,CHICKEN FEED - BALADI PRODUCTION 2,,,,,,,,,,,,,,,,,
NIR-Code,D20260214-00107,,,,,,,,,,,,,,,,,
FileTitle:,IAS_Spectrum,,,,,,,,,,,,,,,,,
Head:,Reference,Sample,,,,,,,,,,,,,,,,
System Temp hundredths:,2371,2509,,,,,,,,,,,,,,,,
Detector Temp hundredths:,0,0,,,,,,,,,,,,,,,,
Humidity hundredths:,5424,4863,,,,,,,,,,,,,,,,
Lamp PD:,93,93,,,,,,,,,,,,,,,,
Tec Temp:,0,,,,,,,,,,,,,,,,,
Product SN:,8B6YK9LO,,,,,,,,,,,,,,,,,
Serial Number:,5B25203,,,,,,,,,,,,,,,,,
Scan Config Name:,IAS5100,,,,,,,,,,,,,,,,,
Scan Config Type:,2,,,,,,,,,,,,,,,,,
Start wavelength in nm:,900,,,,,,,,,,,,,,,,,
End wavelength in nm:,1700,,,,,,,,,,,,,,,,,
Pattern Pixel Width:,11,,,,,,,,,,,,,,,,,
Exposure Time:,0,,,,,,,,,,,,,,,,,
Measurement points:,420,,,,,,,,,,,,,,,,,
Number of Measurement points:,801,,,,,,,,,,,,,,,,,
Num Repeats:,90,90,,,,,,,,,,,,,,,,
PGA Gain:,64,64,,,,,,,,,,,,,,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original,,,,,,,,,,,,,
1158,0.07300435,1712433.513,1447469.315,2058866,1678003,,,,,,,,,,,,,
1159,0.07418591,1714962.39,1445668.398,2045316,1662519,,,,,,,,,,,,,
1160,0.07535484,1717811.888,1444178.116,2050850,1661973,,,,,,,,,,,,,
1161,0.07650958,1721227.873,1443207.543,2042969,1650132,,,,,,,,,,,,,
1162,0.0776606,1725053.227,1442586.61,2032761,1635958,,,,,,,,,,,,,
1163,0.0788204,1729020.443,1442048.025,2022456,1621641,,,,,,,,,,,,,
1164,0.07997694,1732691.029,1441266.147,2014414,1609060,,,,,,,,,,,,,
1165,0.08109958,1735494.269,1439871.064,1999088,1590523,,,,,,,,,,,,,
1166,0.0821743,1737425.343,1437910.497,1988563,1576370,,,,,,,,,,,,,
1167,0.08322316,1739809.846,1436410.673,1974906,1559873,,,,,,,,,,,,,
1168,0.08426732,1743892.404,1436323.825,1960315,1543213,,,,,,,,,,,,,
1169,0.08530382,1748779.591,1436915.593,1947551,1528999,,,,,,,,,,,,,
1170,0.08632258,1752594.437,1436676.05,1935070,1515271,,,,,,,,,,,,,
1171,0.08732602,1754843.939,1435200.189,1922018,1502502,,,,,,,,,,,,,
1172,0.08832782,1756942.734,1433605.922,1900460,1483918,,,,,,,,,,,,,
1173,0.08933251,1760089.914,1432855.326,1896860,1480113,,,,,,,,,,,,,
1174,0.09031491,1763995.472,1432790.046,1887310,1472766,,,,,,,,,,,,,
1175,0.09124595,1768018.335,1432982.258,1866278,1457190,,,,,,,,,,,,,
1176,0.09213375,1772147.586,1433395.848,1863491,1456931,,,,,,,,,,,,,
1177,0.09301429,1776865.35,1434300.756,1852087,1450725,,,,,,,,,,,,,
1178,0.09390613,1781891.234,1435407,1840193,1444808,,,,,,,,,,,,,
1179,0.09479114,1785226.589,1435166.227,1829564,1440729,,,,,,,,,,,,,
1180,0.09565297,1785242.239,1432333.628,1811993,1431781,,,,,,,,,,,,,
1181,0.09649525,1784490.189,1428956.193,1807372,1433532,,,,,,,,,,,,,
1182,0.09732307,1787185.325,1428389.059,1800495,1433913,,,,,,,,,,,,,
1183,0.09813198,1793888.373,1431078.422,1785354,1428111,,,,,,,,,,,,,
1184,0.09891644,1800855.208,1434043.616,1785477,1434844,,,,,,,,,,,,,
1185,0.0996769,1805110.434,1434917.307,1775840,1434066,,,,,,,,,,,,,
1186,0.10041479,1807060.539,1434028.929,1765654,1432856,,,,,,,,,,,,,
1187,0.10112979,1807877.446,1432317.152,1756986,1433585,,,,,,,,,,,,,
1188,0.10182206,1809401.392,1431241.303,1751380,1436950,,,,,,,,,,,,,
1189,0.10249023,1813849.701,1432554.203,1740548,1436258,,,,,,,,,,,,,
1190,0.10312991,1821456.099,1436444.327,1735069,1440189,,,,,,,,,,,,,
1191,0.10373774,1829250.205,1440573.344,1726672,1442373,,,,,,,,,,,,,
1192,0.10431288,1834699.258,1442952.413,1717797,1444184,,,,,,,,,,,,,
1193,0.10484832,1838619.635,1444253.995,1711379,1448248,,,,,,,,,,,,,
1194,0.1053338,1842725.036,1445861.637,1705691,1453001,,,,,,,,,,,,,
1195,0.10576962,1847716.386,1448323.891,1700099,1457547,,,,,,,,,,,,,
1196,0.10616533,1853492.674,1451528.427,1688630,1457130,,,,,,,,,,,,,
1197,0.10652663,1859324.282,1454884.494,1691527,1468742,,,,,,,,,,,,,
1198,0.10685126,1863245.402,1456863.296,1690031,1476135,,,,,,,,,,,,,
1199,0.10713601,1863925.2,1456439.574,1679489,1475180,,,,,,,,,,,,,
1200,0.10737066,1864580.162,1456164.361,1684593,1487388,,,,,,,,,,,,,
1201,0.10754128,1869823.052,1459685.279,1682926,1492795,,,,,,,,,,,,,
1202,0.10765081,1879442.295,1466824.61,1681093,1497749,,,,,,,,,,,,,
1203,0.10771972,1888723.839,1473834.588,1680947,1503211,,,,,,,,,,,,,
1204,0.10775807,1894348.044,1478092.803,1675407,1503060,,,,,,,,,,,,,
1205,0.10774827,1896715.764,1479973.661,1680627,1511700,,,,,,,,,,,,,
1206,0.10767208,1897034.189,1480481.814,1684376,1518396,,,,,,,,,,,,,
1207,0.10753576,1898282.123,1481920.817,1681442,1518553,,,,,,,,,,,,,
1208,0.10735619,1903997.485,1486997.317,1692585,1530679,,,,,,,,,,,,,
1209,0.10714445,1913792.827,1495376.245,1696162,1535443,,,,,,,,,,,,,
1210,0.10690364,1923269.736,1503614.679,1699738,1539740,,,,,,,,,,,,,
1211,0.10662566,1929570.913,1509506.835,1705155,1545315,,,,,,,,,,,,,
1212,0.10627932,1934226.735,1514356.265,1712182,1552204,,,,,,,,,,,,,
1213,0.10583976,1939203.021,1519789.784,1717101,1556880,,,,,,,,,,,,,
1214,0.10534144,1944701.62,1525848.917,1726066,1565346,,,,,,,,,,,,,
1215,0.10484078,1950191.182,1531921.132,1732358,1570969,,,,,,,,,,,,,
1216,0.104345,1955580.859,1537909.506,1738424,1576405,,,,,,,,,,,,,
1217,0.10381185,1961238.894,1544253.704,1745712,1582897,,,,,,,,,,,,,
1218,0.10321461,1967385.56,1551225.251,1753607,1589757,,,,,,,,,,,,,
1219,0.10256906,1973815.102,1558609.801,1761422,1596306,,,,,,,,,,,,,
1220,0.10189648,1980222.295,1566092.71,1762374,1596578,,,,,,,,,,,,,
1221,0.10121463,1986078.062,1573191.839,1778047,1610048,,,,,,,,,,,,,
1222,0.10053816,1990812.652,1579400.362,1789817,1619821,,,,,,,,,,,,,
1223,0.09986024,1994982.951,1585181.321,1790504,1619419,,,,,,,,,,,,,
1224,0.09915546,2000242.163,1591941.551,1808019,1633978,,,,,,,,,,,,,
1225,0.09841609,2007162.441,1600171.121,1817810,1641493,,,,,,,,,,,,,
1226,0.09767049,2013724.271,1608160.946,1826975,1648204,,,,,,,,,,,,,
1227,0.09694397,2018029.476,1614297.345,1836800,1655638,,,,,,,,,,,,,
1228,0.09623454,2021030.518,1619341.089,1839376,1656380,,,,,,,,,,,,,
1229,0.09553333,2024633.273,1624849.117,1854090,1667940,,,,,,,,,,,,,
1230,0.09483655,2029219.775,1631144.887,1866124,1677114,,,,,,,,,,,,,
1231,0.0941425,2033867.333,1637495.538,1867929,1677045,,,,,,,,,,,,,
1232,0.09345369,2038145.696,1643544.773,1886118,1691760,,,,,,,,,,,,,
1233,0.09278286,2042670.48,1649739.793,1894135,1697251,,,,,,,,,,,,,
1234,0.09214192,2047652.311,1656205.768,1900720,1701842,,,,,,,,,,,,,
1235,0.09152896,2050776.482,1661075.483,1908545,1707274,,,,,,,,,,,,,
1236,0.09093574,2049361.702,1662198.465,1916953,1713096,,,,,,,,,,,,,
1237,0.09036177,2045845.839,1661541.272,1923449,1717443,,,,,,,,,,,,,
1238,0.0898177,2046199.708,1663911.869,1933538,1724465,,,,,,,,,,,,,
1239,0.08930847,2052212.262,1670758.98,1940584,1729072,,,,,,,,,,,,,
1240,0.08882017,2059038.364,1678202.136,1946840,1732759,,,,,,,,,,,,,
1241,0.08833837,2062527.365,1682911.761,1954416,1737346,,,,,,,,,,,,,
1242,0.0878677,2063150.86,1685245.906,1961862,1741739,,,,,,,,,,,,,
1243,0.08741776,2062555.59,1686506.028,1968158,1745397,,,,,,,,,,,,,
1244,0.08699179,2063521.062,1688951.24,1964598,1739772,,,,,,,,,,,,,
1245,0.08659106,2069319.881,1695260.982,1978107,1749815,,,,,,,,,,,,,
1246,0.08621517,2079610.797,1705166.888,1986031,1754596,,,,,,,,,,,,,
1247,0.08585795,2089815.928,1714944.578,1979614,1746633,,,,,,,,,,,,,
1248,0.08551345,2096945.706,1722160.927,1993386,1756753,,,,,,,,,,,,,
1249,0.0851842,2102750.592,1728238.042,1997151,1758105,,,,,,,,,,,,,
1250,0.08487446,2109450.722,1734981.794,1999497,1758098,,,,,,,,,,,,,
1251,0.08458274,2117493.386,1742766.985,2002170,1758476,,,,,,,,,,,,,
1252,0.08430502,2126565.272,1751353.014,1994994,1750599,,,,,,,,,,,,,
1253,0.08403707,2134899.573,1759301.938,2002006,1755080,,,,,,,,,,,,,
1254,0.08377365,2139560.623,1764212.713,2005363,1756561,,,,,,,,,,,,,
1255,0.08351387,2140888.77,1766364.118,1996283,1747137,,,,,,,,,,,,,
1256,0.08326772,2145052.453,1770802.77,2005036,1753629,,,,,,,,,,,,,
1257,0.08304638,2156474.353,1781139.441,2001315,1749337,,,,,,,,,,,,,
1258,0.08285113,2170341.186,1793398.846,1995214,1743193,,,,,,,,,,,,,
1259,0.08267753,2180125.301,1802203.917,1989420,1737786,,,,,,,,,,,,,
1260,0.08251202,2184668.763,1806648.142,1983462,1732397,,,,,,,,,,,,,
1261,0.08233772,2185819.291,1808325.218,1975427,1725673,,,,,,,,,,,,,
1262,0.08215229,2186682.232,1809811.695,1970449,1721719,,,,,,,,,,,,,
1263,0.08197052,2191761.754,1814775.131,1962905,1716199,,,,,,,,,,,,,
1264,0.0818048,2202815.081,1824623.424,1955007,1710574,,,,,,,,,,,,,
1265,0.08165603,2214783.853,1835165.83,1947884,1706188,,,,,,,,,,,,,
1266,0.08152212,2222716.558,1842306.826,1940826,1701868,,,,,,,,,,,,,
1267,0.08140124,2227697.164,1846949.05,1932645,1697096,,,,,,,,,,,,,
1268,0.08129164,2232678.213,1851545.971,1913103,1682030,,,,,,,,,,,,,
1269,0.08118086,2238404.657,1856768.415,1910907,1682565,,,,,,,,,,,,,
1270,0.08104902,2244057.106,1862022.34,1901446,1676388,,,,,,,,,,,,,
1271,0.08089758,2249293.369,1867018.057,1874626,1655037,,,,,,,,,,,,,
1272,0.08075887,2254507.044,1871943.456,1865729,1649103,,,,,,,,,,,,,
1273,0.08065309,2260033.709,1876989.447,1844362,1631973,,,,,,,,,,,,,
1274,0.08055744,2265861.771,1882244.216,1818196,1610342,,,,,,,,,,,,,
1275,0.08044601,2271831.02,1887687.116,1790368,1586746,,,,,,,,,,,,,
1276,0.08032413,2277222.876,1892698.35,1751463,1552901,,,,,,,,,,,,,
1277,0.08020879,2281183.139,1896493.505,1724521,1529315,,,,,,,,,,,,,
1278,0.08010328,2284437.825,1899660.823,1693423,1501738,,,,,,,,,,,,,
1279,0.07999991,2289007.107,1903913.591,1650064,1462971,,,,,,,,,,,,,
1280,0.0798928,2295275.583,1909598.387,1621609,1437133,,,,,,,,,,,,,
1281,0.07977885,2300864.558,1914750.545,1580978,1400455,,,,,,,,,,,,,
1282,0.0796575,2304071.835,1917955.429,1537078,1360480,,,,,,,,,,,,,
1283,0.0795373,2306387.521,1920414.516,1490708,1318515,,,,,,,,,,,,,
1284,0.07942735,2309720.638,1923676.809,1441913,1274308,,,,,,,,,,,,,
1285,0.07932401,2314028.053,1927722.918,1387697,1225315,,,,,,,,,,,,,
1286,0.07921804,2318434.34,1931864.955,1331797,1175097,,,,,,,,,,,,,
1287,0.07910554,2322980.713,1936154.734,1271172,1120634,,,,,,,,,,,,,
1288,0.07898766,2328508.707,1941289.038,1208140,1064264,,,,,,,,,,,,,
1289,0.07887145,2334220.162,1946571.504,1143497,1006797,,,,,,,,,,,,,
1290,0.07877322,2336433.844,1948858.33,1077445,948120,,,,,,,,,,,,,
1291,0.07870251,2333395.202,1946640.65,1009977,888229,,,,,,,,,,,,,
1292,0.07864421,2331120.759,1945004.288,934606,821653,,,,,,,,,,,,,
1293,0.07858091,2336070.136,1949417.963,865526,760522,,,,,,,,,,,,,
1294,0.078514,2345260.445,1957388.715,788071,692210,,,,,,,,,,,,,
1295,0.07845253,2351694.401,1963036.397,699060,613752,,,,,,,,,,,,,
1296,0.07840542,2353197.507,1964504.179,614251,539150,,,,,,,,,,,,,
1297,0.07838199,2351848.229,1963483.724,522943,458660,,,,,,,,,,,,,
1298,0.07838578,2350499.339,1962340.419,431212,377988,,,,,,,,,,,,,
1299,0.07841035,2353052.123,1964360.525,343994,301380,,,,,,,,,,,,,
1300,0.07845089,2361467.958,1971202.185,262705,230010,,,,,,,,,,,,,
1301,0.07851193,2370997.57,1978878.721,194608,170070,,,,,,,,,,,,,
1302,0.07859873,2376400.92,1982992.091,137992,120331,,,,,,,,,,,,,
1303,0.07870605,2378488.648,1984243.816,93768,81398,,,,,,,,,,,,,
1304,0.07882485,2380473.298,1985356.338,63618,55158,,,,,,,,,,,,,
1305,0.07896108,2383648.136,1987380.7,43497,37330,,,,,,,,,,,,,
1306,0.07913245,2387749.613,1990014.946,31264,26787,,,,,,,,,,,,,
1307,0.07933727,2391266.156,1992006.043,24368,20708,,,,,,,,,,,,,
1308,0.07954551,2390906.978,1990752.045,20463,17145,,,,,,,,,,,,,
1309,0.07974256,2385924.919,1985702.642,18329,15296,,,,,,,,,,,,,
1310,0.07996038,2383180.767,1982424.288,17019,14119,,,,,,,,,,,,,
1311,0.08022993,2388930.591,1985974.188,15855,13205,,,,,,,,,,,,,
1312,0.08054286,2398394.918,1992405.994,15245,12662,,,,,,,,,,,,,
1313,0.08088145,2403410.658,1995016.71,14666,12169,,,,,,,,,,,,,
1314,0.08124066,2402046.386,1992235.753,14095,11707,,,,,,,,,,,,,
1315,0.0816217,2396588.853,1985966.119,13776,11384,,,,,,,,,,,,,
1316,0.0820298,2390869.002,1979365.453,13347,10840,,,,,,,,,,,,,
1317,0.08247366,2390493.38,1977032.867,13143,10758,,,,,,,,,,,,,
1318,0.08295537,2397407.197,1980552.857,12743,10471,,,,,,,,,,,,,
1319,0.08347093,2405043.484,1984504.12,12546,10138,,,,,,,,,,,,,
1320,0.08402073,2407457.748,1983982.983,,,,,,,,,,,,,,,
1321,0.08460572,2406544.833,1980561.074,,,,,,,,,,,,,,,
1322,0.08522339,2405988.011,1977288.645,,,,,,,,,,,,,,,
1323,0.08586858,2406314.046,1974620.897,,,,,,,,,,,,,,,
1324,0.0865369,2406444.651,1971691.552,,,,,,,,,,,,,,,
1325,0.08723314,2406132.777,1968278.039,,,,,,,,,,,,,,,
1326,0.08796964,2405924.932,1964773.21,,,,,,,,,,,,,,,
1327,0.08875163,2406142.766,1961416.221,,,,,,,,,,,,,,,
1328,0.08957251,2406675.806,1958146.036,,,,,,,,,,,,,,,
1329,0.09042542,2407163.983,1954700.641,,,,,,,,,,,,,,,
1330,0.0913064,2406595.651,1950278.94,,,,,,,,,,,,,,,
1331,0.09221392,2404211.482,1944279.703,,,,,,,,,,,,,,,
1332,0.09314928,2401545.817,1937945.655,,,,,,,,,,,,,,,
1333,0.09411182,2400756.981,1933020.145,,,,,,,,,,,,,,,
1334,0.09510058,2401096.168,1928896.713,,,,,,,,,,,,,,,
1335,0.09611877,2399905.422,1923425.45,,,,,,,,,,,,,,,
1336,0.09717227,2396617.567,1916136.595,,,,,,,,,,,,,,,
1337,0.09826463,2393198.58,1908596.425,,,,,,,,,,,,,,,
1338,0.09939007,2390842.527,1901782.76,,,,,,,,,,,,,,,
1339,0.10052957,2388796.124,1895175.872,,,,,,,,,,,,,,,
1340,0.10167076,2386426.911,1888327.748,,,,,,,,,,,,,,,
1341,0.1028282,2384545.368,1881816.998,,,,,,,,,,,,,,,
1342,0.10401695,2383831.153,1876111.051,,,,,,,,,,,,,,,
1343,0.10522068,2381349.018,1868970.169,,,,,,,,,,,,,,,
1344,0.10641797,2372978.201,1857273.133,,,,,,,,,,,,,,,
1345,0.10762441,2361661.765,1843288.412,,,,,,,,,,,,,,,
1346,0.10886989,2355809.914,1833455.417,,,,,,,,,,,,,,,
1347,0.11015033,2357130.363,1829082.409,,,,,,,,,,,,,,,
1348,0.11143912,2357951.967,1824298.22,,,,,,,,,,,,,,,
1349,0.1127233,2352921.333,1815031.265,,,,,,,,,,,,,,,
1350,0.113993,2343878.776,1802777.591,,,,,,,,,,,,,,,
1351,0.11524064,2333887.055,1789942.982,,,,,,,,,,,,,,,
1352,0.11648908,2326732.421,1779333.524,,,,,,,,,,,,,,,
1353,0.11776043,2325628.976,1773290.954,,,,,,,,,,,,,,,
1354,0.11904628,2327429.035,1769416.879,,,,,,,,,,,,,,,
1355,0.12033452,2326138.472,1763197.847,,,,,,,,,,,,,,,
1356,0.12161439,2320743.719,1753932.156,,,,,,,,,,,,,,,
1357,0.12286537,2314436.463,1744134.173,,,,,,,,,,,,,,,
1358,0.12408725,2309199.94,1735298.899,,,,,,,,,,,,,,,
1359,0.12531724,2305094.917,1727315.118,,,,,,,,,,,,,,,
1360,0.1265731,2301120.666,1719357.931,,,,,,,,,,,,,,,
1361,0.12781833,2294021.098,1709145.664,,,,,,,,,,,,,,,
1362,0.12902785,2282003.55,1695463.57,,,,,,,,,,,,,,,
1363,0.13023632,2271262.689,1682794.373,,,,,,,,,,,,,,,
1364,0.1314743,2268871.274,1676237.512,,,,,,,,,,,,,,,
1365,0.13271191,2271062.95,1673082.145,,,,,,,,,,,,,,,
1366,0.13390974,2269161.779,1667077.23,,,,,,,,,,,,,,,
1367,0.1350767,2260639.562,1656359.565,,,,,,,,,,,,,,,
1368,0.13624939,2248080.06,1642715.59,,,,,,,,,,,,,,,
1369,0.137455,2235349.969,1628885.39,,,,,,,,,,,,,,,
1370,0.13870461,2227847.054,1618753.661,,,,,,,,,,,,,,,
1371,0.13998705,2227383.998,1613645.198,,,,,,,,,,,,,,,
1372,0.14126958,2227253.313,1608792.512,,,,,,,,,,,,,,,
1373,0.14254099,2221567.149,1599994.357,,,,,,,,,,,,,,,
1374,0.14383203,2212569.768,1588784.301,,,,,,,,,,,,,,,
1375,0.14517184,2204070.771,1577806.337,,,,,,,,,,,,,,,
1376,0.14655989,2196379.04,1567282.903,,,,,,,,,,,,,,,
1377,0.14798702,2188336.987,1556421.365,,,,,,,,,,,,,,,
1378,0.14945416,2179765.468,1545096.483,,,,,,,,,,,,,,,
1379,0.15096794,2171197.509,1533668.118,,,,,,,,,,,,,,,
1380,0.15253853,2162866.082,1522267.951,,,,,,,,,,,,,,,
1381,0.15418168,2154624.041,1510740.328,,,,,,,,,,,,,,,
1382,0.155911,2146143.168,1498813.808,,,,,,,,,,,,,,,
1383,0.15773505,2136782.921,1486022.377,,,,,,,,,,,,,,,
1384,0.1596571,2126347.015,1472234.659,,,,,,,,,,,,,,,
1385,0.16165565,2116244.265,1458512.467,,,,,,,,,,,,,,,
1386,0.16370628,2107806.09,1445853.784,,,,,,,,,,,,,,,
1387,0.16583339,2099972.084,1433442.033,,,,,,,,,,,,,,,
1388,0.16808308,2091016.518,1419954.349,,,,,,,,,,,,,,,
1389,0.17046306,2081270.682,1405612.173,,,,,,,,,,,,,,,
1390,0.17295067,2072247.539,1391524.831,,,,,,,,,,,,,,,
1391,0.17553802,2064391.801,1378015.507,,,,,,,,,,,,,,,
1392,0.1782385,2057110.303,1364643.097,,,,,,,,,,,,,,,
1393,0.18106153,2050314.713,1351322.476,,,,,,,,,,,,,,,
1394,0.18400272,2044761.227,1338566.295,,,,,,,,,,,,,,,
1395,0.18704394,2040065.69,1326173.097,,,,,,,,,,,,,,,
1396,0.19015393,2032772.272,1312002.906,,,,,,,,,,,,,,,
1397,0.19333572,2020772.854,1294737.657,,,,,,,,,,,,,,,
1398,0.19666094,2009763.517,1277862.188,,,,,,,,,,,,,,,
1399,0.20016737,2006208.257,1265344.102,,,,,,,,,,,,,,,
1400,0.20378727,2006906.175,1255277.662,,,,,,,,,,,,,,,
1401,0.20745534,2004765.159,1243392.286,,,,,,,,,,,,,,,
1402,0.21117151,1998283.657,1228812.519,,,,,,,,,,,,,,,
1403,0.21495162,1989997.706,1213112.171,,,,,,,,,,,,,,,
1404,0.21882107,1983034.59,1198144.548,,,,,,,,,,,,,,,
1405,0.22281245,1981053.819,1185997.627,,,,,,,,,,,,,,,
1406,0.22690562,1984455.636,1176889.738,,,,,,,,,,,,,,,
1407,0.23104287,1987776.123,1167682.051,,,,,,,,,,,,,,,
1408,0.23521087,1987115.27,1156144.699,,,,,,,,,,,,,,,
1409,0.2394229,1984832.917,1143670.852,,,,,,,,,,,,,,,
1410,0.24366928,1983835.077,1131973.576,,,,,,,,,,,,,,,
1411,0.24792234,1984272.114,1121189.154,,,,,,,,,,,,,,,
1412,0.25215628,1985294.646,1110883.937,,,,,,,,,,,,,,,
1413,0.25635518,1984625.02,1099824.232,,,,,,,,,,,,,,,
1414,0.26052608,1979680.891,1086598.532,,,,,,,,,,,,,,,
1415,0.26470228,1973582.72,1072884.704,,,,,,,,,,,,,,,
1416,0.26888556,1973573.31,1062594.848,,,,,,,,,,,,,,,
1417,0.27302729,1980046.5,1055961.531,,,,,,,,,,,,,,,
1418,0.27710569,1985253.874,1048842.698,,,,,,,,,,,,,,,
1419,0.28113431,1984436.88,1038730.736,,,,,,,,,,,,,,,
1420,0.28509404,1979139.728,1026555.46,,,,,,,,,,,,,,,
1421,0.28896509,1972333.216,1013946.871,,,,,,,,,,,,,,,
1422,0.29276577,1969175.667,1003503.028,,,,,,,,,,,,,,,
1423,0.29648552,1973357.774,997057.7399,,,,,,,,,,,,,,,
1424,0.30009969,1979847.55,992046.5801,,,,,,,,,,,,,,,
1425,0.30362383,1981993.772,985095.7843,,,,,,,,,,,,,,,
1426,0.30706088,1980374.918,976532.1227,,,,,,,,,,,,,,,
1427,0.31037737,1978731.718,968299.1486,,,,,,,,,,,,,,,
1428,0.31355694,1978013.298,960886.8804,,,,,,,,,,,,,,,
1429,0.316612,1977178.418,953748.4924,,,,,,,,,,,,,,,
1430,0.31955543,1975935.839,946710.9634,,,,,,,,,,,,,,,
1431,0.3223928,1974854.154,940031.1154,,,,,,,,,,,,,,,
1432,0.32512274,1974187.65,933825.4207,,,,,,,,,,,,,,,
1433,0.32773794,1973599.992,927942.7818,,,,,,,,,,,,,,,
1434,0.33023428,1972682.379,922195.2534,,,,,,,,,,,,,,,
1435,0.33261429,1970982.197,916364.8196,,,,,,,,,,,,,,,
1436,0.3348807,1968344.313,910375.1059,,,,,,,,,,,,,,,
1437,0.33702468,1965834.542,904736.8595,,,,,,,,,,,,,,,
1438,0.33903289,1964521.896,899961.6156,,,,,,,,,,,,,,,
1439,0.34091337,1963536.525,895623.7723,,,,,,,,,,,,,,,
1440,0.34268723,1961403.653,891004.1953,,,,,,,,,,,,,,,
1441,0.3443618,1958329.488,886184.1236,,,,,,,,,,,,,,,
1442,0.34593121,1955483.981,881704.5008,,,,,,,,,,,,,,,
1443,0.34738974,1953148.511,877698.8366,,,,,,,,,,,,,,,
1444,0.34873568,1950810.414,873935.5031,,,,,,,,,,,,,,,
1445,0.34998253,1948507.491,870401.3421,,,,,,,,,,,,,,,
1446,0.35116136,1947033.274,867385.218,,,,,,,,,,,,,,,
1447,0.35228495,1945768.731,864582.1678,,,,,,,,,,,,,,,
1448,0.35333337,1941204.513,860474.3283,,,,,,,,,,,,,,,
1449,0.354295,1932006.855,854503.1306,,,,,,,,,,,,,,,
1450,0.35517235,1924376.508,849410.6422,,,,,,,,,,,,,,,
1451,0.35596487,1923770.956,847595.2066,,,,,,,,,,,,,,,
1452,0.35669829,1925702.68,847014.6909,,,,,,,,,,,,,,,
1453,0.35740811,1923662.95,844735.734,,,,,,,,,,,,,,,
1454,0.35807203,1917314.422,840661.7918,,,,,,,,,,,,,,,
1455,0.35864266,1909105.927,835963.6002,,,,,,,,,,,,,,,
1456,0.35914019,1902369.066,832059.8835,,,,,,,,,,,,,,,
1457,0.35962571,1900760.719,830427.5299,,,,,,,,,,,,,,,
1458,0.36009782,1902953.312,830482.1674,,,,,,,,,,,,,,,
1459,0.36050159,1903000.264,829730.8979,,,,,,,,,,,,,,,
1460,0.36082198,1898735.885,827261.0486,,,,,,,,,,,,,,,
1461,0.36109471,1893382.93,824410.9405,,,,,,,,,,,,,,,
1462,0.36134112,1889226.65,822134.6364,,,,,,,,,,,,,,,
1463,0.36155004,1885931.568,820305.9971,,,,,,,,,,,,,,,
1464,0.36171301,1882359.871,818445.284,,,,,,,,,,,,,,,
1465,0.36184016,1875929.18,815410.4576,,,,,,,,,,,,,,,
1466,0.3619408,1865351.051,810624.592,,,,,,,,,,,,,,,
1467,0.36200264,1856154.273,806513.1143,,,,,,,,,,,,,,,
1468,0.36201053,1854238.678,805666.1221,,,,,,,,,,,,,,,
1469,0.36197675,1855620.522,806329.2593,,,,,,,,,,,,,,,
1470,0.3619219,1852890.221,805244.5481,,,,,,,,,,,,,,,
1471,0.36183732,1844632.759,801812.0851,,,,,,,,,,,,,,,
1472,0.36169861,1833060.817,797036.607,,,,,,,,,,,,,,,
1473,0.3615088,1822168.778,792646.9605,,,,,,,,,,,,,,,
1474,0.36129549,1817212.082,790879.1547,,,,,,,,,,,,,,,
1475,0.36106635,1817753.116,791532.1346,,,,,,,,,,,,,,,
1476,0.36080071,1816701.521,791558.2255,,,,,,,,,,,,,,,
1477,0.36048604,1810696.783,789513.743,,,,,,,,,,,,,,,
1478,0.36013117,1803133.79,786858.7485,,,,,,,,,,,,,,,
1479,0.35974724,1796617.119,784708.3806,,,,,,,,,,,,,,,
1480,0.35934099,1790437.382,782741.1224,,,,,,,,,,,,,,,
1481,0.35891609,1783768.572,780588.9824,,,,,,,,,,,,,,,
1482,0.35847085,1776978.943,778415.413,,,,,,,,,,,,,,,
1483,0.35800556,1770554.708,776432.6531,,,,,,,,,,,,,,,
1484,0.35753331,1764335.065,774546.9582,,,,,,,,,,,,,,,
1485,0.35706468,1757950.394,772577.2823,,,,,,,,,,,,,,,
1486,0.35656551,1750946.512,770384.2026,,,,,,,,,,,,,,,
1487,0.35599082,1742932.257,767873.513,,,,,,,,,,,,,,,
1488,0.35539638,1734580.878,765240.8981,,,,,,,,,,,,,,,
1489,0.35489272,1727123.5,762835.1073,,,,,,,,,,,,,,,
1490,0.35444121,1720342.65,760630.5204,,,,,,,,,,,,,,,
1491,0.35387996,1712849.379,758296.781,,,,,,,,,,,,,,,
1492,0.35319217,1704361.726,755735.1104,,,,,,,,,,,,,,,
1493,0.35253223,1695880.506,753117.991,,,,,,,,,,,,,,,
1494,0.35196022,1687902.228,750562.8517,,,,,,,,,,,,,,,
1495,0.35137252,1680044.781,748080.4977,,,,,,,,,,,,,,,
1496,0.35070428,1672185.96,745727.7263,,,,,,,,,,,,,,,
1497,0.35000524,1664904.156,743676.4041,,,,,,,,,,,,,,,
