Batch Number,B2600073,,,,
Category,Poultry,,,,
Specie,Bird,,,,
Family,Quail,,,,
Brand,FARMFLAKES,,,,
Product Code,PQPL250201,,,,
Product name,QUAIL FEED - LAYER,,,,
NIR-Code,D20260211-00098,,,,
Serial Number:,5B25203,,,,
Scan Config Name:,IAS5100,,,,
Scan Config Type:,2,,,,
Start wavelength in nm:,900,,,,
End wavelength in nm:,1700,,,,
Pattern Pixel Width:,11,,,,
Exposure Time:,0,,,,
Measurement points:,420,,,,
Number of Measurement points:,801,,,,
Num Repeats:,90,90,,,
PGA Gain:,64,64,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original
900,0.07929933,1241839.658,1034585.044,5586,3669
901,0.07917618,1261875.091,1051574.848,5551,3804
902,0.0790427,1281743.082,1068460.034,5447,3562
903,0.07890381,1301373.404,1085170.849,5260,3440
904,0.07876479,1320618.976,1101571.634,5211,3314
905,0.07863057,1339328.815,1117523.448,5064,3277
906,0.07850209,1357480.736,1133004.371,5081,3120
907,0.0783735,1375294.656,1148212.457,5080,3024
908,0.07823861,1393017.002,1163369.848,5004,2967
909,0.07809478,1410761.099,1178579.005,5064,2900
910,0.0779478,1428281.574,1193619.851,5067,2941
911,0.07780447,1445273.235,1208218.525,5154,2921
912,0.07766921,1461527.704,1222187.511,5343,2957
913,0.07753902,1477204.627,1235667.537,5391,3074
914,0.07740943,1492551.092,1248877.322,5635,3054
915,0.07727744,1507768.659,1261993.954,5623,3205
916,0.07714649,1522821.426,1274977.405,6013,3300
917,0.07702187,1537596.324,1287717.092,6223,3483
918,0.07690712,1552010.589,1300132.327,6588,3631
919,0.07679524,1566192.952,1312351.051,6835,3792
920,0.07667515,1580362.152,1324589.995,7206,3918
921,0.07653834,1594654.598,1336990.41,7722,4181
922,0.07639566,1608453.18,1349002.518,8127,4511
923,0.07626743,1620737.883,1359707.055,8734,4628
924,0.0761711,1630642.088,1368319.583,9366,4809
925,0.07610015,1639135.401,1375671.308,9899,5322
926,0.07603341,1648376.28,1383639.468,10648,5543
927,0.07595205,1660383.964,1393979.813,11333,5901
928,0.07586255,1674847.737,1406412.714,12191,6314
929,0.07578943,1689689.749,1419114.825,13191,6857
930,0.07575502,1702867.508,1430295.722,14217,7395
931,0.07575559,1713753.477,1439437.323,15391,8021
932,0.07576608,1722939.313,1447117.852,16769,8592
933,0.0757623,1731070.007,1453959.581,18224,9240
934,0.07574001,1739073.482,1460756.82,19869,10125
935,0.07571354,1748146.626,1468467.428,21611,11084
936,0.07569752,1759436.497,1478005.594,23573,12067
937,0.0757016,1772649.526,1489091.123,26175,13290
