Batch Number,B2600083,,,,
Category,Poultry,,,,
Specie,Chicken,,,,
Family,Layer Baladi,,,,
Brand,FARMFLAKES,,,,
Product Code,PPEG250301,,,,
Product name,CHICKEN FEED - BALADI GROWER 2,,,,
NIR-Code,D20260214-00104,,,,
Serial Number:,5B25203,,,,
Scan Config Name:,IAS5100,,,,
Scan Config Type:,2,,,,
Start wavelength in nm:,900,,,,
End wavelength in nm:,1700,,,,
Pattern Pixel Width:,11,,,,
Exposure Time:,0,,,,
Measurement points:,420,,,,
Number of Measurement points:,801,,,,
Num Repeats:,90,90,,,
PGA Gain:,64,64,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original
900,0.08709717,1243035.563,1017153.229,5567,3626
901,0.08697096,1263159.11,1033920.394,5676,3685
902,0.08684228,1283141.859,1050587.907,5483,3487
903,0.08670613,1302895.595,1067095.983,5300,3346
904,0.08655572,1322240.948,1083315.321,5191,3248
905,0.08638447,1340993.934,1099112.984,5204,3170
906,0.08619453,1359125.13,1114461.1,4982,2943
907,0.08600353,1376895.646,1129529.287,5015,3018
908,0.08583003,1394598.414,1144508.797,4952,2984
909,0.08568283,1412373.086,1159488.922,5100,2868
910,0.0855465,1429946.233,1174284.176,5135,2820
911,0.08540236,1446975.544,1188663.25,5102,2862
912,0.08523752,1463225.237,1202468.384,5192,2937
913,0.08505859,1478864.508,1215821.425,5415,2908
914,0.08487644,1494158.775,1228910.647,5603,3035
915,0.08470018,1509325.378,1241888.752,5751,3153
916,0.08453144,1524330.914,1254722.893,5924,3276
917,0.08436943,1539060.492,1267319.924,6254,3272
918,0.08421352,1553431.692,1279612.982,6518,3485
919,0.08406421,1567588.682,1291718.58,6809,3726
920,0.08392251,1581772.065,1303831.277,7241,3894
921,0.08378925,1596134.798,1316074.025,7537,4053
922,0.08366325,1610027.663,1327914.422,8088,4234
923,0.08354205,1622372.519,1338469.652,8634,4532
924,0.08342297,1632250.213,1346988.121,9159,4615
925,0.08330331,1640645.977,1354289.666,9781,5047
926,0.08318096,1649778.025,1362211.535,10549,5347
927,0.08305485,1661722.21,1372472.244,11407,5785
928,0.08292965,1676167.607,1384802.341,12064,6189
929,0.08281344,1690993.056,1397424.613,13025,6627
930,0.08271331,1704114.296,1408592.624,14054,7118
931,0.08263273,1714908.599,1417778.057,15188,7672
932,0.08257254,1724012.565,1425502.186,16269,8294
933,0.08253348,1732115.663,1432331.065,17833,8976
934,0.08251137,1740152.793,1439050.424,19506,9740
935,0.08249743,1749292.174,1446654.833,21191,10570
936,0.08248312,1760650.961,1456096.451,23132,11570
937,0.08246582,1773909.912,1467120.342,25705,12817
938,0.08244868,1787285.525,1478241.058,28455,14133
939,0.08243502,1798980.76,1487960.826,31883,15710
940,0.08242998,1808545.664,1495889.444,35663,17607
941,0.08244065,1816961.966,1502813.844,40113,20066
942,0.0824738,1825259.259,1509561.316,45133,22470
943,0.08252765,1833901.068,1516520.377,50793,25435
944,0.0825914,1842740.936,1523606.729,57558,28832
945,0.08265435,1851585.91,1530698.006,64801,32755
946,0.0827147,1859824.467,1537295.153,73090,37185
947,0.08277995,1866400.219,1542498.767,82470,42125
948,0.08285791,1870311.101,1545453.494,93416,47861
949,0.08295147,1872363.395,1546816.057,105394,54153
950,0.08305815,1875207.835,1548785.442,118829,61450
951,0.0831746,1881446.41,1553521.457,133327,69039
952,0.08329576,1890898.295,1560890.387,148796,77349
953,0.0834159,1900731.551,1568573.534,165449,86033
954,0.08353035,1908117.033,1574253.473,182989,95310
955,0.08364062,1912173.255,1577199.447,200862,104549
956,0.08375302,1913705.697,1578054.991,218119,113553
957,0.08387341,1913612.283,1577540.588,236906,123204
958,0.08400221,1913335.942,1576845.068,254832,132415
959,0.08413537,1914737.297,1577516.202,270595,140534
960,0.08426847,1919478.321,1580937.642,287795,149485
961,0.08439973,1926713.831,1586417.486,303470,157442
962,0.08452974,1933945.177,1591895.006,318511,165032
963,0.08465949,1938890.689,1595489.084,332974,172059
964,0.0847873,1941598.647,1597247.28,345592,178221
965,0.08490962,1943401.231,1598279.947,360205,185544
966,0.08502293,1945499.809,1599588.463,374213,192460
967,0.08512646,1948036.172,1601292.089,386333,198247
968,0.0852208,1950679.647,1603116.747,401780,205604
969,0.08530727,1953155.056,1604831.544,415019,211793
970,0.08539083,1955510.51,1606457.817,428537,218041
971,0.08547766,1957906.699,1608104.74,442102,224335
972,0.08557007,1960471.702,1609868.889,456182,230710
973,0.08565431,1963196.466,1611793.683,470001,237131
974,0.08571254,1966036.001,1613908.575,484969,243829
975,0.08573675,1968900.582,1616170.003,499193,250204
976,0.08574879,1971563.745,1618311.191,513429,256444
977,0.08577597,1973774.095,1620024.084,528081,262796
978,0.08582915,1975499.278,1621241.541,542713,269203
979,0.0858832,1977187.934,1622425.446,557781,275622
980,0.08590855,1979346.595,1624101.975,569668,280453
981,0.08589324,1982113.991,1626430.03,587624,288079
982,0.08585269,1985054.39,1628994.893,604313,295209
983,0.0858043,1987694.27,1631343.004,616503,300049
984,0.08575771,1989891.794,1633321.772,635351,308010
985,0.08571412,1991868.886,1635108.678,651268,314638
986,0.08567397,1993854.374,1636889.881,667210,321057
987,0.0856323,1995908.001,1638733.088,683485,327363
988,0.0855801,1997962.072,1640616.727,696133,332218
989,0.08550956,1999966.735,1642529.638,714812,339681
990,0.08542311,2002048.294,1644566.5,732528,346864
991,0.08532836,2004421.14,1646874.918,746563,352222
992,0.08523142,2007071.966,1649421.033,767376,360988
993,0.08513059,2008833.25,1651251.776,783896,367341
994,0.08502149,2008174.284,1651124.847,800624,373687
995,0.08490178,2004594.833,1648636.169,817568,380622
996,0.08477657,2000721.16,1645924.84,835072,387360
997,0.08465302,1999748.764,1645592.962,851695,394053
998,0.08453455,2002778.515,1648535.772,869803,401405
999,0.08441627,2007085.684,1652531.121,886818,408084
1000,0.08429182,2009605.496,1655079.992,903617,415067
1001,0.08415688,2009151.612,1655220.409,921054,422090
1002,0.08400992,2006618.323,1653692.885,938390,429296
1003,0.08385032,2003034.981,1651346.498,956069,436592
1004,0.08368449,1999755.68,1649272.634,967837,441377
1005,0.08352371,1998348.978,1648722.707,990468,451259
1006,0.08337732,1999963.578,1650611.114,1010413,459613
1007,0.08323911,2003185.763,1653796.694,1022173,464553
1008,0.08309651,2005643.644,1656369.648,1045256,474457
1009,0.08293998,2005729.642,1657037.797,1063351,482189
1010,0.08277115,2004264.959,1656471.561,1080606,489463
1011,0.0825942,2002544.81,1655724.374,1098583,497014
1012,0.08241172,2001383.117,1655459.317,1110462,501891
1013,0.08222308,2000779.345,1655678.908,1132067,511057
1014,0.08202742,2000619.958,1656293.031,1152675,519474
1015,0.08182591,2000108.999,1656638.506,1166340,525029
1016,0.08162122,1997822.323,1655524.627,1191520,535496
1017,0.08141515,1992684.483,1652050.786,1209895,542893
1018,0.0812067,1986640.26,1647830.496,1227845,550155
1019,0.08099467,1983101.506,1645698.506,1246957,557804
1020,0.08077897,1984253.893,1647472.875,1266664,565603
1021,0.08055863,1987609.423,1651096.35,1285348,573026
1022,0.08033111,1989591.316,1653608.761,1305840,581135
1023,0.08009649,1988141.273,1653296.529,1325075,588464
1024,0.07986184,1983959.432,1650710.613,1343893,595542
1025,0.07963515,1978068.325,1646668.355,1363678,602982
1026,0.07941807,1972081.531,1642505.364,1383414,610218
1027,0.07920684,1968147.579,1640026.337,1403236,617543
1028,0.07899821,1967982.522,1640676.768,1413745,620643
1029,0.07878832,1970067.858,1643209.226,1440956,630844
1030,0.07857196,1971475.724,1645202.915,1463492,638930
1031,0.07834547,1970219.713,1645012.435,1474086,641582
1032,0.07811322,1967216.147,1643383.271,1501060,651565
1033,0.07788169,1963919.555,1641504.238,1520598,658151
1034,0.07765542,1961072.763,1639978.99,1538504,663735
1035,0.07743556,1958435.942,1638603.252,1557104,669878
1036,0.07722252,1955721.535,1637135.026,1566426,671952
1037,0.07701313,1952917.234,1635575.939,1589672,680001
1038,0.07680199,1950185.814,1634082.592,1611001,687006
1039,0.07658503,1947652.138,1632775.073,1621785,689699
1040,0.07636377,1945265.309,1631605.164,1648774,699387
1041,0.07614124,1942926.284,1630478.533,1665764,704904
1042,0.07592259,1940471.138,1629238.262,1682162,709919
1043,0.07571672,1937621.382,1627616.926,1699012,715518
1044,0.07553182,1934122.321,1625369.547,1716711,721229
1045,0.0753606,1930244.781,1622750.642,1731636,726156
1046,0.07518406,1926661.351,1620396.601,1748851,732054
1047,0.07498782,1923878.525,1618787.445,1763555,736914
1048,0.07478121,1921526.376,1617577.666,1777129,741341
1049,0.07458067,1918966.057,1616168.443,1791374,746229
1050,0.07439411,1915880.544,1614263.103,1804860,751024
1051,0.07421363,1912560.914,1612135.899,1817984,755782
1052,0.07403001,1909349.263,1610109.332,1818802,755815
1053,0.07383908,1906340.299,1608278.852,1840278,764576
1054,0.07364047,1903438.156,1606565,1855949,771228
1055,0.07343558,1900592.654,1604920.297,1855729,771487
1056,0.07323374,1897991.274,1603468.651,1876235,780722
1057,0.07304662,1895882.566,1602377.408,1886794,786213
1058,0.07287601,1893847.509,1601286.317,1895196,790996
1059,0.07270652,1890336.573,1598941.654,1904093,796495
1060,0.07252192,1883934.976,1594204.362,1901386,797509
1061,0.07232323,1876122.924,1588320.216,1915180,805758
1062,0.0721241,1870275.82,1584096.218,1926541,813660
1063,0.07193531,1868586.227,1583353.294,1924729,816420
1064,0.07175097,1868788.026,1584196.571,1942832,828160
1065,0.07156035,1867640.534,1583918.884,1948148,835535
1066,0.0713599,1863706.131,1581311.891,1952541,842967
1067,0.0711566,1857867.773,1577096.26,1957737,851743
1068,0.0709575,1851204.349,1572160.44,1963845,861991
1069,0.07076132,1845128.454,1567708.399,1966358,871893
1070,0.07056325,1841205.346,1565088.759,1971986,884205
1071,0.07035965,1839966.226,1564768.877,1974600,896452
1072,0.07014815,1839450.04,1565091.912,1976302,909560
1073,0.06992629,1837437.977,1564178.811,1978669,924245
1074,0.06970215,1833585.182,1561704.776,1980762,940078
1075,0.06949363,1829117.484,1558647.725,1982032,956940
1076,0.06931425,1825102.577,1555869.004,1970480,968806
1077,0.06915419,1821700.179,1553540.965,1981320,992584
1078,0.06899714,1818808.718,1551636.14,1985714,1014661
1079,0.06883181,1815786.398,1549647.599,1974008,1029199
1080,0.06865369,1811244.681,1546405.671,1984912,1056112
1081,0.06846027,1804142.014,1541027.721,1986057,1078882
1082,0.06826502,1796497.835,1535188.394,1986635,1101341
1083,0.06809015,1791729.441,1531730.211,1989579,1125509
1084,0.06794563,1791213.392,1531798.709,1982953,1143882
1085,0.0678116,1791893.257,1532853.1,1996129,1173198
1086,0.0676654,1790337.197,1532037.63,2008961,1202048
1087,0.06751177,1785751.571,1528654.261,2010917,1223974
1088,0.06737528,1779182.237,1523509.458,2035179,1258138
1089,0.06727042,1771910.554,1517649.123,2048179,1284936
1090,0.06717585,1765860.077,1512796.254,2062261,1311399
1091,0.06706419,1762978.311,1510715.836,2079809,1339066
1092,0.06693488,1762876.915,1511078.806,2100674,1367813
1093,0.06681298,1762887.066,1511511.684,2118203,1393376
1094,0.06671824,1760844.214,1510089.508,2140762,1421584
1095,0.06664409,1757334.624,1507337.065,2159967,1446558
1096,0.06657685,1753714.019,1504464.424,2178228,1470287
1097,0.06650947,1750603.948,1502029.402,2197026,1493908
1098,0.06644318,1747684.71,1499753.595,2214690,1516022
1099,0.06637981,1744645.043,1497363.609,2230940,1537155
1100,0.06632185,1741600.049,1494949.695,2232522,1548086
1101,0.06627205,1738822.564,1492736.714,2257195,1574841
1102,0.06623155,1736421.048,1490814.107,2275239,1597252
1103,0.06619882,1734242.602,1489055.989,2273996,1606399
1104,0.0661718,1732092.456,1487302.383,2297946,1633393
1105,0.06614603,1729634.766,1485280.147,2309772,1652341
1106,0.06611604,1726473.643,1482668.005,2320551,1670863
1107,0.06608294,1722672.654,1479516.535,2331368,1689619
1108,0.06606029,1719147.958,1476566.339,2329730,1699343
1109,0.06606138,1716764.449,1474515.465,2346949,1723278
1110,0.06608378,1715121.06,1473027.989,2361448,1745304
1111,0.06611688,1713162.512,1471233.747,2360157,1755489
1112,0.06615312,1710373.1,1468715.701,2381693,1782681
1113,0.06619122,1707350.295,1465991.373,2387333,1797598
1114,0.06623143,1704765.397,1463636.354,2391716,1811643
1115,0.06628174,1702697.823,1461691.915,2396854,1825592
1116,0.06635441,1700899.407,1459903.75,2403733,1840508
1117,0.06645244,1699266.932,1458173.391,2403826,1849741
1118,0.06655888,1698011.529,1456739.033,2409267,1862410
1119,0.06665774,1697273.572,1455774.503,2409563,1870532
1120,0.06676814,1696127.157,1454421.429,2408942,1877185
1121,0.06692912,1693060.063,1451253.388,2409347,1884045
1122,0.06715612,1687962.864,1446128.102,2409217,1889883
1123,0.06741304,1683641.954,1441573.202,2408124,1894088
1124,0.0676611,1682851.681,1440073.778,2392917,1886737
1125,0.06791375,1684614.129,1440743.579,2402055,1897908
1126,0.06821378,1685982.004,1440917.615,2403964,1902482
1127,0.06858197,1685197.008,1439026.237,2386258,1891283
1128,0.06899373,1682805.181,1435622.014,2394024,1899576
1129,0.0694227,1679680.588,1431541.684,2389149,1897183
1130,0.0698731,1677242.159,1427981.796,2381834,1892612
1131,0.07036249,1677148.239,1426293.691,2375270,1888123
1132,0.07089673,1679596.676,1426619.9,2355448,1872701
1133,0.07146565,1682346.342,1427084.739,2355087,1872410
1134,0.0720631,1683310.401,1425939.516,2351521,1869146
1135,0.07270155,1682926.618,1423520.171,2334136,1854669
1136,0.07339849,1682633.495,1420990.07,2339003,1857815
1137,0.07415057,1683202.761,1419011.335,2329356,1849053
1138,0.07492755,1684478.283,1417548.297,2318381,1839293
1139,0.07570534,1686072.451,1416350.986,2309470,1831002
1140,0.07650156,1686760.604,1414333.713,2303286,1825005
1141,0.07734847,1685135.415,1410218.267,2289534,1813349
1142,0.0782505,1682111.146,1404766.653,2281510,1805890
1143,0.07917453,1681149.586,1400979.66,2269218,1795189
1144,0.08009208,1684574.955,1400871.355,2256359,1784113
1145,0.08102754,1689878.55,1402258.073,2244263,1773533
1146,0.08202228,1693538.731,1402080.2,2231703,1762495
1147,0.08307538,1694352.547,1399356.601,2218347,1750819
1148,0.08414608,1693037.303,1394827.321,2192556,1729244
1149,0.08520771,1690796.17,1389579.957,2187675,1724025
1150,0.08627689,1689987.217,1385499.984,2175747,1712883
1151,0.08737094,1692838.879,1384346.121,2147087,1688474
1152,0.08849138,1698234.605,1385180.288,2140723,1681382
1153,0.08963787,1703091.916,1385479.852,2123331,1665261
1154,0.09080739,1705796.538,1383948.215,2105676,1648544
1155,0.09197939,1707492.185,1381590.478,2090532,1633638
1156,0.09313284,1709449.747,1379505.682,2068199,1612673
1157,0.09427822,1711840.17,1377796.23,2065119,1606613
1158,0.09543942,1714403.481,1376174.873,2060980,1599199
1159,0.09662601,1717073.462,1374557.366,2047457,1583991
1160,0.09782899,1720023.015,1373109.791,2052992,1583421
1161,0.09903548,1723386.386,1371978.096,2045242,1571954
1162,0.1002236,1727087.677,1371168.371,2034830,1558043
1163,0.10137166,1730982.046,1370632.1,2024563,1544051
1164,0.10249066,1734659.872,1370009.794,2016711,1531687
1165,0.1036181,1737505.631,1368699.534,2001147,1513619
1166,0.10477367,1739479.582,1366613.373,1990735,1499542
1167,0.10592897,1741900.135,1364879.414,1977162,1483535
1168,0.10704823,1746006.908,1364576.006,1962412,1467393
1169,0.10811959,1750887.479,1365018.858,1949915,1453235
1170,0.10914736,1754640.155,1364711.039,1937213,1439943
1171,0.11015416,1756787.901,1363217.572,1924224,1427362
1172,0.11118145,1758817.194,1361567.729,1902767,1409235
1173,0.11225311,1761982.099,1360656.143,1899073,1405174
1174,0.11332558,1765959.504,1360364.086,1889532,1397960
1175,0.11434285,1770053.922,1360328.035,1868406,1382788
1176,0.1153041,1774228.795,1360521.857,1865714,1382174
1177,0.11625051,1778963.318,1361182.898,1854328,1376166
1178,0.11720136,1783979.455,1362035.698,1842518,1370400
1179,0.11812877,1787291.251,1361653.343,1831926,1366461
1180,0.11900889,1787284.221,1358891.328,1814199,1357737
1181,0.11986266,1786529.313,1355649.717,1809646,1359443
1182,0.12072231,1789261.388,1355038.02,1802714,1360021
1183,0.12158785,1796036.758,1357461.016,1787408,1354815
1184,0.12243184,1803078.197,1360137.217,1787537,1361328
1185,0.1232367,1807381.014,1360858.652,1777937,1361001
1186,0.12400198,1809340.557,1359935.58,1767650,1360334
1187,0.12472876,1810124.956,1358250.259,1758860,1361545
1188,0.12541919,1811609.064,1357204.499,1753457,1365001
1189,0.12607441,1816067.523,1358493.561,1742645,1364674
1190,0.1266945,1823745.584,1362290.577,1737072,1369018
1191,0.12728382,1831610.109,1366309.886,1728665,1370924
1192,0.12784662,1837073.302,1368610.492,1720008,1373116
1193,0.12836819,1840963.004,1369862.158,1713316,1376864
1194,0.12882791,1845022.909,1371430.652,1707761,1381227
1195,0.12923025,1849974.859,1373838.163,1702008,1385589
1196,0.12960026,1855731.517,1376939.593,1690408,1384803
1197,0.1299475,1861562.489,1380162.154,1693307,1395506
1198,0.13024972,1865472.161,1382098.69,1691816,1402521
1199,0.13048572,1866106.222,1381817.363,1681130,1401011
1200,0.13065597,1866714.79,1381726.209,1686238,1412446
1201,0.1307674,1871961.978,1385254.68,1684608,1417448
1202,0.1308312,1881630.78,1392205.052,1682648,1421884
1203,0.13086372,1890948.752,1398994.602,1682652,1427033
