Batch Number,B2600092,,,,
Category,Livestock,,,,
Specie,Horse,,,,
Family,Pleasure,,,,
Brand,FARMFLAKES,,,,
Product Code,PHRS250801,,,,
Product name,HORSE FEED - SPORT HORSE - 25KG,,,,
NIR-Code,D20260216-00112,,,,
Serial Number:,5B25203,,,,
Scan Config Name:,IAS5100,,,,
Scan Config Type:,2,,,,
Start wavelength in nm:,900,,,,
End wavelength in nm:,1700,,,,
Pattern Pixel Width:,11,,,,
Exposure Time:,0,,,,
Measurement points:,420,,,,
Number of Measurement points:,801,,,,
Num Repeats:,90,90,,,
PGA Gain:,64,64,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original
900,0.11318687,1242269.633,957257.9841,5596,3577
901,0.11297345,1262274.16,973151.0206,5651,3592
902,0.11276963,1282180.253,988961.6683,5568,3427
903,0.11257815,1301920.648,1004630.504,5280,3247
904,0.11238858,1321293.765,1020024.973,5191,3138
905,0.11219018,1340090.621,1035008.673,5000,3167
906,0.11197979,1358264.216,1049553.219,4950,2944
907,0.1117676,1376072.042,1063833.275,4974,2740
908,0.11156481,1393804.948,1078045.75,5046,2917
909,0.11137498,1411598.672,1092285.737,4962,2860
910,0.11118224,1429170.929,1106373.934,5209,2926
911,0.11096818,1446169.726,1120085.282,5167,2757
912,0.11072274,1462357.986,1133263.66,5166,2859
913,0.11046516,1477935.487,1146015.03,5332,2984
914,0.11022077,1493205.8,1158507.617,5475,3065
915,0.11000899,1508413.745,1170877.588,5794,3091
916,0.1098226,1523497.714,1183093.882,5809,3151
917,0.10964631,1538296.52,1195071.098,6222,3471
918,0.10946664,1552688.014,1206750.715,6437,3510
919,0.10927919,1566822.483,1218261.751,6823,3731
920,0.10908348,1580966.167,1229813.04,7191,3909
921,0.10887973,1595295.221,1241541.765,7628,4047
922,0.10867288,1609160.774,1252929.271,8037,4524
923,0.10846979,1621472.814,1263106.232,8530,4578
924,0.10827605,1631301.946,1271330.04,9140,4782
925,0.10809053,1639643.571,1278376.904,9723,5274
926,0.10790886,1648739.281,1286006.382,10559,5439
927,0.10772792,1660686.802,1295865.149,11203,5883
928,0.10754925,1675171.742,1307705.92,12031,6303
929,0.10737671,1690050.256,1319844.947,12948,6809
930,0.10721338,1703215.739,1330626.86,14146,7346
931,0.10706469,1714037.707,1339539.994,15073,7727
932,0.10693865,1723157.573,1347058.156,16411,8397
933,0.10684273,1731269.541,1353698.529,17874,9184
934,0.10676846,1739302.983,1360212.571,19387,10008
935,0.10669251,1748410.831,1367574.454,21083,10826
936,0.10659269,1759695.89,1376717.792,23341,11851
937,0.10647178,1772856.155,1387400.091,25631,13129
938,0.1063567,1786157.553,1398179.931,28287,14663
939,0.10627347,1797851.862,1407603.796,31826,16300
940,0.10622768,1807484.995,1415295.156,35551,18263
941,0.1062043,1815978.259,1422022.099,40112,20667
942,0.10618806,1824299.828,1428591.818,45148,23334
943,0.10617093,1832897.485,1435381.161,50777,26513
944,0.10615246,1841658.239,1442303.244,57509,30071
945,0.10613259,1850424.303,1449234.727,64762,33827
946,0.10611247,1858600.287,1455705.53,73107,38438
947,0.10609444,1865125.706,1460877.054,82394,43720
948,0.10608096,1868993.619,1463952.085,93309,49668
949,0.10607692,1871010.147,1465545.212,105086,56145
950,0.10608979,1873830.679,1467711.012,118751,63609
951,0.1061265,1880061.941,1472467.312,133089,71258
952,0.10618284,1889525.023,1479686.813,148576,79580
953,0.10624454,1899387.209,1487198.62,165347,88504
954,0.10629795,1906817.631,1492832.936,182580,97712
955,0.1063388,1910917.958,1495902.335,200757,107133
956,0.10637043,1912463.725,1497003.354,217894,116167
957,0.1063966,1912325.716,1496805.127,236506,125909
958,0.10642566,1911967.858,1496424.901,254587,135162
959,0.10646944,1913308.657,1497323.357,270308,143218
960,0.10653813,1918063.138,1500806.738,287628,152106
961,0.10662392,1925369.958,1506226.443,303127,160151
962,0.1067077,1932668.67,1511644.65,318244,167733
963,0.10677236,1937620.919,1515292.439,332612,174983
964,0.10681602,1940274.316,1517214.939,345285,181432
965,0.1068448,1941991.242,1518456.896,359985,188633
966,0.10686479,1944002.373,1519959.437,373885,195598
967,0.10688277,1946469.89,1521825.718,386249,201657
968,0.1069058,1949079.535,1523785.248,401585,209261
969,0.10693881,1951566.806,1525613.808,414759,215558
970,0.10697498,1953958.419,1527356.231,428132,222042
971,0.10700338,1956382.504,1529151.044,441863,228560
972,0.1070161,1958944.812,1531108.968,455842,234964
973,0.10701748,1961656.882,1533223.834,469819,241462
974,0.10701508,1964505.545,1535458.834,484765,248418
975,0.10701288,1967413.259,1537739.308,498787,254828
976,0.10700409,1970105.705,1539874.897,513154,261409
977,0.10697994,1972272.432,1541654.165,527820,267956
978,0.10693633,1973866.918,1543055.453,542400,274425
979,0.10687938,1975422.214,1544473.823,557451,281066
980,0.10681654,1977541.273,1546354.332,569316,285997
981,0.10675221,1980392.375,1548813.181,587325,293884
982,0.10668591,1983464.907,1551452.946,603966,300910
983,0.1066166,1986203.104,1553842.703,616278,306034
984,0.10654082,1988429.621,1555856.011,634948,314186
985,0.10645255,1990382.137,1557700.352,651019,320833
986,0.10634632,1992308.375,1559589.278,666725,327242
987,0.10622584,1994294.58,1561577.225,683044,333916
988,0.10610166,1996305.296,1563598.702,695744,338886
989,0.10598345,1998318.683,1565601.737,714346,346368
990,0.10587285,2000452.409,1567672.628,732183,353758
991,0.10576747,2002893.9,1569966.815,746242,359102
992,0.10566302,2005604.336,1572469.533,766950,367974
993,0.10554528,2007398.71,1574303.121,783550,374554
994,0.10539667,2006731.363,1574318.399,800108,381317
995,0.10520985,2003099.157,1572145.009,817084,388037
996,0.10501042,1999161.973,1569775.556,834521,395075
997,0.10483123,1998155.595,1569632.821,851185,401934
998,0.10468504,2001197.875,1572551.909,869430,409390
999,0.10454579,2005538.518,1576468.218,886387,416566
1000,0.1043835,2008083.432,1579058.612,903049,423483
1001,0.10419296,2007638.909,1579401.853,920448,430885
1002,0.1039969,2005116.176,1578129.498,938022,438194
1003,0.10381786,2001561.206,1575981.14,955509,445725
1004,0.1036545,1998325.788,1574025.612,967189,450430
1005,0.10348984,1996963.672,1573549.18,990121,460417
1006,0.10330958,1998609.437,1575499.801,1009846,469003
1007,0.10311453,2001840.696,1578755.904,1021732,474125
1008,0.10291037,2004278.933,1581422.049,1044626,484076
1009,0.10270144,2004318.703,1582214.43,1062695,492043
1010,0.10249037,2002811.097,1581792.881,1079964,499436
1011,0.10228001,2001086.413,1581196.47,1098054,507098
1012,0.10207212,1999970.839,1581071.632,1109807,511989
1013,0.101866,1999437.506,1581400.379,1131533,521406
1014,0.10166058,1999343.243,1582073.967,1152019,530247
1015,0.1014533,1998871.167,1582455.486,1165919,535885
1016,0.1012399,1996584.212,1581421.83,1190841,546752
1017,0.10101625,1991398.837,1578127.171,1209160,554440
1018,0.10078487,1985288.439,1574123.283,1227218,561967
1019,0.10055288,1981711.326,1572126.574,1246245,569822
1020,0.10032709,1982886.596,1573876.976,1265862,577877
1021,0.10010722,1986309.978,1577392.607,1284540,585430
1022,0.09988983,1988376.707,1579824.481,1305100,593789
1023,0.09967198,1987003.819,1579525.783,1324341,601397
1024,0.09945393,1982872.819,1577033.536,1343049,608727
1025,0.09923654,1976989.638,1573141.734,1362876,616390
1026,0.09901852,1970978.183,1569145.796,1382560,623937
1027,0.09879698,1967021.687,1566794.982,1402362,631333
1028,0.09857046,1966865.294,1567487.763,1412969,634367
1029,0.09834183,1968973.119,1569993.874,1439851,644800
1030,0.0981146,1970379.667,1571937.66,1462660,652901
1031,0.09789071,1969081.827,1571712.293,1473269,655811
1032,0.09767099,1966043.601,1570081.356,1500101,665662
1033,0.09745665,1962778.173,1568247.382,1519654,672182
1034,0.09724689,1960028.081,1566806.657,1537544,677949
1035,0.09703734,1957471.833,1565518.424,1556170,683869
1036,0.09682383,1954743.384,1564105.07,1565503,685668
1037,0.09660919,1951856.001,1562566.774,1588798,693731
1038,0.09640088,1949064.234,1561080.413,1609971,700666
1039,0.09620448,1946561.89,1559781.392,1620919,703119
1040,0.09601668,1944263.907,1558613.869,1648004,712796
1041,0.09583168,1942009.526,1557469.965,1665018,717952
1042,0.09564538,1939596.545,1556202.179,1681172,722749
1043,0.09545675,1936749.58,1554593.046,1698192,728036
1044,0.09526511,1933221.789,1552446.254,1715739,733358
1045,0.09507233,1929299.646,1549984.51,1730598,737912
1046,0.09488247,1925677.355,1547750.864,1747966,743573
