Batch Number,B2600091,,,,
Category,Poultry,,,,
Specie,Chicken,,,,
Family,Layer Baladi,,,,
Brand,FARMFLAKES,,,,
Product Code,PPEP250402,,,,
Product name,CHICKEN FEED - BALADI PRODUCTION 2,,,,
NIR-Code,D20260214-00107,,,,
Serial Number:,5B25203,,,,
Scan Config Name:,IAS5100,,,,
Scan Config Type:,2,,,,
Start wavelength in nm:,900,,,,
End wavelength in nm:,1700,,,,
Pattern Pixel Width:,11,,,,
Exposure Time:,0,,,,
Measurement points:,420,,,,
Number of Measurement points:,801,,,,
Num Repeats:,90,90,,,
PGA Gain:,64,64,,,
Wavelength,Absorbance,Reference Signal,Sample Signal,Reference Original,Sample Original
900,0.0568186,1239369.785,1087382.419,5553,3859
901,0.05670154,1259308.611,1105173.939,5644,3885
902,0.05659967,1279120.921,1122824.634,5367,3696
903,0.05651212,1298728.36,1140266.078,5379,3637
904,0.05642275,1317955.701,1157385.558,5153,3352
905,0.05631544,1336622.656,1174068.342,5142,3301
906,0.05618587,1354695.654,1190298.436,5064,3274
907,0.05605038,1372416.923,1206245.445,5078,3147
908,0.05592671,1390058.9,1222099.296,5013,3049
909,0.05582354,1407750.878,1237947.621,5031,3134
910,0.05572709,1425236.379,1253602.373,5177,2983
911,0.05562059,1442194.595,1268829.53,5175,3043
912,0.05549384,1458406.883,1283467.459,5278,3135
913,0.05535937,1474042.997,1297629.7,5466,3111
914,0.05523444,1489364.969,1311495.176,5504,3303
915,0.05513143,1504584.713,1325211.572,5818,3238
916,0.05504044,1519652.74,1338763.656,6196,3425
917,0.05494495,1534434.614,1352083.253,6305,3474
918,0.05483205,1548832.01,1365124.526,6737,3744
919,0.05471015,1562998.612,1377997.537,6996,3964
920,0.05459624,1577195.354,1390878.691,7531,4208
921,0.05450507,1591593.943,1403871.001,7849,4364
922,0.05443577,1605549.121,1416406.214,8493,4590
923,0.05437932,1617978.802,1427557.152,8970,4893
924,0.05432725,1627959.638,1436535.582,9484,5053
925,0.05427611,1636470.597,1444215.811,10352,5419
926,0.0542259,1645722.291,1452548.546,11066,5899
927,0.05417702,1657783.111,1463358.343,11805,6336
928,0.05413192,1672337.026,1476358.677,12765,6734
929,0.05409419,1687259.558,1489661.897,13757,7294
930,0.0540671,1700463.581,1501413.227,14903,7854
931,0.05405372,1711330.808,1511054.934,16065,8475
932,0.05405707,1720508.57,1519146.877,17415,9185
933,0.05407997,1728696.342,1526295.92,18974,10053
934,0.05411945,1736819.424,1533328.522,20704,10896
935,0.05416715,1746017.806,1541279.902,22614,11911
936,0.05421482,1757381.246,1551140.618,24912,13117
937,0.05426156,1770600.718,1562640.503,27452,14402
938,0.05431397,1783941.263,1574224.205,30700,16071
939,0.05437889,1795654.453,1584323.552,34202,17921
940,0.05446125,1805296.186,1592528.52,38456,20149
941,0.05456378,1813808.6,1599659.96,43392,22932
942,0.05468876,1822180.466,1606581.004,49208,25887
943,0.05483292,1830860.161,1613697.969,55606,29315
944,0.05498735,1839713.741,1620924.919,63028,33358
945,0.05514324,1848561.896,1628136.277,71124,37860
946,0.05529685,1856800.527,1634814.182,80517,43048
947,0.05544988,1863374.061,1640023.849,91109,48912
948,0.05560466,1867280.954,1642876.837,102914,55552
949,0.05576516,1869328.508,1644070.635,115755,62866
950,0.05593624,1872168.996,1645920.325,130170,70698
951,0.05612163,1878406.025,1650698.817,145161,79155
952,0.05631996,1887861.604,1658250.703,161067,87919
953,0.0565264,1897707.78,1666107.175,177810,97317
954,0.05673736,1905119.166,1671801.804,195025,106805
955,0.05695196,1909213.101,1674566.699,212486,116372
956,0.0571708,1910789.616,1675105.153,228899,125442
957,0.05739392,1910740.726,1674201.934,246710,135151
958,0.05761712,1910498.74,1673129.816,263581,144297
959,0.05783251,1911910.049,1673535.583,278284,152276
960,0.05803229,1916624.459,1676890.619,294467,161051
961,0.05821985,1923810.464,1682451.031,309213,168904
962,0.05840679,1931000.137,1688011.952,323309,176438
963,0.05860388,1935938.601,1691561.147,337121,183648
964,0.05880546,1938660.894,1693153.735,349174,189854
965,0.05899625,1940463.892,1693984.038,363301,197277
966,0.0591635,1942520.297,1695126.315,377021,204158
967,0.05931688,1944993.683,1696685.376,388861,210091
968,0.0594762,1947597.661,1698333.747,404167,217751
969,0.05965612,1950092.039,1699804.565,417183,224258
970,0.0598419,1952507.224,1701181.879,430523,230675
971,0.06000864,1954967.854,1702671.933,443932,237331
972,0.06013819,1957573.391,1704432.731,457844,243853
973,0.06024056,1960317.388,1706419.596,471562,250501
974,0.06033312,1963165.635,1708534.759,486584,257626
975,0.06042721,1966033.337,1710659.857,500605,263952
976,0.06051598,1968681.073,1712613.572,514935,270624
977,0.06058924,1970841.178,1714203.534,529530,277295
978,0.06064217,1972482.157,1715421.767,544178,284000
979,0.06068159,1974091.13,1716665.223,559172,290601
980,0.06071572,1976217.547,1718379.275,570939,295661
981,0.06074742,1979008.302,1720680.35,588887,303806
982,0.06077121,1981981.553,1723171.1,605538,311166
983,0.06078112,1984614.483,1725420.833,617721,316155
984,0.06077517,1986757.709,1727307.824,636547,324448
985,0.06075568,1988671.396,1729049.193,652423,331361
986,0.06072518,1990622.488,1730867.124,668363,338022
987,0.060686,1992673.095,1732806.45,684433,344811
988,0.06064034,1994730.951,1734778.339,697263,349727
989,0.06058989,1996723.584,1736713.017,715850,357587
990,0.06053252,1998776.63,1738728.392,733670,365073
991,0.0604642,2001114.793,1741036.22,747608,370557
992,0.06038201,2003735.282,1743646.071,768468,379482
993,0.0602884,2005481.746,1745542.046,784886,386323
994,0.06018722,2004834.836,1745385.551,801379,392972
995,0.06008128,2001294.41,1742728.375,818253,399913
996,0.05997123,1997452.625,1739823.753,835696,406945
997,0.05985795,1996464.719,1739416.938,852349,414044
998,0.05974168,1999421.556,1742459.498,870602,421506
999,0.0596203,2003643.648,1746627.049,887353,428590
1000,0.05949091,2006116.037,1749303.381,904022,435575
1001,0.05935377,2005665.819,1749463.178,921652,442966
1002,0.05921325,2003160.414,1747843.258,938872,450443
1003,0.05907364,1999602.042,1745299.362,956466,458029
1004,0.05893288,1996339.593,1743016.652,968246,462797
1005,0.05878489,1994950.905,1742397.849,990833,473095
1006,0.05862526,1996590.795,1744471.207,1010565,481739
1007,0.05845764,1999830.955,1747976.734,1022539,486890
1008,0.05828796,2002277.159,1750798.79,1045700,497038
1009,0.0581192,2002311.328,1751509.122,1063616,504960
1010,0.05794736,2000781.716,1750863.763,1080874,512523
1011,0.0577675,1999017.774,1750044.774,1098837,520402
1012,0.05757913,1997848.735,1749780.095,1110692,525357
1013,0.05738874,1997257.358,1750029.198,1132494,534888
1014,0.0572031,1997110.805,1750648.92,1152882,543794
1015,0.05702275,1996603.904,1750931.545,1166510,549372
1016,0.05684213,1994312.571,1749649.669,1191651,560434
1017,0.05665541,1989163.118,1745882.404,1210031,568035
1018,0.05646042,1983113.026,1741353.926,1227917,575561
1019,0.05625785,1979592.169,1739073.247,1246970,583507
1020,0.05604975,1980796.424,1740965.213,1266743,591551
1021,0.05583817,1984218.299,1744822.609,1285309,599330
1022,0.05562382,1986254.656,1747475.567,1306041,607774
1023,0.05540873,1984835.229,1747091.834,1325037,615237
1024,0.0551996,1980674.332,1744269.044,1343774,622540
1025,0.05500355,1974810.474,1739890.323,1363597,630269
1026,0.05481695,1968854.501,1735388.331,1383285,637766
1027,0.0546266,1964935.275,1732693.108,1403018,645187
1028,0.05442212,1964752.658,1733348.001,1413569,648121
1029,0.05421093,1966801.231,1735999.297,1440669,658598
1030,0.05400707,1968178.967,1738030.982,1463359,666892
1031,0.05381731,1966919.245,1737677.662,1473796,669567
1032,0.0536293,1963939.488,1735796.482,1500748,679640
1033,0.05342785,1960691.435,1733729.767,1520286,686102
1034,0.05321052,1957900.939,1732128.864,1538181,691814
1035,0.05299198,1955291.616,1730691.082,1556807,697728
1036,0.0527868,1952543.255,1729075.138,1566142,699475
1037,0.0525949,1949671.718,1727295.304,1589386,707451
1038,0.052407,1946906.639,1725592.025,1610660,714364
1039,0.052217,1944424.01,1724145.749,1621470,716709
1040,0.05203298,1942153.484,1722862.303,1648564,726437
1041,0.05186669,1939957.496,1721573.306,1665654,731453
1042,0.05171768,1937630.386,1720098.262,1681804,736215
1043,0.05156383,1934846.268,1718235.291,1698676,741400
1044,0.05138265,1931308.053,1715808.849,1716410,746808
1045,0.05118134,1927326.842,1713065.752,1731221,751074
1046,0.05099024,1923678.705,1710575.714,1748576,756707
1047,0.05083324,1920948.999,1708766.017,1763156,761043
1048,0.05069708,1918716.315,1707315.117,1776542,765196
1049,0.05055678,1916250.304,1705671.731,1790809,769645
1050,0.05039936,1913187.887,1703563.244,1804463,774049
1051,0.05023502,1909859.963,1701243.591,1817620,778461
1052,0.05007607,1906656.162,1699011.458,1818391,777731
1053,0.04992496,1903691.389,1696959.917,1839908,786381
1054,0.04977641,1900868.922,1695023.653,1855486,792602
1055,0.04962627,1898131.179,1693167.627,1855283,792386
1056,0.04947691,1895630.056,1691518.21,1875660,801349
1057,0.04933261,1893570.607,1690242.012,1886259,806509
1058,0.04919194,1891518.194,1688956.957,1894597,810904
1059,0.04904343,1887954.873,1686351.79,1903586,816334
1060,0.04887561,1881500.965,1681236.615,1900806,816799
1061,0.0486948,1873659.291,1674926.763,1914629,824785
1062,0.04852029,1867819.691,1670377.601,1925748,832522
1063,0.04836611,1866178.853,1669502.802,1924178,834878
1064,0.04822124,1866437.482,1670291.242,1941898,846480
1065,0.04806818,1865314.01,1669874.26,1947278,853458
1066,0.04789971,1861362.216,1666983.06,1951757,860797
1067,0.0477229,1855497.999,1662407.9,1956940,869389
1068,0.0475456,1848832.946,1657112.811,1963048,879421
1069,0.04737169,1842789.214,1652357.316,1965546,889154
1070,0.04720356,1838930.781,1649536.08,1970980,901498
1071,0.04704216,1837780.616,1649117.155,1973701,913770
1072,0.0468836,1837352.834,1649335.319,1975138,926765
1073,0.04672294,1835402.438,1648194.139,1977642,941885
1074,0.04656099,1831577.081,1645372.421,1979604,958145
1075,0.04640413,1827110.766,1641953.091,1980809,975591
1076,0.04625645,1823081.124,1638889.003,1969216,987702
1077,0.04610931,1819663.43,1636370.931,1979870,1012548
1078,0.04595073,1816773.035,1634368.347,1984406,1035569
1079,0.0457819,1813777.037,1632307.597,1972440,1051239
1080,0.04562201,1809284.697,1628864.272,1983238,1079408
1081,0.04548827,1802248.479,1623029.446,1984503,1103634
1082,0.04537476,1794659.225,1616617.336,1984721,1127699
1083,0.04526555,1789895.411,1612731.65,1987600,1153630
1084,0.04515269,1789329.311,1612640.597,1980914,1173959
1085,0.04504441,1789975.061,1613624.833,1993806,1205443
1086,0.04494937,1788473.937,1612624.457,2006736,1236582
1087,0.04486449,1784011.699,1608915.403,2008377,1260344
1088,0.04477891,1777548.285,1603402.288,2032553,1297027
1089,0.0446861,1770308.931,1597213.443,2045511,1326018
1090,0.04459408,1764262.024,1592095.086,2059512,1354689
1091,0.04451386,1761417.676,1589821.971,2076712,1384309
1092,0.04444726,1761391.737,1590042.359,2097406,1415262
1093,0.04438659,1761462.542,1590328.429,2115109,1442669
1094,0.04432534,1759422,1588710.18,2137386,1472825
1095,0.04426603,1755866.441,1585716.136,2156647,1499370
1096,0.04421396,1752177.349,1582574.281,2174861,1524499
1097,0.04417269,1749014.238,1579867.452,2193402,1549147
1098,0.0441434,1746111.008,1577351.369,2210816,1572612
1099,0.04412593,1743192.128,1574777.951,2227246,1594821
1100,0.04411317,1740293.493,1572205.568,2228617,1606317
1101,0.04409549,1737566.89,1569806.208,2253155,1634137
1102,0.04407241,1735087.746,1567649.743,2271169,1657450
1103,0.04405801,1732809.938,1565643.632,2269856,1666903
1104,0.0440653,1730642.921,1563659.42,2293686,1695068
1105,0.04408862,1728241.814,1561406.149,2305697,1714812
1106,0.04411379,1725150.04,1558522.525,2316637,1734203
1107,0.04413206,1721385.016,1555055.721,2327527,1753789
1108,0.04414493,1717844.193,1551811.047,2325896,1764227
1109,0.04415581,1715382.874,1549548.811,2343568,1789241
1110,0.04417536,1713644.409,1547908.74,2358203,1812333
1111,0.044218,1711645.69,1545951.525,2356914,1823341
1112,0.04428748,1708897.383,1543222.354,2378741,1851914
1113,0.04436536,1705929.328,1540265.821,2384327,1867986
1114,0.04443267,1703341.317,1537690.793,2388812,1882851
1115,0.04449335,1701213.738,1535555.538,2393855,1897977
1116,0.04456421,1699339.597,1533613.64,2400756,1913951
1117,0.04465777,1697653.776,1531762.233,2400986,1924065
1118,0.04477693,1696398.074,1530209.312,2406374,1938010
1119,0.04492328,1695734.788,1529095.65,2406624,1946827
1120,0.04509805,1694684.85,1527534.056,2405944,1954280
1121,0.04530283,1691641.353,1524071.91,2406456,1961951
1122,0.04553861,1686463.361,1518582.182,2406266,1968264
1123,0.04580288,1682057.406,1513693.44,2405204,1973213
1124,0.04609153,1681279.598,1511988.232,2389887,1965810
1125,0.04640549,1683121.13,1512550.507,2399231,1977810
1126,0.04675043,1684533.974,1512618.281,2400963,1982973
1127,0.04713135,1683718.246,1510560.314,2383382,1971419
1128,0.04754838,1681292.552,1506936.355,2391257,1980401
1129,0.04800042,1678201.456,1502600.994,2386234,1978352
1130,0.04848509,1675816.306,1498791.862,2379165,1973783
1131,0.04899817,1675692.832,1496911.897,2372320,1969284
1132,0.04953932,1678010.051,1497115.276,2352688,1953393
1133,0.05011838,1680648.359,1497471.206,2352428,1953249
1134,0.05074745,1681630.211,1496177.269,2348842,1949974
1135,0.0514299,1681335.444,1493566.174,2331447,1934788
1136,0.05216348,1681079.226,1490818.247,2336464,1938396
1137,0.05294107,1681593.8,1488606.905,2326748,1929189
1138,0.05375079,1682800.001,1486899.839,2316064,1919143
1139,0.05458293,1684379.79,1485446.748,2306942,1910535
1140,0.0554409,1685096.245,1483145.666,2300629,1904085
1141,0.05633461,1683504.067,1478698.24,2287337,1891801
1142,0.05726896,1680491.589,1472880.045,2279129,1884026
1143,0.05823641,1679507.901,1468742.439,2266869,1872763
1144,0.05922562,1682874.209,1468337.989,2254000,1861077
1145,0.06024132,1688113.147,1469468.339,2242074,1849996
1146,0.06129839,1691740.613,1469045.964,2229420,1838257
1147,0.06239394,1692557.988,1466052.816,2215802,1825875
1148,0.06350514,1691259.426,1461184.627,2190394,1803374
1149,0.06461781,1689028.359,1455523.182,2185589,1797862
1150,0.06574448,1688214.561,1451052.622,2173646,1786091
1151,0.06689531,1691040.183,1449634.832,2145020,1760673
1152,0.06806598,1696383.42,1450300.633,2138754,1753142
1153,0.06925149,1701157.389,1450417.422,2121301,1736459
1154,0.07044928,1703767.191,1448641.671,2103614,1719072
1155,0.07164804,1705419.797,1446049.839,2088502,1703680
1156,0.07283511,1707434.214,1443806.092,2066010,1681872
1157,0.0740192,1709901.245,1441955.411,2063028,1675523
1158,0.07521867,1712433.513,1440107.959,2058866,1668019
1159,0.07643647,1714962.39,1438196.175,2045316,1652312
1160,0.07765506,1717811.888,1436549.338,2050850,1651841
1161,0.07885712,1721227.873,1435427.456,2042969,1639940
1162,0.08003488,1725053.227,1434721.558,2032761,1625625
1163,0.0811843,1729020.443,1434220.186,2022456,1611422
1164,0.08231327,1732691.029,1433533.547,2014414,1598735
1165,0.08343964,1735494.269,1432133.618,1999088,1580234
1166,0.08457075,1737425.343,1429997.9,1988563,1566141
1167,0.08568428,1739809.846,1428293.656,1974906,1549507
1168,0.08675507,1743892.404,1428119.714,1960315,1532916
1169,0.08779576,1748779.591,1428694.327,1947551,1518760
1170,0.08884046,1752594.437,1428370.824,1935070,1505105
1171,0.08989735,1754843.939,1426727.882,1922018,1492222
1172,0.09093265,1756942.734,1425033.114,1900460,1473584
1173,0.0919175,1760089.914,1424352.069,1896860,1469789
1174,0.09287019,1763995.472,1424384.618,1887310,1462659
1175,0.09382137,1768018.335,1424509.649,1866278,1447027
1176,0.09477668,1772147.586,1424699.285,1863491,1446791
1177,0.09572072,1776865.35,1425390.296,1852087,1440750
1178,0.09663906,1781891.234,1426402.642,1840193,1435058
1179,0.09752436,1785226.589,1426162.409,1829564,1430949
1180,0.09837671,1785242.239,1423378.654,1811993,1422217
1181,0.09921496,1784490.189,1420035.522,1807372,1424063
1182,0.10005861,1787185.325,1419420.186,1800495,1424661
1183,0.10090393,1793888.373,1421973.448,1785354,1419177
1184,0.10173012,1800855.208,1424782.854,1785477,1425847
1185,0.10252492,1805110.434,1425538.194,1775840,1425190
1186,0.10328737,1807060.539,1424575.037,1765654,1424451
1187,0.10401739,1807877.446,1422825.368,1756986,1425012
1188,0.10472144,1809401.392,1421718.046,1751380,1428692
1189,0.10540812,1813849.701,1422961.589,1740548,1428109
1190,0.10607279,1821456.099,1426743.565,1735069,1432467
1191,0.10669571,1829250.205,1430794.959,1726672,1434507
1192,0.1072646,1834699.258,1433178.508,1717797,1436556
1193,0.10778911,1838619.635,1434507.363,1711379,1440908
1194,0.10828217,1842725.036,1436079.126,1705691,1445656
1195,0.10874428,1847716.386,1438437.604,1700099,1450583
1196,0.10916733,1853492.674,1441529.53,1688630,1450260
1197,0.10954625,1859324.282,1444803.843,1691527,1461914
1198,0.10988304,1863245.402,1446728.445,1690031,1469627
1199,0.11017858,1863925.2,1446271.745,1679489,1468779
1200,0.11041543,1864580.162,1445991.139,1684593,1481087
1201,0.1105693,1869823.052,1449543.35,1682926,1486779
1202,0.11065215,1879442.295,1456722.575,1681093,1491796
1203,0.11071094,1888723.839,1463718.359,1680947,1497399
